bobble,बकबक
aajfootballmatchhoga,जाजफुटबलम छोड्नेछ
footballmatch,फुटबल खेल
rainfootball,वर्षाफूटबल
outdoors,बाहिर
yaarandatashan,त्यो को हो?
yaara,कसको
tashan,Tashan
swaadaagya,स्वायत्तता
tastesgood,स्वादगुड
thumbsup,थम्ब्सअप
punjabirocks,पंजाबीरोक्स
attitude,मनोवृत्ति
patialapeg,पटियालापेग
ekekhojaye,खोजी गर्नुहोस्
ekekpatialapeghojaye,ekkpatialapeghojaye
peg,पेग
aajapartyshartykartekariye,कृपया पार्टी गर्नुहोस्
let'sparty,letparty
partysharty,partysharty
horkihaal,उपसर्ग
howareyou,तिमीलाई कस्तो छ
hru,खेल
kaiseho,कस्तो छ
haalchaal,ल्याउने स्केल
chettiekjhappipa,Cettiekjakappippa
jhappi,अug्गालो
hugme,अंगालो मार
hugmequick,hugmequick
ajabullettegedimariye,अजबुललेटेडेमेरिए
roamaround,रोमाउन्ड
let'sgoaround,letgoaround
ridearound,वरिपरि सवारी
beersheer,बियरसिअर
bhabikitthehai,भविष्य
sisterinlaw,भगिनीला
kahahaibhabi,तपाईं कहाँ हुनुहुन्छ?
balleballe,ब्याट
shaadikarle,शाडिकार्ले
gogetmarried,gogetmarried
getmarried,विवाह गर्नु
bhabi,भाभी
bhabiji,भाविजी
mainhusultan,mainhusultan
iamsultan,इमसुल्तान
shades,शेडहरू
babykobasspasandhai,Bybakobaspasandhai
speaker,वक्ता
swagatnahikarogehumara,स्वागतम्
swagat,स्वागतम्
dabangg,dabangg
cop,पुलिस
police,पुलिस
won'tyouwelcomeme,notyouwelcomeme
jeenekehai4din,jeenekehai4din
shortlife,छोटो जीवन
4days,Day दिन
mujhseshaadikaroge,मलाई विवाह
toweldance,तौलदान
imemyself,imemyself
narcissim,narcissism
selfconfidence,आत्मविश्वास
suited,उपयुक्त
humaapkehaikaun,हामी तपाईंको हाईकन
bearded,दाह्री
suspenders,निलम्बकहरु
bodyguard,अंगरक्षक
mujhparkoiehsaannakarna,मलाई मुस्कान दिनुहोस्
lovelysinghreporting,lovelysinghreporting
lovelysingh,lovelysingh
dilmeinaatahoonsamajhmeinnahi,dilmeinaatahoonsamajhhinninni
devilaapkepeeche,पछाडि
aapdevilkepeeche,aapdevilkepeeche
final,अन्तिम
finalcommitment,अंतिम कमेटी
ekbaar,एक पटक
myselfbajrangibhaijaan,मेरो बजरंगीभाइजान
bajrangibhaijaan,बजारगीभाईजन
bajrangi,Bajrangi
kitneyaadmithe,कति
daku,होल्ड गर्नुहोस्
dacoit,डकैइट
howmanymen,howmanymen
jobolgayisobolgayi,Djobalgasobolgai
whatever,जे सुकै होस्
chakki,मिल
jail,जेल
jailkichakki,जिलेट
peesinandpeesing,peesinandpeesing
monotonous,नीरस
contant,नगद
toil,परिश्रम
kutto,कुकुर
kuttoksamnematnachna,काटथ्रोमामेच
veeru,Veeru
don'tdance,नृत्य नगर्
hath,छ
thakur,ठाकुर
phansikaphanda,ह्याing्गि
hathnahiphansikaphandahai,कुनै हात छैन
phansi,तल
noose,नोज
sannata,मौन
sannatakyuhai,सनतकायुही
whysosilent,whysosilent
namak,नुन
sardarmaineaapkanamakkhaya,सरदारमैनापाकनामकाखिया
namakkhaya,र घरहरू
salt,नुन
angrez,अंग्रेजी
jailor,जेलर
angrezokezamane,ब्रिटिश
nam,नर
name,नाम
tumharanaam,तपाईंको नाम
tumharanaamkyahai,तपाईको नाम के हो
what'syourname,तिम्रो नाम के हो
suar,पसिना
suarkebachho,सुँगुरहरु
swine,स्वाइन
pig,सुँगुर
piglet,सुँगुर
sonofswines,Sonofswines
firework,दाउरा
babayyouarefirework,babayyouarefirework
pataka,झण्डा
100percent,१०० प्रतिशत
total,कुल
fully,पूर्ण रूपमा
fab,फेब
fabulous,कल्पित
amazing,अचम्म
let'smaketodaytotallybeautiful,letmaketodaytotallybe सुंदर
beautifulday,सुन्दर दिन
gfoodday,दुरुपयोग
dog,कुकुर
riseandshine,उदयदान
sunshine,घाम
princess,राजकुमारी
material,सामग्री
princessmaterial,राजकुमारी
royalty,रोयल्टी
royal,शाही
pet,घरपालुवा जनावर
whataday,whatsaday
lovelyday,lovelyday
whatalovelyday,whatalovelyday
cycling,साइक्लि
sweeter,मिठो
candy,क्यान्डी
sweeterthancandy,मिठाईको खाना
sweetmeat,मीठो मासु
butterfly,पुतली
sketboard,स्केटबोर्ड
pug,pug
hard,कडा
prettytosee,फेटिटोजी
hardtocatch,हार्डट्याच
keepcalm,keepcalm
staycute,रहनु
ballerina,ब्यालेरिना
ballet,ब्याले
tutu,टुटु
danceismylife,नृत्यस्मै जीवन
crescent,अर्धचन्द्राकार
ranvir,रणवीर
ranvirsingh,रणवीर सिंह
slumber,निदाउनु
happybirthday,खुशीको जन्मदिन
selfiequeen,सेल्फीकिन
click,क्लिक गर्नुहोस्
snap,स्न्याप
pout,पाउउट
radha,राधा
soty,हनीकम्ब्स
studentoftheyear,छात्र
radhalikestoparty,राधलीकेस्टोपर्टी
chaljhoota,Clajhuta
jhooth,एक झूट
sorriee,sorriee
kneeldown,घुँडा टेक्दै
maaf,माफ गर्नुहोस्
forgive,माफ गर्नुहोस्
flower bouquet,फूल गुलदस्ता
quiet,शान्त
chuphoja,chuphoja
chupkar,गुप्तमा
boltibandh,बोल्टिबंध
partytobantihai,मरिसकेको छ
peacebro,Peacebro
peaceful,शान्तिमय
peaceloving,Peaceloving
sadhu,Hermit
yogi,योगी
lootgaya,साँच्चै
mainlootgaya,mainlootgaya
barbad,व्यर्थ
gyp,जिप
kangal,तार
ekdum,सबै
jhakaas,ढाकास
ekdumjhakaas,एक झिल्का
perfect,उत्तम
toogood,धेरै राम्राे
babajikathullu,बाबाजीकाथुल्लु
zero,शून्य
blank,खाली
khali,ठीक छ
ghanta,घण्टा
partaaay,partaaay
partyy,भोज
partytime,भोजको समय
martini,मार्टिनी
abayegamajaa,तिनीहरू डराउँदैनन्
content,सामग्री
mainkyakaru,मान्याकारु
whatshouldIdo,के हो?
pipe,पाइप
frown,frown
meh,meh
youlove,youlove
dowhatyoulove,dowhatyoulove
loveyourjob,loveyourjob
enjoyyourwork,आनंददायक काम
cn'thandleme,chandhandleme
cannotcandleme,cannotcandleme
handle,ह्यान्डल
giveup,हार मान
nevergiveup,कहिले हार नमानु
neversaydie,neversaydie
hill,पहाड
bindi,बिंदी
achievement,उपलब्धि
achieve,प्राप्त गर्नुहोस्
shineon,चम्किनु
bling,बलिंग
diamond,हीरा
sparkle,चम्किलो
independent,स्वतन्त्र
girlpower,girlpower
miles,माईल
milestogo,माइलस्टोगो
cape,केप
milestocover,माईलस्टोकर
distance,दूरी
beawesome,सुन्दर
superawesome,अति उत्तम
iamawesome,iamawesome
freeandhappy,freeandhappy
bornfree,बर्थफ्री
liberated,मुक्ति
taketimeoff,टेकटाइम
metime,metime
leisure,फुर्सत
mytime,मेरो समय
weird,अनौंठो
original,मूल
beweird,आरोप लगाइएको
notfake,notfake
maverick,maverick
iconoclast,आइकनकोलास्ट
idosyncrasies,idosyncrasies
succeed,सफल
belief,विश्वास
wecan,हामी सक्छौ
tosucceed,सफलताको लागि
success,सफलता
dreamjob,dreamjob
believeinyourself,आँफैमा बिश्वास गर
seetheworld,seetheworld
differently,फरक
difference,फरक
wanderlust,भटकने ठाउँ
aroundtheworld,विश्व भरि
map,नक्शा
worldtour,Worldtour
secret,गोप्य
secrettosuccess,सेक्रेटोससुसेस
don'ttellyoursecrets,nottellyoursecrets
keepyoursecretssafe,keepyoursecretssafe
another,अर्को
bulb,बल्ब
onesuccess,बहुमुखी
leads,सीसा
anothersuccess,अनासुकस
alive,जीवित
yourdream,तिम्रो सपना
keepyourdreamalive,keepyourdreamalive
things,चीजहरू
greatthings,महानता
happen,हुन्छ
happenbychoice,पीडित
rightchoice,rightchoice
minds,दिमाग
idaes,idaes
discuss,छलफल
discussion,छलफल
brightideas,brightideas
exchangeofideas,एक्सचेंजोफिडस
exchangeideas,एक्सचेंजिडास
justdoit,मात्र
unforgettable,अविस्मरणीय
unforgettablethings,अविस्मरणीय चीजहरू
don'tkilltime,dokilltime
makeitwork,makeitwork
dogs,कुकुरहरु
bark,बार्क
dogsbark,कुकुर बार्क
dogsbarkbutvanmoveson,कुकुरबटवान्मोभसन
move,चल्नु
moves,चाल
vanmoves,भ्यानमोभ्स
criticize,आलोचना
criticism,आलोचना
bhaipaisenahihai,भाई पैसा छैन
penniless,Penniless
nomoney,पैसा छैन
pocket,खल्ती
pocketkhali,पकेटखली
monthend,मोन्थेन्ड
moh,moh
sabmohmayahai,सबहेम
hallucination,मतिभ्रम
illusion,भ्रम
swami,स्वामी
saint,सन्त
gyan,ज्ञान
worldly,सांसारिक
aunty,काकी
auntyji,आन्टीजी
namasteaunty,नमस्तेउन्टी
namasteauntyji,नमस्तेउन्टीजी
padha,उनीहरु छन्
padhade,पढ्नुहोस्
yar,भोलि
yaaar,यार
bhaipadhade,भापदडे
sutta,ब्वाँसो
sutte,चूसना
suttamar,सुत्तमर
cigar,सिगार
goachale,goachale
trip,यात्रा
bachelortrip,स्नातक
vacay,खाली
baech,हुन सक्छ
guytrip,गुइट्रिप
frolic,फ्रोलिक
bor,प्रत्यक्ष
bhook,bhook
bhooklagi,भूगोल
bhooklagihai,जग्गा हो
hunger,भोक
tummy,पेट
dekh,हेर्नुहोस्
bhaiidhardekh,भाई
lookhere,यहाँ हेर
hithere,हिटहेर
