bobble,ബോബിൾ
assisting,സഹായിക്കുന്നു
assist,സഹായിക്കുക
chaiye,യഥാർത്ഥ
wanting,ആഗ്രഹിക്കുന്നു
coder,കോഡർ
error,പിശക്
geek,ഗീക്ക്
nerd,നേർഡ്
bijness,ബിസിനസ്സ്
binnes,ഉള്ളിൽ
laptop,ലാപ്‌ടോപ്പ്
business idea,ബിസിനസ്സ് ആശയം
asli,ആധികാരികം
onterpronor,onterpronor
owner,ഉടമ
calls,കോളുകൾ
multi,മൾട്ടി
tasking,ടാസ്‌കിംഗ്
multi tasker,മൾട്ടി ബാഗുകൾ
pen,പേന
cups,കപ്പുകൾ
game of thrones,അധികാരക്കളി
throne,സിംഹാസനം
scarf,സ്കാർഫ്
shawl,ഷാൾ
comfortable,സുഖകരമാണ്
special,പ്രത്യേക
coffee beans,കോഫി ബീൻസ്
beans,പയർ
lovers,പ്രേമികൾ
season,സീസൺ
khana,ഭക്ഷണം
weddings,വിവാഹങ്ങൾ
tub,ട്യൂബ്
long,നീളമുള്ള
bath bath,ബാത്ത് ബാത്ത്
nahana,ചിന്തിക്കുക
Jacuzzi,ജാക്കുസി
peanuts,നിലക്കടല
popcorns,പോപ്‌കോണുകൾ
heaven,സ്വർഗ്ഗം
sweaters,സ്വെറ്ററുകൾ
jackets,ജാക്കറ്റുകൾ
warmers,warm ഷ്മളത
wamr,അദ്ദേഹം ഉത്തരവിട്ടു
clothing,ഉടുപ്പു
cuddle,കെട്ടിപ്പിടിക്കുക
dolls,പാവകൾ
winter shopping,വിന്റർ ഷോപ്പിംഗ്
packet,പാക്കറ്റ്
blanket,പുതപ്പ്
blanks,ശൂന്യമാണ്
bedtime,ഉറക്കസമയം
peecha,പിന്തുടരൽ
following,പിന്തുടരുന്നു
world,ലോകം
duniya,ലോകം
ladh,പറഞ്ഞു
jaaunga,പോകും
obssessive,ഭ്രാന്തൻ
possessive,കൈവശമുള്ളത്
laila,ലൈല
chillaunga,യുവ രസം
faad,കീറുന്നു
tearing,കീറുന്നു
manboy,മന്ബൊയ്
raveena,രവീന
tandon,റിസർവോയർ
haaye,ബന്ധിപ്പിക്കുക
karant,നിലവിലുള്ളത്
current,നിലവിലുള്ളത്
marti,മാർട്ടി
on the floor,തറയിൽ
fall,വീഴുക
fell,വീണു
ladaye,പോരാട്ടം
mujhse,എന്നിൽ നിന്ന്
fraanship,ഫ്രാൻ‌ഷിപ്പ്
karge,ശാന്തയുടെ
propose,നിർദ്ദേശിക്കുക
proposing,നിർദ്ദേശിക്കുന്നു
palat,കൊട്ടാരം
idhar,ഇവിടെ
varun dhawan,വരുൺ ധവാൻ
deewana,ഭ്രാന്തൻ
gaana,ഗാനം
bajadu,ബജാട്
gaaana,പോകൂ
chalogi,നിങ്ങൾ നടക്കുമോ?
chalegi,ഓടും
date,തീയതി
date night,തീയതി രാത്രി
tumko,നിങ്ങൾക്ക്
naa,ഇല്ല
bhool,തെറ്റ്
payenge,ലഭിക്കും
sword,വാൾ
samurai,സമുറായ്
lunga,നീളമുള്ള
gangs of wasseypur,വാസീപൂർ സംഘങ്ങൾ
height kam,ഉയരം കാം
jyada,കൂടുതൽ
balwant,ബാൽവന്ത്
rai,റായ്
defense,പ്രതിരോധം
mujhe,ഞാൻ
dila,ഡില
lagta'hai,തോന്നുന്നു
tujhe,നിങ്ങൾക്ക്
value,മൂല്യം
ct,ct
attacking,ആക്രമിക്കുന്നു
aati,വരൂ
khandala,ഖണ്ഡാല
smiling,പുഞ്ചിരിക്കുന്നു
propoing,നിർദ്ദേശിക്കുന്നു
offer,ഓഫർ
offering,വഴിപാട്
humse,ഞങ്ങളിൽ നിന്ന്
dushmani,ശത്രു
khatra,അപകടം
enemy,ശത്രു
enemies,ശത്രുക്കൾ
danger,അപായം
warning,മുന്നറിയിപ്പ്
dangerous,അപകടകരമാണ്
warn,മുന്നറിയിപ്പ്
atta,അറ്റ
maajhi,മാജി
satakli,ഷട്ടിൽ
ajay,അജയ്
devgan,devgan
singham,സിങ്കം
ghuma,വളച്ചൊടിക്കുന്നു
ne,ചെയ്യരുത്
garba,ഗാർബ
gujju,ഗുസു
gujarati,ഗുജറാത്തി
chaapli,മുഖസ്തുതി
chaniya,ചനിയ
choli,വരൂ
lehenga,ലെഹെങ്ക
dod,ഡോഡ്
dayi,ഫ്രെഷ്മാൻ
gujarat,ഗുജറാത്ത്
bes,വെറുതെ
beth,ബെത്ത്
shut up,മിണ്ടാതിരിക്കുക
now,ഇപ്പോൾ
guju,മുൻ താമസസ്ഥലം
shri,ശ്രീ
gujurati,ഗുജറാത്തി
dancer,നർത്തകി
baka,ചിലപ്പോൾ
I love you,ഞാൻ നിന്നെ സ്നേഹിക്കുന്നു
hu,അവൻ
tane,ധാന്യം
karu,പ്രകാശം
chu,ചു
giving,നൽകുന്ന
aavjo,വരൂ
ok bye,ശരി, വിട
thi,പരീക്ഷ
woh,കൊള്ളാം
issues,പ്രശ്നങ്ങൾ
nakhre,തന്ത്രങ്ങൾ
insecure,സുരക്ഷിതമല്ലാത്ത
moti,ശ്രദ്ധ തിരിക്കുന്നു
girlfrend,കാമുകിമാർ
tha,ഇഷ്ടം
doubt,സംശയം
unavailable,ലഭ്യമല്ല
reachable,എത്തിച്ചേരാവുന്ന
diet,ഡയറ്റ്
apple,ആപ്പിൾ
dieting,ഡയറ്റിംഗ്
thin,നേർത്ത
slim,മെലിഞ്ഞ
workig out,പ്രവർത്തിക്കുന്നു
dresses,വസ്ത്രങ്ങൾ
dresss,വസ്ത്രങ്ങൾ
pehnu,പെഹ്നു
suggest,നിർദ്ദേശിക്കുക
sunglasses,സൺഗ്ലാസുകൾ
heartache,ഹൃദയവേദന
heartbreak,ഹൃദയമിടിപ്പ്
toota,ഉത്പാദിപ്പിക്കാൻ
tears,കണ്ണുനീർ
aasu,സാസു
space,ഇടം
crossed feet,കാലുകൾ കടന്നു
Naam,പേര്
Jalebi,ജലേബി
sweetshop,മധുര പലഹാരം വില്ക്കുന്ന കട
gol,ലക്ഷ്യം
seedhi,ഗോവണി
icecream,ഐസ്ക്രീം
strawberry,സ്ട്രോബെറി
flavours,സുഗന്ധങ്ങൾ
sundae,സൺ‌ഡേ
choco,ചോക്കോ
chocolate,ചോക്ലേറ്റ്
butterscotch,ബട്ടർ‌കോട്ട്
mango,മാമ്പഴം
softy,മൃദുവായ
garam,ഉപ്പ്
pyaali,കപ്പ്
pyali,കപ്പ്
tapri,ടാപ്രി
stall,സ്റ്റാൾ
salman,സൽമാൻ
kadak,കടക്
bhunta,വറുത്തത്
corns,ധാന്യങ്ങൾ
corn,ചോളം
cob,cob
bhutta,ഭൂട്ട
baarsh,ബാർഷ്
item,ഇനം
wala,ഒന്നുമില്ല
seller,വിൽപ്പനക്കാരൻ
selling,വിൽക്കുന്നു
sell,വിൽക്കുക
vada,കാണുക
paz,paz
relish,ആനന്ദിക്കുക
kind,ദയ
triangle,ത്രികോണം
samosa,സമോസ
evening,വൈകുന്നേരം
chutney,ചട്ണി
sauce,സോസ്
plate,പാത്രം
paranthas,പരന്തസ്
aloo,aloo
gobhi,കാബേജ്
paneer,പനീർ
mix,മിക്സ്
mooli,മോളുകൾ
potato,ഉരുളക്കിഴങ്ങ്
cauliflower,കോളിഫ്ലവർ
cheeze,ചീസ്
achaar,നടത്തുക
pickle,ഉപ്പിലിട്ടത്
server,സെർവർ
hiaya,വില
gappe,ചാറ്റർ‌ബോക്സ്
spicy,മസാലകൾ
yummy,രുചികരമായ
yum,yum
chaat,ചാറ്റ്
chaat wala,ചാറ്റുചെയ്യുക, അല്ല
ek plate,ഒരു പ്ലേറ്റ്
dosa,പാപം
masala,മസാല
psicy,പ്സിച്യ്
sambhar,സംഭരണം
coconut,നാളികേരം
madras,മദ്രാസ്
cafe,കഫെ
folk,നാടോടി
spoon,കരണ്ടി
lassi,ലസ്സി
jaisi,പോലെ
apun,അപുൻ
ishtyle,ishtyle
gangster,ഗുണ്ടാസംഘം
fashion,ഫാഷൻ
manner,വിധത്തിൽ
thakela,ക്ഷീണിതനാണ്
thakele,ക്ഷീണിതനാണ്
loser,തോറ്റവൻ
uninteresting,താൽപ്പര്യമില്ലാത്ത
lousy,അയഞ്ഞ
macho,മാകോ
tapori,തപോരി
broad,വിശാലമായ
aja,മാത്രം
abhi,ഇപ്പോൾ
slap,സ്ലാപ്പ്
chamaat,മോളുകൾ
du,മുതൽ
showing,കാണിക്കുന്നു
to slap,അടിക്കാൻ
thappad,അടിക്കുക
try,ശ്രമിക്കുക
shanpatti,ചമ്പാഷെ
shaanpatti,പാമ്പുകടി
jarela,ജറേല
shahrukh,ഷാരൂഖ്
khopche,ഗുളിക
lu,റോഡ്
knife,കത്തി
loafer,ലോഫർ
mumbaiker,മുംബൈ
mumbai,മുംബൈ
corner,മൂലയിൽ
locha,ലോച്ച
gadbad,കുഴപ്പത്തിലാക്കുക
waat,എന്ത്
hoyla,ഇന്ന്
rehen,താമസിക്കുക
destined,വിധിക്കപ്പെട്ടത്
lawn,പുൽത്തകിടി
mate,ഇണയെ
destiny,വിധി
ending,അവസാനിക്കുന്നു
winking,വിങ്കിംഗ്
cry,കരയുക
together,ഒരുമിച്ച്
lonely,ഏകാന്തത
having,ഉള്ളത്
ever,എന്നേക്കും
stomach,ആമാശയം
rofl,rofl
delicious,രുചികരമായ
meal,ഭക്ഷണം
spent,ചെലവഴിച്ചു
same,അതേ
passion,അഭിനിവേശം
common,സാധാരണമാണ്
sold,വിറ്റു
fix,പരിഹരിക്കുക
amchi,ഞാൻ നടക്കുന്നു
torch,പന്തം
mashaal,Mashaal
jeetesh sharma,ജീതേഷ് ശർമ്മ
swing,ഊഞ്ഞാലാടുക
bumrahaang,ബുമ്രഹഅന്ഗ്
jaspreet bumrah,ജസ്പ്രീത് ബുംറ
bumrah,ബുംറ
paltan,പൽത്താൻ
lendl simmons,lendl simmons
lendl,കടം കൊടുക്കുക
simmons,സിമ്മൺസ്
group hug,ഗ്രൂപ്പ് ആലിംഗനം
nitish rana,നിതീഷ് റാണ
rana,റാണ
hitman,ഹിറ്റ് മാൻ
rohit,രോഹിത്
gods,ദേവന്മാർ
own,സ്വന്തമാണ്
bhajji,ഭാജി
firki,സ്പിൻ
spinner,സ്പിന്നർ
aicha,ആയിഷ
gho,ഡി
vaat,വാഗ്ദാനങ്ങൾ
lagli,ലഗ്ലി
lag gayi,വിവാഹനിശ്ചയം കഴിഞ്ഞു
bolt,ബോൾട്
wicket,വിക്കറ്റ്
tim southee,ടിം സ from യിൽ നിന്ന്
mall,മാൾ
chopping,വെട്ടുന്നു
bought,വാങ്ങി
bakwas,മാലിന്യങ്ങൾ
rubbish,മാലിന്യങ്ങൾ
electricity,വൈദ്യുതി
andhera,ഇരുണ്ടത്
shanti,ശാന്തി
shaanti,സമാധാനം
matka,അമ്മ
won,ജയിച്ചു
jeet,വിജയം
gaye,പോയി
batao,എന്നോട് പറയുക
banda,ബാൻഡ്
mast,കൊടിമരം
dungi,തല്ലും
shoot,ഷൂട്ട്
shooting,ഷൂട്ടിംഗ്
pistol,പിസ്റ്റൾ
sudhrega,മെച്ചപ്പെടുത്തും
indian man,ഇന്ത്യൻ മനുഷ്യൻ
naari,അറിയ്വോ
aurat,ജനനേന്ദ്രിയം
sev,sev
parmal,parmal
muh,muh
bhiya,വഴി
pani puri,വാട്ടർ പുരി
ram,RAM
bachche,കുട്ടികൾ
bache,ഇടത്
padegi,വീഴും
jootey,ചെരിപ്പുകൾ
padenge,ഉണ്ടാകും
beating,അടിക്കുന്നു
slippers,ചെരിപ്പുകൾ
jhoota,നുണയൻ
lie,നുണ പറയുക
cha,ഇല്ല
awesome,ആകർഷകമാണ്
were,ആയിരുന്നു
babaji,ബാബാജി
thullu,തുള്ളു
mandir,മന്ദിർ
danda,ബോൾഡ്
khayega,കഴിക്കും
ayega,വരും
majaa,മാജ
chill pill,ചില്ല് ഗുളിക
rakh,സൂക്ഷിക്കുക
muffler,മഫ്ലർ
khilo,ബ്ലൂം
canteen,കാന്റീൻ
bore,ബോറടിക്കുന്നു
banaya,നിർമ്മിച്ചത്
kajal,കാജൽ
faila,ഫയൽ
smudge,പുകവലിക്കുക
conscious,ബോധമുള്ള
looks,നോട്ടം
marungi,മരുങ്കി
studies,പഠനങ്ങൾ
loads,ലോഡുകൾ
assignment,അസൈൻമെന്റ്
papers,പേപ്പറുകൾ
maah,മാസം
rules,നിയമങ്ങൾ
binoculars,ബൈനോക്കുലറുകൾ
checking out,പരിശോധിക്കുന്നു
pehna,ധരിച്ചു
achchi,കുഞ്ഞേ
achi,കൊള്ളാം
doll,പാവ
harley quinn,ഹാർലി ക്വിൻ
suicide squad,സൂയിസൈഡ് സ്ക്വാഡ്
hammer,ചുറ്റിക
dollface,പാവയുടെ മുഖം
skeletor,അസ്ഥികൂടം
Power Sword,പവർ വാൾ
he man,അവൻ മനുഷ്യൻ
Him,അവനെ
mercy,കാരുണ്യം
catwoman,ക്യാറ്റ് വുമൺ
suicide,ആത്മഹത്യ
squad,സ്ക്വാഡ്
coyote,കൊയോട്ട്
roadrunner,റോഡ് റണ്ണർ
wolf,ചെന്നായ
Gangreen Gang,ഗാംഗ്രീൻ ഗാംഗ്
villains,വില്ലന്മാർ
hehehe,hehehe
pease,പീസ്
afford,താങ്ങാവുന്ന വില
frowning,മുഖം ചുളിക്കുന്നു
bunk,ബങ്ക്
lecture,പ്രഭാഷണം
skip,ഒഴിവാക്കുക
easy,എളുപ്പമാണ്
school bag,സ്കൂൾ ബാഗ്
drop,ഡ്രോപ്പ്
class test,ക്ലാസ് ടെസ്റ്റ്
disappointed,നിരാശനായി
nap,നിദ്ര
jana,ജന
assignments,അസൈൻമെന്റുകൾ
chopra,ചോപ്ര
mona,മോന
sona,അറ്റത്ത്
mona darling,മോനാ ഡാർലിംഗ്
ajit,അജിത്
robert,റോബർട്ട്
briefcase,ബ്രീഫ്കേസ്
khulla,തുറക്കുക
bulla,ബുള്ള
Danny Denzongpa,ഡാനി ഡെൻസോങ്‌പ
danny,ഡാനി
maut,മരണം
death,മരണം
threat,ഭീഷണി
shakti,ശക്തി
kapoor,കപൂർ
bachayega,സംരക്ഷിക്കും
teja,ടൈൽ
andaaz,കണക്കാക്കുക
mark,അടയാളപ്പെടുത്തുക
kidhar,എവിടെ
gulshan grover,ഗുൽ‌ഷൻ ഗ്രോവർ
amjad khan,ഖാന്റെ മഹത്വം
dar,പക്ഷേ
samjho,അത് മനസ്സിലാക്കുക
mar,മാർ
mogambo,മൊഗാംബോ
mr,മിസ്റ്റർ
mister,മിസ്റ്റർ
amrish puri,അമൃഷ് പുരി
dhak,അത്
gogo,gogo
go go,പോകൂ
andaz,andaz
crime,കുറ്റകൃത്യം
baarish,ബാരിഷ്
raindance,മഴ
biker,ബൈക്കർ
2017,2017
new year,പുതുവർഷം
no plans,പദ്ധതികളൊന്നുമില്ല
to do,ചെയ്യാൻ
year,വർഷം
ahead,മുന്നിലാണ്
