bobble,ബോബിൾ
happy diwali,സന്തോഷകരമായ ദീപാവലി ആശംസകൾ
yeh,അതെ
runout,പൂർത്തിയാവുക
popcorn,പോപ്പ്കോൺ
watching,കാണുന്നു
hua,പൂക്കൾ
innings,ഇന്നിംഗ്സ്
test,പരിശോധന
its,അതിന്റെ
over,കഴിഞ്ഞു
till,ഇതിനായി
last,അവസാനത്തെ
runs,റൺസ്
needed,ആവശ്യമുണ്ട്
enthusiasm,ആവേശം
enthusiastic,ഉത്സാഹമുള്ള
sentiment,വികാരം
100,100
bet,പന്തയം
lagi,വീണ്ടും
sharat,ശരത്
betting,വാതുവയ്പ്പ്
bous,കാളകൾ
bhi,കൂടാതെ
sakta,സൂക്ഷ്മമായ
indian cricket fan,ഇന്ത്യൻ ക്രിക്കറ്റ് ആരാധകൻ
ipl,ipl
koi,ഏതെങ്കിലും
isko,ഇത്
cursing,ശപിക്കുന്നു
cussing,cussing
jae,jae
fixed,നിശ്ചിത
commentator,കമന്റേറ്റർ
curse,ശാപം
b,b
age,വയസ്സ്
number,നമ്പർ
return,മടങ്ങുക
open,തുറക്കുക
gifting,സമ്മാനം
janamdin,ജന്മദിനം
budday,പൊടി
cheerful,സന്തോഷവതി
saal,ഹാൾ
kam,വന്നു
bash,ബാഷ്
cake,കേക്ക്
cutting,മുറിക്കൽ
birthday cake,പിറന്നാൾ കേക്ക്
surpirse,ആശ്ചര്യം
surprise gift,സർപ്രൈസ് സമ്മാനം
chahiye,ആഗ്രഹിക്കുന്നു
pila,ചിത
part,ഭാഗം
bump,ബം‌പ്
find,കണ്ടെത്തുക
shaadi,കല്യാണം
pressure,മർദ്ദം
punjabi,പഞ്ചാബി
punjab,പഞ്ചാബ്
questioning,ചോദ്യം ചെയ്യുന്നു
kitchen,അടുക്കള
stupped,മുരടിച്ചു
chaa,തയ്യാറാണ്
ea,അത്
moms,അമ്മമാർ
bloody,രക്തരൂക്ഷിതമായ
punjagbi,punjagbi
teri,ടെറി
naukar,ദാസൻ
nokar,നോക്കർ
lagdi,ചുമത്തി
lagti,തോന്നുന്നു
aa,aa
mombs be like,അമ്മമാർ ഇങ്ങനെയായിരിക്കും
dominating,ആധിപത്യം പുലർത്തുന്നു
address,വിലാസം
introduce,പരിചയപ്പെടുത്തുക
introduction,ആമുഖം
munda,മുണ്ട
know me,എന്നെ അറിയാമോ
stranger,അപരിചിതൻ
know,അറിയുക
babies,കുഞ്ഞുങ്ങൾ
kids,കുട്ടികൾ
trying,ശ്രമിക്കുന്നു
husband,ഭർത്താവ്
chak le,ഓരോ തവണയും
le,ദി
chak,ഓരോന്നും
pegs,കുറ്റി
shots,ഷോട്ടുകൾ
sharaab,പാനീയം
facebook,ഫേസ്ബുക്ക്
high,ഉയർന്ന
cholestrol,കൊളസ്ട്രോൾ
unhealthy,അനാരോഗ്യകരമായ
healthy,ആരോഗ്യമുള്ള
social,സാമൂഹിക
media,മീഡിയ
sites,സൈറ്റുകൾ
silly,നിസാരമായ
reasons,കാരണങ്ങൾ
reason,കാരണം
slay,കൊല്ലുക
okay,ശരി
kay,കേ
stylish,സ്റ്റൈലിഷ്
lily singh,ലില്ലി സിംഗ്
famous,പ്രസിദ്ധം
popular,ജനപ്രിയമാണ്
swagger,സ്വർണം
wo,എവിടെ
kahi,എവിടെയോ
heroin,ഹെറോയിൻ
about,കുറിച്ച്
chappal,സ്ലിപ്പറുകൾ
liked,ഇഷ്‌ടപ്പെട്ടു
sala,ഹാൾ
saala,മാനേജ്മെന്റ് വായ്പകൾ
naak,മൂക്ക്
kat,കാറ്റ്
kaat,മുറിക്കുക
gayi,പോയി
yara,മുറിവ്
sabash,goodies
shabash,ബ്രാവോ
kudos,പ്രശസ്തി
kudo,എല്ലായിടത്തും
well done,നന്നായി
congrats,അഭിനന്ദനങ്ങൾ
congratulations,അഭിനന്ദനങ്ങൾ
two,രണ്ട്
paglat,പാകം
paglet,പഗ്ലെത്
pagal,അനുസരിച്ച്
crazy,ഭ്രാന്തൻ
humko hum,ഞങ്ങൾ
sab,അവയെല്ലാം
pata,പേജ്
everything,എല്ലാം
hide,മറയ്ക്കുക
sher,ഷെർ
samne,മുന്നിൽ
humare,ഞങ്ങളുടെ
mat,പായ
bano,കുളിമുറി
lion,സിംഹം
annoy,ശല്യപ്പെടുത്തുക
baap,അച്ഛൻ
shut,അടച്ചു
gajab,അതിശയകരമായത്
guru,ഗുരു
bahi,പുറത്ത്
zada,വർദ്ധിച്ചു
bhaukal,പുരികം
jhado,ബുഷ്
trouble,കുഴപ്പം
issue,ഇഷ്യൂ
act,പ്രവർത്തിക്കുക
pricey,വിലയേറിയ
create,സൃഷ്ടിക്കാൻ
there,അവിടെ
bolo,അത്
mard,രോഗങ്ങൾ
steel,ഉരുക്ക്
haath,കൈ
muscle,മാംസപേശി
body,ശരീരം
yup,അതെ
still,നിശ്ചലമായ
at,at
puppyface,പപ്പിഫേസ്
whoa,ശ്ശോ
acknowledging,അംഗീകരിക്കുന്നു
respond,പ്രതികരിക്കുക
responding,പ്രതികരിക്കുന്നു
luaghs,വേഗത
lols,lols
lolz,lolz
was,ആയിരുന്നു
lamo,ലാമോ
smile,പുഞ്ചിരി
ciao,സിയാവോ
signing,ഒപ്പിടുന്നു
loud,ഉച്ചത്തിൽ
yay,യായ്
news,വാർത്ത
yaya,കുറച്ച്
sweetheart,പ്രണയിനി
nope,ഇല്ല
nooo,നൊഒഒ
naah,naah
nahi,വേണം
noji,നോജി
no ji,നോജി
nana,നാന
daaru,daaru
burp,ഏമ്പക്കം
ty,ty
thankies,നന്ദി
shukriya,നന്ദി
dhanyawaad,നന്ദി
dhanyawad,നന്ദി
thanka,ഗോൾഡ്
thanku,അവന്റെ
sorry,ക്ഷമിക്കണം
sorryy,ക്ഷമിക്കണം
solly,ഏകാന്തത
apologies,ക്ഷമാപണം
apology,ക്ഷമാപണം
apologise,ക്ഷമയാചിക്കുക
apologize,ക്ഷമയാചിക്കുക
fine,പിഴ
sure,ഉറപ്പാണ്
ilu,സൗന്ദര്യം
luv,luv
love love,സ്നേഹം സ്നേഹിക്കുക
HBD,എച്ച്ബിഡി
bday,ജന്മദിനം
janam,ജനനം
din,നിന്ന്
wake up,ഉണരുക
wake,ഉണരുക
subah,രാവിലെ
jaag,തിരക്കുക
jao,പോകുന്നു
nighty,നൈറ്റി
gnite,ചെംചീയൽ
ho ho ho,ഞാൻ അത് ചെയ്യുന്നു
waiting for santa,സാന്തയ്ക്കായി കാത്തിരിക്കുന്നു
you've been naughty this year,നിങ്ങൾ ഈ വർഷം വികൃതിയാണ്
cheezey,കാര്യങ്ങൾ
cheezy,ചീസി
flirtious,നിഷ്കളങ്കത
choddh,കയറി
jaane,അറിയുക
baat,കാര്യം
nai,അല്ല
sahi,Sahin
kye,കൈ
totally,പൂർണ്ണമായും
worth,വിലമതിക്കുന്നു
thumbs,തംബ്‌സ്
kidding,തമാശ
tell,പറയുക
laters,കത്തുകൾ
fist,മുഷ്ടി
eww,eww
chee,ചീ
grossed,സമാഹരിച്ചു
science,ശാസ്ത്രം
bitch,ബിച്
art,കല
than,എന്നതിനേക്കാൾ
tumblr,tumblr
tumbler,ടംബ്ലർ
vessel,പാത്രം
deal,ഇടപാട്
problem,പ്രശ്നം
khud,സ്വയം
se,ആകുക
dekhle,പിഴ
shudh,ശുദ്ധം
romeo,റോമിയോ
pujari,പുരോഹിതൻ
pyaa,സ്നേഹം
hotness,ചൂട്
patakha,പടക്കം
bomb,ബോംബ്
queen,രാജ്ഞി
kudi,കുടിവെള്ള
namkeen,ഉപ്പ്
lag,കാലതാമസം
rahi,ആയി
close,അടയ്ക്കുക
mere,കേവലം
paas,സമീപം
pass,കടന്നുപോകുക
aao,aao
near,സമീപത്ത്
babe,കുഞ്ഞ്
daalogey,തീർന്നു
dala,നൽകി
flattered,ആഹ്ലാദിച്ചു
goo,goo
hots,ഹോട്ടുകൾ
kisi,ലാറ്റിസ്
disco,ഡിസ്കോ
jaayein,പോകൂ
jayen,പോകൂ
pub,പബ്
likes,ഇഷ്‌ടപ്പെടുന്നു
kaisi,എങ്ങനെ
jaaneman,jaaneman
janeman,പ്രണയിനി
jaanam,പ്രണയിനി
samjha,മനസ്സിലായി
tryna,tryna
try and,ശ്രമിക്കുക, ശ്രമിക്കുക
understanding,മനസ്സിലാക്കൽ
understood,മനസ്സിലായി
khush,സന്തോഷം
karde,കാർഡിൽ
happyman,ഹാപ്പിമാൻ
sultry,വിഷാദം
chalti,നിലവിലുള്ളത്
come on,വരിക
9,9
bara,വെറും
stud,സ്റ്റഡ്
ladayein,യുദ്ധം ചെയ്യുക
chichi,അച്ഛൻ
launda,ല und ണ്ട
aadmi,മനുഷ്യൻ
stuf,ദണ്ഡു
12,12
dara,ഡാര
singh,സിംഗ്
kasam,ഞാൻ സത്യം ചെയ്യുന്നു
swore,സത്യം ചെയ്തു
pledge,പ്രതിജ്ഞ
muscles,പേശികൾ
pehalwan,ഗുസ്തി
bada,അങ്ങനെയാണെങ്കിൽ
bulky,തടിച്ച
nichod,ഞെക്കുക
squease,ചൂഷണം
denge,ബാക്കി
tumhe,നിങ്ങൾക്ക്
wring,ചിറക്
nikaal,നീക്കംചെയ്യുക
juice,ജ്യൂസ്
mukka,കഷണം
tighten,മുറുക്കുക
size,വലുപ്പം
matters,കാര്യങ്ങൾ
hona,ഇവിടെ
flaunt,ചൂഷണം ചെയ്യുക
arm,കൈക്ക്
biceps,കൈകാലുകൾ
triceps,ട്രൈസെപ്സ്
pehalwaan,ഗുസ്തി
pahalwaan,ഗുസ്തി
raha,പണം
cuming,ക്യുമിംഗ്
bas,താഴേക്ക്
aya,എന്തായാലും
aaya,വന്നു
waha,വ്യത്യാസപ്പെടുന്നു
yaha,ഇവിടെ
yahan,ഇവിടെ
yahaan,ഇവിടെ
hang,തീർക്കുക
wang,രാജാവ്
karte,കാർഡ്
upside down,തലകീഴായി
upside,തലകീഴായി
regime,ഭരണം
abdomin,വയറുവേദന
dumbell,ഡംബെൽ
lifting,ലിഫ്റ്റിംഗ്
lift,ഉയർത്തുക
weights,ഭാരം
ways,വഴികൾ
bean,കാപ്പിക്കുരു
protein,പ്രോട്ടീൻ
shake,കുലുക്കുക
flask,ഫ്ലാസ്ക്
fit,ഫിറ്റ്
health,ആരോഗ്യം
exercise,വ്യായാമം
yoga,യോഗ
planks,പലകകൾ
thabad,തബാദ്
tabla,പട്ടിക
artist,ആർട്ടിസ്റ്റ്
baj,പ്രശ്നം
noice,ശ്രദ്ധിക്കുക
shor,ഷോർ
kach,സമീപം
kar,കാർ
ding,കാര്യം
wedding,കല്യാണം
latest,ഏറ്റവും പുതിയ
noise,ശബ്ദം
saxy,സാക്സി
trumpet,കാഹളം
baaja,നായിഡു
baja,ബജ
shehnai,ക്ലാരിനെറ്റ്
benjo,ബെഞ്ചോ
key,കീ
jaa,പോകൂ
problems,പ്രശ്നങ്ങൾ
piss,മൂത്രമൊഴിക്കുക
piano,പിയാനോ
pungi,ബാഗുകൾ
bajegi,റിംഗ് ചെയ്യും
lead,ലീഡ്
follow,പിന്തുടരുക
sunn,ആരോഗ്യകരമായ
singing,പാടുന്നു
performing,പ്രകടനം
aashiqui,സ്നേഹം
2,2
ashiqui,സ്നേഹം
bass,ബാസ്
pasand,ലൈക്കുകൾ
guitarist,ഗിറ്റാറിസ്റ്റ്
gitar,ഗിത്താർ
bajata,അത് റിംഗ് ചെയ്യുന്നു
drum,ഡ്രം
drummer,ഡ്രമ്മർ
drumist,ഡ്രം
concert,കച്ചേരി
jamming,ജാമിംഗ്
todh,ബ്രേക്ക്
breaking,തകർക്കുന്നു
performer,പ്രകടനം
fans,ആരാധകർ
blowing,ing തുന്നു
blow,അടിക്കുക
chumma,chumma
pappi,പുരോഹിതന്
puchchi,പുച്ചി
coochie,കൂച്ചി
coo,സിഒഒ
babes,ശിശുക്കൾ
majnu,മജ്നു
intezaar,ഇന്റീസാർ
minute,മിനിറ്റ്
paanch,അഞ്ച്
intimate,അടുപ്പം
mood,മാനസികാവസ്ഥ
romancing,റൊമാൻസിംഗ്
weather,കാലാവസ്ഥ
place,സ്ഥലം
shona,ഷോന
babu,ബാബു
honesy,തേന്
hon,അവള്
pillow,തലയണ
hug,ആലിംഗനം
arms,ആയുധങ്ങൾ
hugz,ആലിംഗനം
hugzz,ആലിംഗനം
rush,തിരക്കുക
rushing,തിരക്കുകൂട്ടുന്നു
already,ഇതിനകം
bhaag,പങ്കിടുക
bhaago,ഭാഗങ്ങൾ
bhago,ഓടിപ്പോകുക
traffic,ട്രാഫിക്
delhi,ഡെൽഹി
getting,ലഭിക്കുന്നു
deay,ദെഅയ്
smoke,പുക
smokes,പുകവലിക്കുന്നു
smkoing,പുകവലി
fag,ഫാഗ്
cigarette,സിഗരറ്റ്
companies,കമ്പനികൾ
pi,pi
phook,വിഡ് .ിത്തം
burned,കത്തി
itna,വളരെയധികം
load,ലോഡ്
workload,ജോലിഭാരം
kitna,കിറ്റ്ന
saara,സഅര
desk,ഡെസ്ക്ക്
workstation,വർക്ക്സ്റ്റേഷൻ
alarm,അലാറം
clock,ക്ലോക്ക്
brushed,ബ്രഷ് ചെയ്തു
brush,ബ്രഷ്
teeth,പല്ലുകൾ
tooth,പല്ല്
toothbrush,ടൂത്ത് ബ്രഷ്
toothpaste,ടൂത്ത്പേസ്റ്റ്
paste,പേസ്റ്റ്
baathroom,കുളിമുറി
cuppa,കപ്പ
mode,മോഡ്
peetey,peetey
chalna,നടത്തം
chair,കസേര
workdesk,വർക്ക്ഡെസ്ക്
table,മേശ
jam,ജാം
giril,പാഠം
Zinedine Zidane,സിനെഡിൻ സിഡാനെ
foor,ഭക്ഷണം
kick,തൊഴി
everybody,എല്ലാവരും
footballer,ഫുട്ബോൾ
Zizou,സിസ ou
Real Madrid,റയൽ മാഡ്രിഡ്
ground,നിലം
wayne rooney,വെയ്ൻ റൂണി
rooney,റൂണി
taal,ഭാഷ
ronaldo,റൊണാൾഡോ
devils,പിശാചുക്കൾ
goalkeeper,ഗോൾകീപ്പർ
david,ഡേവിഡ്
gea,ജിയ
david de gea,ഡേവിഡ് ഡി ജിയ
dive,മുങ്ങുക
messi,മെസ്സി
around,ചുറ്റും
lionel,ലയണൽ
fc barcelona,fc ബാഴ്‌സലോണ
barcelona,ബാഴ്‌സലോണ
Argentine,അർജന്റീന
argentina,അർജന്റീന
england,ഇംഗ്ലണ്ട്
grond,നിലം
fifa,ഫിഫ
world cup,ലോക കപ്പ്
pele,തൊലി
maradona,മറഡോണ
reds,ചുവപ്പ്
cheerings,ആഹ്ലാദങ്ങൾ
glory,മഹത്വം
wayne,വഴി
manu,മനു
man utd,man utd
united,ഐക്യപ്പെട്ടു
manchester,മാഞ്ചസ്റ്റർ
david beckham,ഡേവിഡ് ബെക്കാം
beckham,ബെക്കാം
alone,മാത്രം
Mesut ozil,മെസുത് ഓസിൽ
mexut,mexut
ozil,ozil
vc,നിങ്ങൾ
