bobble,Bobble
khus,వట్టివేరు
khuss,Khuss
zyada,మరింత
choriyon,దొంగతనాలు
charm,ఆకర్షణ
shabaash,shabaash
saabaas,saabaas
sabaas,sabaas
sabas,తోక
praising,పొగుడుతూ
choriyaa,దొంగతనాలు
choron,దొంగలు
sakshi tanwar,సాక్షి తన్వర్
wrestling,కుస్తీ
dhaakad,గార్డ్
geeta phogat,గీతా ఫోగాట్
hilary clinton,హిల్లరీ క్లింటన్
whiskey bottle,విస్కీ బాటిల్
miss call,మిస్ కాల్
missed call,మిస్డ్ కాల్
bouquet,గుత్తి
mobile,మొబైల్
love letter,ప్రేమ లేఖ
single,ఒకే
chala,సులువు
hawa,ఎయిర్
eudaya,eudaya
marathi,మరాఠీ
aii,aii
gahh,gahh
payjama,పైజామా
mandali,సర్కిల్
gilr,gilr
mi,నా
maratha,మరాఠా
lai,కాబట్టి
bhari,పూర్తి
kasa,కేసు
aahes,aahes
mitra,మిత్రా
maharashtra,మహారాష్ట్ర
pareshaan,పరేషాన్
mana,ఏమి
permission,అనుమతి
bey,BEY
lot,చాలా
loaded,లోడ్
battery,బ్యాటరీ
halat,చేపలు
tabiyat,ఆరోగ్యం
musaddi,Musddi
musaddi lal,ముసద్ది లాల్
compaining,compaining
complain,ఫిర్యాదు
illegal,అక్రమ
legal,చట్టపరమైన
kardo,కత్తి
file,ఫైలు
rocket,రాకెట్
missle,క్షిపణి
top,టాప్
toop,టూప్
shukla,శుక్లా
shukla ji,మిస్టర్ శుక్లా
akhri,చదవండి
form,రూపం
office office,కార్యాలయ కార్యాలయం
filling,పూరకం
yahi toh,ఇది ఇది
knitting,అల్లడం
sewing,కుట్టుపని
wool,ఉన్ని
mehengai,ప్రీతి
baatein,విషయాలు
clerk,క్లర్క్
upar,అప్
order,ఆర్డర్
sabko,అందరికీ
blackmail,బ్లాక్మెయిల్
teach,టీచ్
sikha,లెర్న్డ్
jaanti,నో
kahenge,చెబుతుంది
dimaag,బ్రెయిన్స్
bech,Bech
booy,booy
dhyaan,అటెన్షన్
zoned,మండల
shutup,shutup
bolne,అనారోగ్యంతో
laga,పొందండి
zubaan,Juban
something,ఏదో
naach,డాన్స్
aangan,కోర్టు
teda,అందువలన
eent,ఒకటి
jawab,సమాధానం
patthar,రాయి
jiski,ఏ
laathi,బ్లాక్జాక్
uski,అతని
bhains,బఫెలో
buffalo,గేదె
bael,Bael
kauva,క్రో
dorry,dorry
saying,మాట్లాడుతూ
kaise,ఎలా
samjahu,Smjahu
broken,విరిగిన
love you,ప్రేమిస్తున్నాను
huva,హుడ్
wada,వాడా
pill,పిల్
skeleton,అస్థిపంజరం
kaale,సమయం లో
kurte,చిన్న
waali,వెర్రి
eve teasing,ఈవ్ టీజింగ్
bra,బ్రా
left,ఎడమ
f you,f మీరు
fuck you,ఫక్ యు
smoking,ధూమపానం
twenty,ఇరవై
somethings,somethings
chiling,డిక్రీ
drying,ఎండబెట్టడం
nails,గోర్లు
vanity,గర్వం
adult,వయోజన
grownup,grownup
bajate,చప్పుడు
raho,స్టే
toofani,ఈదర
dew,బిందు
mountain dew,పర్వత మంచు
jhingalala,Jingalala
tata sky,టాటా స్కై
karlo,అనిపించింది
mutthi,ముష్టి
globe,భూగోళం
maggi,మాగి
ketchup,కెచప్
tomato,టమోటా
confusion,గందరగోళం
cookie,కుకీ
jee,జేఈఈ
lalchay,Llchay
Alpenliebe,ఆల్పైన్ ప్రేమ
daag,మరక
achche,వాస్తవానికి
acche,మంచి
dirt,దుమ్ము
dust,దుమ్ము
toing,toing
thumbs up,బ్రొటనవేళ్లు
taste the thunder,ఉరుము రుచి
boondon,డ్రాప్స్
ujala,పట్టింది
ritesh deshmukh,రితేష్ దేశ్ముఖ్
killer,కిల్లర్
murder,హత్య
psycho,సైకో
once,ఒకసారి
sultan,సుల్తాన్
mirza,మీర్జా
accha,మంచి
patekar,పాట్కర్
salmaan,సల్మాన్
maine pyaar kiya,నేను ప్రేమించాను
thankyou,ధన్యవాదాలు
mr india,mr india
akshay,అక్షయ్
kumar,కుమార్
king,రాజు
sardar,సర్దారు
tension,ఉద్రిక్తత
lene,వారు అంటున్నారు
munna,క్రితం
munna bhai,మున్నా భాయ్
mbbs,MBBS
wanted,కావలెను
commitment,నిబద్ధత
srk,SRK
dilwale,దిల్వాలే
dulhaniya,దుల్హనియా
jaaenge,విల్
ddlj,DDLJ
dc comics,dc కామిక్స్
Superman,సూపర్మ్యాన్
batman,బాట్మాన్
wonder woman,వండర్ మహిళ
bleed,బ్లీడ్
iron man,ఉక్కు మనిషి
ironman,ఉక్కు మనిషి
shawarma,shawarma
suit up,సూట్ అప్
amercia,Amercia
black widow,నల్ల వితంతువు
puchha,అడిగే
whoaskedyou,whoaskedyou
dumb,మూగ
brains,మెదళ్ళు
lackofbrains,lackofbrains
disapproval,అసమ్మతిని
whatdoyouwanttosay,ఏమి చెప్పాలి అనుకుంటున్నావు
explain,వివరించేందుకు
explainyourself,explainyourself
kehnakyachahteho,Kehnakyachahteho
getlost,getlost
bhag,భాగం
buzzoff,buzzoff
classbunk,classbunk
dayoff,dayoff
don'tbuttin,don'tbuttin
interrupt,ఆటంకాన్ని
bichmeinmatbol,bichmeinmatbol
growup,ఎదుగు
youarestillakid,youarestillakid
talktomyhand,Tlktomihand
homescience,homescience
housekeeping,శుభ్రపరచటం
kapilsharma,Kapilaksarama
getreadyquick,getreadyquick
maggigetsreadyquicker,maggigetsreadyquicker
maang,డిమాండ్
marriage,వివాహం
demands,డిమాండ్లు
shoppingcart,shoppingcart
beforeandaftermarriage,beforeandaftermarriage
jaanmatjao,పుట్టండి
jaanmatkhao,Janmatkhao
idiots,ఇడియట్స్
kingofidiots,kingofidiots
normal,సాధారణ
psychohusband,సైకో భర్త
happywomanisamyth,happywomanisamyth
adrak,అల్లం
tanuwedsmanu2,tanuwedsmanu2
unevengrowth,unevengrowth
growth,వృద్ధి
wifi,వైఫై
wifilove,wifilove
lovewithoutlimits,lovewithoutlimits
limitlesslove,limitlesslove
c'estlavie,ఈ estlavie
it'slife,ఇది జీవితం
adversesituation,adversesituation
everymomentmatters,everymomentmatters
eachmoment,eachmoment
yolo,YOLO
fightolive,fightolive
live,ప్రత్యక్ష
outdreamyourself,మీరే అధిగమించండి
dream,కల
dreambig,dreambig
ambition,ఆశయం
ambitious,ప్రతిష్టాత్మక
sayyes,sayyes
sayyestonewadventures,sayyestonewadventures
newadventures,newadventures
adventures,అడ్వెంచర్స్
adventure,సాహసం
wordhard,wordhard
workhardinsilence,workhardinsilence
hardwork,కష్టపడుట
goodthings,గూడఁతింగ్స్
patience,సహనం
bebold,bebold
beyou,beyou
beboldbeyou,beboldbeyou
selflove,స్వప్రేమ
confidentinyourskin,confidentinyourskin
edit,మార్చు
editlifefrequently,editlifefrequently
editlife,editlife
dynamic,డైనమిక్
baapkosikhayega,Bapakosikhayega
ranveer,ranveer
ranveersingh,ranveersingh
don'tteachme,don'tteachme
preach,బోధించాలని
goodshitbruh,goodshitbruh
nicework,nicework
keepitup,keepitup
overconfidence,overconfidence
whatdoyouthinkofyourself,whatdoyouthinkofyourself
preity,ప్రీతి
preityzinta,preityzinta
overestimation,overestimation
don'toverestimateyourself,don'toverestimateyourself
don'tirritateme,నన్ను చికాకు పెట్టవద్దు
dimagkadahi,dimagkadahi
agitate,ఆందోళన
beta,బేటా
pitega,కొడతారు
pita,పిటా
betatupitega,betatu betega
rebuke,చీవాట్లు
chide,ఈట్
nanapatekar,నానా పటేకర్
baapkonhai,Bapakonha
beti,ఎల్లప్పుడూ
tujantahai,Tujntaha
tujantanahinmerabaapkonhai,మీరు నా కొడుకు కాదు
deepika,దీపికా
deepikapadukone,Deepikpadukone
salmankhan,Calmantn
bhagwan,దేవుడు
bhagwanmujheuthalo,దేవుడు నన్ను పెంచుతాడు
mela,మేళా
mele,నా
PDA,PDA
melebabaunekhanakhaya,నన్ను చనిపోయేలా చేయండి
chalbetakatle,చల్బెట్‌కాజిల్‌లో
arjun,అర్జున్
arjunkapoor,arjunkapoor
tevar,కోపదృష్టి
mahlyfmahrulezz,mahlyfmahrulezz
mah,మినీ
lyf,మందులు
alia,ఎలియా
aliabhatt,aliabhatt
shaandar,మగ్నిఫిసెంట్
zabardast,నటన
superb,అద్భుతమైన
yejawanihaideewani,yejawanihaideewani
mujhetumsepyarhojayegaphirse,మీ నుండి నేను
loveagain,మళ్ళీ ప్రేమించు
hopelesslove,hopelesslove
bollywoodmother,bollywoodmother
deewar,గోడ
shashikapoor,షషియా పూర్
merepaasmaahai,merepaasmaahai
ego,అహం
egohurt,egohurt
prakashraj,ప్రకాష్
egonahihurtkarneka,ఇక్కడ ఉండండి
don'thurtmyego,don'thurtmyego
karanarjun,Karnarjun
merekaranarjunayenge,ఒక అద్భుతం
rakhee,రాఖీ
himmat,ధైర్యం
himmatbatayinahidikhayijatihai,Himmtbtayinhindikhaijatiha
ajaydevgn,Ajaydevgn
onceuponatimeinmumbai,సీపోనాచి మెయిన్ ముంబైలో
courage,ధైర్యం
confidence,విశ్వాసం
filter,వడపోత
abhaydeol,Abydol
afilterisnecessary,afilterisnecessary
bhaiofbollywood,bhaiofbollywood
chaltihaikya9se12,9 సి 12 కదులుతోంది
nausebara,Nausebara
judwaa,జుద్వా
let'sgo,let'sgo
achahai,అయినా
achahaibahutachahai,Achahabhutachaha
dates,తేదీలు
tareekh,చరిత్ర
tareekpetareekh,మీకు తేదీ
lawyer,న్యాయవాది
kanoon,లా
damini,దామినీ
courtroom,న్యాయస్థానంలో
Frankenstein,ఫ్రాంకెన్స్టైయిన్
dimaagmeinchemicalocha,మనస్సులో మెదడు
chemicallocha,chemicallocha
doomsday,డూమ్స్డే
grimreaper,grimreaper
grave,సమాధి
ajterimautaayihai,Ajterimutayiha
khoon,రక్తం
khoonkyapyasa,సమస్య లేదు
bloodthirst,bloodthirst
thirstyforblood,thirstyforblood
screw,స్క్రూ
screwdheela,screwdheela
dimwitted,dimwitted
terascrewdheelahai,terascrewdheelahai
youaredumb,మీరు మూగవారు
dilchuraneayihu,Dilchuraneayihu
churail,మంత్రగత్తె
pirate,పైరేట్
bacho,సేవ్ చేయండి
dekhobachhomummyaagayi,dekhobachhomummyaagayi
egypt,ఈజిప్ట్
mummified,మమ్మీ
kaddu,గుమ్మడికాయ
pumpkin,గుమ్మడికాయ
merakaddukhale,Merkaddukhale
junglee,గుబురుగా ఉండే
wild,అడవి
iamwild,iamwild
mainjungleehoon,mainjungleehoon
yahoo,యాహూ
blackmagic,చేతబడి
kalajadu,kalajadu
merakalajaduchalgaya,merakalajaduchalgaya
mxagic,mxagic
impressedyou,impressedyou
bhejafry,bhejafry
zobie,జాంబీస్
ilovebhejafry,ilovebhejafry
brainfry,brainfry
