bobble,ବବଲ୍ |
makkhi,ମାଛି
tooslow,ଜାଗ୍ରତ ହୁଅ
snail,ଶାବକ
kritisanon,kritisanon
katgayaa,ଛାଡ
platypus,ପ୍ଲାଟାଇପସ୍ |
tail,ଲାଂଜ
hangin,ହ୍ୟାଙ୍ଗିନ୍ |
hangon,କଣ୍ଠସ୍ବର
bandar,ସହର
nakalchi,ଅନୁକରଣକାରୀ |
banana,କଦଳୀ
bananas,କଦଳୀ |
bug,ତ୍ରୁଟି
bugoff,ତ୍ରୁଟି
sherdaputtar,ଶେରଡାପୁଟର |
imstuck,imstuck
knot,ଗଣ୍ଠି
snake,ସାପ
nagin,ନାଗିନ |
ant,ପିମ୍ପୁଡ଼ି
workinghard,ୱାର୍କିଙ୍ଗ୍
collectingfood,ସଂଗ୍ରହ ଖାଦ୍ୟ
longtimenosee,ବହୁତ ଦିନ ହେଲା ଦେଖା ନାହିଁ
longtime,ବହୁତ୍ ସମୟ
giraffe,ଜିରାଫ୍ |
nosee,ନାକ
jungleehumai,jungleehumai
jungleehumain,jungleehumain
machhar,ମଶା
frog,ବେଙ୍ଗ
mendak,ଯାଅ
pond,ପୋଖରୀ
mosquito,ମଶା
mortin,ମୃତ
subahhogayimamu,ସୁବାରୁ ଗା ୟ ଇମାମ |
hen,ବହୁତ
inawhile,inawhile
crocodile,କୁମ୍ଭୀର
magarmachh,କୁମ୍ଭୀର
croc,croc
easybro,easybro
tortowise,tortowise
turtle,କଇଁଛ
mastani,ମସ୍ତାନୀ |
deewanimastani,ମ୍ୟାଡାମ୍ |
yoddha,ଯୋଦ୍ଧା
warriorprincess,ଯୋଦ୍ଧା ରାଜକୁମାରୀ
bowarrow,ଧନୁ ତୀର
laoli,ପୁରୁଣା li
vatt,ଜଳ
peshwa,ପେସୱା |
bajirao,ବାଜିରାଓ
sazaa,ଦଣ୍ଡ
punish,ଦଣ୍ଡ ଦିଅ
punishmeforlove,ଦଣ୍ଡବିଧାନ
priyankachopra,ପ୍ରିୟଙ୍କା ଚୋପ୍ରା |
kashi,ଗୀତ
kashibai,ଗୀତ ସମୟ
mohabbatkimaari,mohabbatkimaari
aiyashi,ଦେବୁଚେରୀ |
mihabbatkihaiaiyashinahi,ପ୍ରେମ ହେଉଛି ଏକ ପ୍ରେମ |
bajiraomastani,ବାଜିରୋମାସ୍ତାନୀ |
lovvsworld,lovvsworld
fightforlove,ସଂଗ୍ରାମ
pinga,ପିଙ୍ଗ
girlbonding,girl ିଅ ବନ୍ଧନ
mastanikashi,ମସ୍ତାନାଶୀ |
pingagapori,ପିଙ୍ଗାଗାପୋରୀ |
sandesh,ବାର୍ତ୍ତା |
errand,errand
koisandeshnahi,କୋଇ ଏବଂ sh nahi
nomessage,ନାମକରଣ
harhar,harhar
mahadev,ମହାଦେବ
shiv,ଶିବ
shivbhakt,ଶିବ ଭକ୍ତ
harharmahadev,ହରହରାମାହାଦେବ |
guroor,ଗୁରୁର |
lecturer,ଅଧ୍ୟାପକ
chalbunkmarteai,chalbunkmarteai
bunkpechal,ବଙ୍କପେଚାଲ୍ |
massbunk,ମାସବଙ୍କ୍ |
notesdedeyaar,ଟିପ୍ପଣୀ |
canteenchaltehai,କ୍ୟାଣ୍ଟିନ୍ଚାଲଟେହାଇ |
recess,ଛୁଟି
latenight,ବିଳମ୍ବ
startstudying,ଷ୍ଟାର୍ଟ ଷ୍ଟୁଡିଙ୍ଗ୍ |
studying,ଅଧ୍ୟୟନ
decidedtostudy,ନିଷ୍ପତ୍ତି
allaboutcollege,allaboutcollege
padhaikabojh,ଅଧ୍ୟୟନ |
padhne,ପ .଼ନ୍ତୁ |
padhnede,ପ .଼ନ୍ତୁ |
kanganaranaut,kanganaranaut
exampressure,exampressure
tensed,ଟେନସଡ୍ |
makingnotes,ମେକ୍ ନୋଟ୍ |
somethingelse,କିଛି
letsdo,letdo
letsbunk,letbunk
let'sbunk,ଚାଲ
classesoff,classesoff
meraassignmentkarde,meraassignmentkarde
proxy,ପ୍ରକ୍ସି
proxylagade,ପ୍ରକ୍ସିଲାଗେଡ୍ |
plaeseproxydede,plaeseproxydede
proxydede,ପ୍ରକ୍ସାଇଡ୍ |
readyforcollege,ପ୍ରସ୍ତୁତ
iamraedy,iamraedy
senior,ସିନିୟର
seniorhoon,ସିନିୟରହୋନ୍
notoragging,notoragging
ragging,ରାଗିଙ୍ଗ୍ |
againstragging,ବିରୋଧୀ
collegejanahaikya,Kolgejnahaikya
collegejana,collegejana
laziness,ଅଳସୁଆ |
lyinginbed,ଶଯ୍ୟାଶାୟୀ
iamready,ମୁ ପ୍ରସ୍ତୁତ ଅଛି
rag,ରାଗ
raggingleli,raggingleli
nothingtowear,କିଛି ନୁହେଁ |
closet,ଆଲମିରା
apparel,ପୋଷାକ
freshers,ଫ୍ରେଶର୍
fresherskabhai,fresherskabhai
freshersparty,freshersparty
iambroke,iambroke
paisenahihai,ଟଙ୍କା ନାହିଁ
sosick,ବହୁତ ଅସୁସ୍ଥ
bukhaar,ଜ୍ୱର
notwell,ଭଲ ନୁହେଁ
dawai,ଷ୍ଟ୍ରିଙ୍ଗ୍
bukhar,ଜ୍ୱର
medicines,medicines ଷଧ
kanaganaranaut,କାନା ଗା ନା ଟି
yoyo,yoyo
fitness,ଫିଟନେସ୍
fitnessislife,fitnessislife
chhatibaharpetandar,ଛତିବାହାରପେଟର |
chhati,ଛାତି
lean,ପତଳା |
abs,abs
telnikalgaya,telnikalgaya
wornout,ଘସି ହୋଇ ଜାଇଚି
afterworkout,ୱାର୍କଆଉଟ୍
jofitwohit,jofitwohit
active,ସକ୍ରିୟ
befit,befit
befitasafiddle,befitasafiddle
fitasafiddle,ବିଦାୟ
eathealthy,ଖାଇବା
stayhealthy,ସୁସ୍ଥ
kalsediet,kalsediet
kakse,ଦୁଇଟି
kalsepukka,କାଲସିଟ୍
allpumpedup,allpumpedup
pumpedup,ପମ୍ପଅପ୍ |
pumpup,ପମ୍ପଅପ୍ |
pump,ପମ୍ପ
6packabs,6 ପ୍ୟାକ୍
smokingkills,ଧୂମପାନ
slam,ସ୍ଲାମ୍
dunk,ଡଙ୍କ୍ |
slamanddunk,slamanddunk
bahotkhaliya,bakhotkhalia
atetoomuch,atetoomuch
bodyshamming,bodyshamming
motakiskobola,ମୋଟରସାଇକେଲ ବନ୍ଧୁକ |
overweight,ଅଧିକ ଓଜନ
leanmeat,ପତଳା ମାଂସ |
healthfood,ସ୍ୱାସ୍ଥ୍ୟ ଖାଦ୍ୟ
iloveyoga,iloveyoga
poweryoga,poweryoga
meditate,ଧ୍ୟାନ କର
youneedadoctor,youneedadoctor
medicine,medicine ଷଧ
phyisician,ଚିକିତ୍ସକ
moreyoga,moreyoga
motilagrahihu,ମୋତିଲାଗରୀ |
paranthe,ପାରନ୍ଥାସ୍ |
salmankhai,ସଲମାନଖ
lovecycling,ଲଭ୍ ସାଇକ୍ଲିଂ |
weightloss,ଓଜନ ହ୍ରାସ
10kgslost,10 କିଲୋଗ୍ରାମ
lost10kgs,ହଜିଯାଇଛି 10 କିଲୋଗ୍ରାମ |
kilos,କିଲୋ |
gymming,gymming
boxingbag,ବକ୍ସିଂ ବ୍ୟାଗ୍ |
gymshim,ଜିମ୍ସିମ୍ |
khudpadhlena,ପରିବାର
biology,ଜୀବବିଜ୍ଞାନ |
reproductivesystem,ପ୍ରଜନନ ପ୍ରଣାଳୀ |
readityourself,ନିଜେ
PT,PT
zeroperiod,ଶୂନ୍ୟ
period,ଅବଧି
grapes,ଅଙ୍ଗୁର
pin,ପିନ୍
pindropsilence,pindropsilence
pindrop,pindrop
getout,getout
outofclass,ଆଉଟଫ୍ଲାସ୍ |
angryteacher,କ୍ରୋଧିତ ଶିକ୍ଷକ
becreative,becreative
taecher,ଶିକ୍ଷକ
maths,ଗଣିତ
mathematics,ଗଣିତ
syllabus,ପାଠ୍ୟକ୍ରମ
khudparlo,ହୁଡପର୍ଲୋ |
ladyteacher,ଲେଡିଟେଚର୍ |
fishmarket,ଫିସ୍ ମାର୍କେଟ୍ |
isthisafishmarket,isthisafishmarket
bequiet,ସୁବିଧାଜନକ
PTmeeting,PTmeeting
parentteacher,ପିତାମାତା ଶିକ୍ଷକ |
badteacher,ଖରାପ ଶିକ୍ଷକ
stoptalking,ବନ୍ଦ କରିବା
backbencher,ବ୍ୟାକବେଞ୍ଚର୍ |
chalk,ଚକ
dharti,ପୃଥିବୀ
bojh,ଭାର
dhartipebojh,Dhartypeboz
nopower,ଶକ୍ତି
whip,ଚାବୁକ
waste,ବର୍ଜ୍ୟବସ୍ତୁ
wasteoftime,ସମୟ ନଷ୍ଟ
timepass,ସମୟ ସୀମା
killtime,ହତ୍ୟା ସମୟ |
weekending,ସପ୍ତାହ ଜିନିଷ |
nochance,ସ୍କ୍ରାଚ୍ କରନ୍ତୁ |
noway,କେବେ ନୁହେ
lookwhostalking,ଲୁକ୍ହୋଷ୍ଟାଲ୍କିଂ |
whostalking,whostalking
luckbychance,ଭାଗ୍ୟବାନ୍
happygolucky,ଖୁସି
closediscussion,ବନ୍ଦ ଆଲୋଚନା
stopdiscussion,stopdiscussion
welcomeme,ସ୍ୱାଗତ
takeiteasy,takeiteasy
golmal,କୋଳାହଳ
mess,ବିଶୃଙ୍ଖଳା |
messed,ବିଶୃଙ୍ଖଳିତ |
messedup,ଗଡ଼ବଡ଼
kahanbusy,କାହାନବୁସି |
mainepyarkiya,ମୁଁ ଭଲ ପାଏ
nosorrynothankyou,nosorrynothankyou
sabka,ସମସ୍ତେ
aapsabkaswagathai,ସମସ୍ତଙ୍କୁ ସ୍ୱାଗତ |
shayar,କବି
arz,େଯାଗାଣ
arzkiyahai,ଆରଜକିଆ
poem,କବିତା
bathroomsinger,ବାଥରୁମ
bathroomsinging,ବାଥରୁମ
ilovesinging,ilovesinging
yippe,Yippee
finally,ଶେଷରେ
dhayn,ଧାନ
dhyando,dhyando
dhyaando,ଧ୍ୟାନ ଦିଅ |
bachha,ଶିଶୁ
attention,ଧ୍ୟାନ |
payattention,ଧ୍ୟାନ ଦିଅ |
whoshere,କେଉଁଠି
whoishere,କେଉଁଠି
lookwhoishere,ଦେଖ
public,ଜନସାଧାରଣ
logkyakahenge,logkyakahenge
kyakahenge,ତୁମେ କଣ କହିବ
story,କାହାଣୀ
truestory,ସତ୍ୟ ଗଳ୍ପ
taajakhabar,ସତେଜ
tazakhabar,ସତେଜ
khabar,ଖାଦ୍ୟ
reporting,ରିପୋର୍ଟ କରିବା
legs,ଗୋଡ
lath,lath
legskafihai,legskafihai
tereliyelegskafihai,tereliyelegskafihai
tang,ଟାଙ୍ଗ୍ |
bachgaya,ବାଚଗାୟା |
bach,ବାଚ
saved,ସଞ୍ଚୟ ହୋଇଛି |
itnasannata,ଏତେ ତୃପ୍ତି |
shocking,ଚକିତ
shockingnews,ଆଶ୍ଚର୍ଯ୍ୟଜନକ
bathroomdancing,ବାଥରୁମ
sharelocation,ଅବସ୍ଥାନ ଅଂଶୀଦାର କରନ୍ତୁ |
shareyourloaction,shareyourloaction
located,ଅବସ୍ଥିତ
sendlocation,ପ୍ରେରଣ ସ୍ଥାନ
karni,କର୍ନି
bharni,ଷ୍ଟଫିଂ |
asyousow,asyousow
soshallyoureap,ସୋସିଆଲ୍ଲୋର୍ପ |
sow,ବୁଣନ୍ତୁ |
reap,ଅମଳ
jaisikarni,ଅସୀମିତ |
waisibharni,ସେହିଭଳି
keepitclean,keepitclean
earth,ପୃଥିବୀ
aforestation,ବୃକ୍ଷରୋପଣ |
swachhbharat,ସ୍ୱଚ୍ଛ ଭାରତ
plant,ଉଦ୍ଭିଦ
plants,ଉଦ୍ଭିଦ
trees,ଗଛ
plantttrees,ବୃକ୍ଷରୋପଣ |
kitten,ବିଲେଇ
awwie,awwie
kitty,କିଟି
awwww,awwww
aw,ଏବଂ
virgin,କୁମାରୀ
beerday,beerday
singler,ଗାୟକ
readytomingle,ପ୍ରସ୍ତୁତ
mingle,ମିଶ୍ରଣ କରନ୍ତୁ |
sallu,ସାଲୁ |
sallubhai,ସାଲୁଭାଇ |
idol,ପ୍ରତିମା
loveofmylife,ମୋ ଜୀବନର ପ୍ରେମ
pizzalove,ପିଜାଲୋଭ୍ |
loveforpizza,ଲଭଫୋର୍ପିଜା
Valentine'sDay,ଭାଲେଣ୍ଟାଇନ ଦିବସ
14thFeb,14thFeb
valentines,ଭାଲେଣ୍ଟାଇନ୍ସ
happyvalentinesday,ହ୍ୟାପି ଭାଲେଣ୍ଟାଇନସ୍ ଡେ
billi,ଯେତେବେଳେ କି
pussycat,pussycat
hugday,ଆଲିଙ୍ଗନ
dating,ଡେଟିଂ
internet,ଇଣ୍ଟରନେଟ୍
net,ଜାଲ
www,www
datetheinternet,datetheinternet
allthesingleladies,allthesingleladies
singlegirl,singlegirl
singleladies,ଏକକ ମହିଳା
beingsingle,ଜୀବଜନ୍ତୁ |
whatanidea,whatanidea
sirji,ସିରଜୀ |
walkandtalk,walkandtalk
savepaper,ସେଭ୍ ପେପର
usemobile,usemobile
savetrees,ସେଭଟ୍ରିସ୍ |
noullubanaoing,noullubanaoing
noidea,noidea
getidea,getidea
inn,ପାନ୍ଥଶାଳା
rocks,ପଥର
innrocks,inrocks
honeybuuny,ହନିବୁନି
musy,ମୂଷା
corny,କର୍ନି
youaemyhoneybunny,youaemyhoneybunny
forthepeople,ସମସ୍ତ ଲୋକ
bythepeople,ଲୋକମାନଙ୍କ ଦ୍ୱାରା
canchangeyourlife,canchangeyourlife
3g,acc
3gpebiji,3 ଗପସପ
3Gpebusy,3Gpebusy
biji,ମଞ୍ଜି
tinderlicious,tinderlicious
tinderliciousdude,tinderliciousdude
meetup,ମେଲଣ
letsmeetup,letmeetup |
swipe,ସ୍ୱାଇପ୍ କରନ୍ତୁ |
swiperight,ସ୍ୱାଇପରାଇଟ୍ |
swiperightmaterial,ସ୍ ip ିପରାଇଟ୍ ମ୍ୟାଟେରିଆଲ୍ |
swiperightguy,swiperightguy
looking,ଦେଖୁଛି |
superlike,ସୁପରଲାଇକ୍
lyk,ଶବ
dislike,ନାପସନ୍ଦ
dislikes,ନାପସନ୍ଦ
dislyk,dislyk
swiperightgirl,ସ୍ୱାଇପରାଇଟ୍ ଗର୍ଲ |
lookingforthat,lookforthat
maginifyingglass,ମ୍ୟାଗ୍ନିଫିକ୍ ଗ୍ଲାସ୍ |
leftswipe,ବାମପନ୍ଥୀ
leftswipematerial,ବାମପନ୍ଥୀ
swipeleftguy,swipeleftguy
swipeleft,ସ୍ୱାଇପ୍ଲେଫ୍ଟ
swipeleftgirl,swipeleftgirl
happybeerday,ବିୟର ଦିନ
lovebeer,ପ୍ରେମ
beerlove,ବିୟର ଲଭ୍ |
khatam,ରିଙ୍ଗ୍ |
finished,ସମାପ୍ତ
jackpot,ଜ୍ୟାକପଟ୍ |
beercrate,beercrate
beertray,beertray
jackpotlaggayi,jackpotlaggayi
talli,ସ୍ଥାୟୀ
sloshed,ସ୍ଲୋସଡ୍ |
passedout,କୃତକାର୍ଯ୍ୟ ହେଲା
givememore,givememore
morebeer,morebeer
drinkkaking,drinkkaking
cheersman,ଖୁସି
beerbath,ବିୟରବାଥ୍ |
bathtub,ବାଥ୍ ଟବ୍ |
scrub,ସ୍କ୍ରବ୍ |
alcoholichu,ମଦ୍ୟପାନ
alcoholic,ମଦ୍ୟପ
alcoholaddict,ମଦ୍ୟପାନ
addict,ଯୋଗୀ
mainalcoholichu,ମିନେରାଲ୍ ମଦ୍ୟପାନ |
tallihua,tallihua
bhaand,ବଫୁନ୍ |
bhand,ବଫୁନ୍ |
giftkahahai,ଉପହାର କେଉଁଠାରେ ଅଛି |
waitforit,ଅପେକ୍ଷା
stahp,stahp
stopit,stopit
stopitplease,ଦୟାକରି ଏହାକୁ ବନ୍ଦ କର |
momlovesmemore,momlovesmemore
loves,ଭଲ ପାଏ
lovesme,ଲଭ୍
lovesmemore,ଲଭ୍ ମେମୋର୍
loveyousis,ଲଭୋଇସିସ୍ |
behena,Behe
loveyousister,ପ୍ରେମୀ
loveyoubro,loveyoubro
loveyoubrother,ପ୍ରେମୀ
it'smine,ଏହା ମୋର
merahai,ମୁକ୍ତ କର |
iwantitnow,iwantitnow
wantitnow,wantitnow
secretgift,ଗୁପ୍ତ
it'sasecret,itasecret
heysister,heysister
heysista,ଧରିବା
heybrother,ହେ ଭାଇ
heybroda,ହେବ୍ରୋଡା
remote,ସୁଦୂର
giveittome,ଏହାକୁ ମୋତେ ଦିଅ
givittomenow,givittomenow
dadlovesmemore,dadlovesmemore
stayawayfromme,stayawayfromme
stayaway,ରହଣି
miranda,ମିରାଣ୍ଡା
fest,ଫେଷ୍ଟ |
entry,ପ୍ରବେଶ
entrykarwade,Entrikarvad
mirandafest,mirandafest
winters,ଶୀତ
sudama,ସୁଦାମା |
sudamakichai,ସୁଦାମକୀ |
theek,ଠିକ୍ ଅଛି |
theektheek,ଚା ଲାଇବ୍ରେରୀ |
bargain,ବୁ g ାମଣା
price,ମୂଲ୍ୟ
theekpricelagao,theekpricelagao
10rs,10rs
bargaining,ବୁ g ାମଣା
metrok10rslagtehai,metrok10rslagtehai
fare,ଭଡା
pg,pg
hostel,ଛାତ୍ରା ବାସ
pgwapis,pgwapis
nahiyaar,ନାହିୟାର |
pgwapisjanahai,pgwapisjanahai
ladiesnight,ଲେଡିସାଇଟ୍ |
girlsnight,ବାଳିକା ରାତି
nightout,ରାତାରାତି
uncle,ମାମୁଁ
tomuncle,tomuncle
maggie,ମ୍ୟାଗି
tomunclekimaggie,tomunclekimaggie
maggiepoint,ମ୍ୟାଗି ପଏଣ୍ଟ |
aajkuchhtoofani,Ealous ର୍ଷା
tufani,Orm ଡ
pepsi,ପେପସି |
toofanikartehai,Urr ଡ଼
classes,କ୍ଲାସ୍
classattend,ଶ୍ରେଣୀ
chacha,chacha
chhole,ଚୋଲେ |
bhature,ଭାତୁର |
chholebhature,ଚୋଲେ ଭାତୁର |
chachakchholebhature,chachakchholebhature
hudson,ହଡସନ୍ |
letsgo,ଚାଲ ଯିବା
letsgotohudson,letgotohudson
workonit,ୱାର୍କନିଟ୍
timetoleave,ସମୟସୀମା
tareef,ପ୍ରଶଂସା
appreciate,ପ୍ରଶଂସା
appreciation,ପ୍ରଶଂସା
100%,100%
sau,କିମ୍ବା
hundredpercent,ଶତପ୍ରତିଶତ |
hundred,ଶହେ
onvacation,ଛୁଟି ରେ
vacationing,ଛୁଟିଦିନ
nowifi,କ w ଣସି ୱାଇଫାଇ ନାହିଁ |
brea,brea
lunchhour,ମଧ୍ୟାହ୍ନ ଭୋଜନ
lunchtime,ମଧ୍ୟାହ୍ନ ଭୋଜନ ସମୟ
discus,ଡିସ୍କସ୍
discussthis,discussthis
letsdiscuss,ଚାଲ ଆଲୋଚନା କରିବା |
latetowork,latetowork
balancing,ସନ୍ତୁଳନ
balancingact,ସନ୍ତୁଳନ କାର୍ଯ୍ୟ
beontime,beontime
dontbelate,dontbelate
teamlead,ଦଳ ଅଗ୍ରଣୀ |
alwaysright,ସବୁବେଳେ ଠିକ୍ |
bossisalwaysright,bossisalwaysright
5minutes,5 ମିନିଟ୍
minutes,ମିନିଟ୍ |
5minutesmore,5 ମିନିଟ୍
janti,ଜାଣନ୍ତୁ |
sabjantihu,ଉପ-ସହର
Iknowitall,ଇକନୋଇଟାଲ୍ |
sabzi,sabzi
veggies,ଶାକାହାରୀ |
sabzilenechal,sabzilenechal
rishtedar,ସମ୍ପର୍କୀୟ
relative,ସମ୍ପର୍କୀୟ
baatkar,ଦ୍ By ାରା
speak,କୁହ
pitai,ପଚାର |
anede,ସନ୍ଦେହ
papakoaanede,papakoaanede
makhathkakhana,mahathkakhana
kaha,କହିଲା
jharu,ସ୍ୱିପ୍ କରନ୍ତୁ |
safaikarnede,ସ୍କାଭେନ୍
mehman,ଅତିଥି
mehmaano,ଅତିଥିମାନେ
guest,ଅତିଥି
guests,ଅତିଥିମାନେ
mehmaanokliye,ଅତିଥିମାନେ
snowwhite,ତୁଷାର ଧଳା
foreveryoung,ଚିର ଯୌବନ
nevertooold,nevertooold
youngatheart,youngatheart
ihaveadream,ମୋର ଗୋଟିଏ ସ୍ଵପ୍ନ ଅଛି
rapunzel,rapunzel
pocahontas,ପୋକାହୋଣ୍ଟାସ୍ |
path,ପଥ
rightpath,ଡାହାଣ ପଥ
easiestpath,ସହଜ ପଥ
merida,merida
fate,ଭାଗ୍ୟ
changemyfate,ଚେଞ୍ଜେମିଫେଟ୍ |
iwill,iwill
iwillchangemyfate,iwillchangemyfate
determination,ନିଷ୍ଠା
determined,ସ୍ଥିର
jasmine,ଜସ୍ମିନ୍ |
lookingforanewworld,lookforanewworld
newworld,ନୂଆ ଦୁନିଆ
elsa,ଏଲସା
letgo,letgo
letitgo,ଫ୍ଲାଇଙ୍ଗଗୋ |
cinderella,ସିନ୍ଦୂର
cindrella,ସିନ୍ଦୂର
dreamisawish,dreamisawish
heartfeltwish,ହୃଦୟସ୍ପର୍ଶୀ
belle,ବେଲେ
beautyandthebeast,ସ beauty ନ୍ଦର୍ଯ୍ୟ
asdventurous,ଜ୍ୟୋତିଷ
aurora,ଅରୋରା |
sleepingbeauty,ଶୋଇବା ସ beauty ନ୍ଦର୍ଯ୍ୟ |
prince,ରାଜକୁମାର
waitingformyprince,ଅପେକ୍ଷା ଫର୍ମ ପ୍ରିନ୍ସ
ariel,ariel
littlemermaid,ଛୋଟ ମର୍ମାଏଡ୍ |
little,ଅଳ୍ପ
worlds,ଜଗତ
partofyourworld,partofyourworld
seaworld,ସମୁଦ୍ରକୂଳ
chalraha,chalraha
kyachalraha,କେଚାଲେରା
whatsgoinon,whatsgoinon
aapsabkaswagat,ସ୍ Welcome ାଗତ
swagathai,Svagatay
toocool,ଟୁକୁଲ୍ |
iamtoocool,iamtoocool
toocooltochat,toocooltochat
ends,ଶେଷ ହୁଏ |
chatends,ଚାଟେଣ୍ଡସ୍ |
rightnow,ଠିକ୍
ourgroup,ଆମର ଗ୍ରୁପ୍
bestgroup,bestgroup
kyuaddkiya,ଉପଶମ
ADD,ADD
adtogroup,adtogroup
viber,କମ୍ପନ
merapost,merapost
besthai,ବ୍ୟାଗ୍
ladai,ସଂଗ୍ରାମ
jhagda,Ar ଗଡା
jhagra,Ar ଗଡା
ladhai,ladhai
ladaimatkaro,ଲେଡି ମାର୍କଟ୍ |
pleasereply,ପ୍ରସନ୍ନ
koito,ଯାହା
replytokaro,ଉତ୍ତର
replykaro,replykaro
cya,ର
leavingnow,ଛାଡିବା
hogya,େଯ
hogaya,ସମାପ୍ତ
hogayatera,ହୋଗାଇଟେରା |
abuse,ଅପବ୍ୟବହାର |
slang,slang
galigaloch,ଅପବ୍ୟବହାର |
galimatdo,ସମ୍ଭବ
doggy,କୁକୁର
woof,woof
grandpop,ଜେଜେବାପା
granddad,ଜେଜେବାପା
grandpa,ଜେଜେବାପା
chahachu,chahachu
cha-cha-cha,ଚା-ଚା-ଚା-ଚା
cha-cha,ଚା-ଚା
bua,ବୁଆ
dua,ଦୁଇଟି
aunt,ଖୁଡି
auntie,ମାଉସୀ
blessing,ଆଶୀର୍ବାଦ
blessings,ଆଶୀର୍ବାଦ
sahara,ସାହାରା |
sahaara,ସାହାରା
isshtyle,isshtyle
bhabikastyle,ଭର୍ଚୁଆଲ୍ ଷ୍ଟାଇଲରେ |
sisso,ତାହା
didi,ସାନ ଭାଇ
behenknakhre,behenknakhre
papakapaisa,Papakpasa
nani,କଣ
grandmom,ଜେଜେମା
grandma,ଜେଜେମା
kahani,କାହାଣୀ
kahaniya,କାହାଣୀ
storytelling,କାହାଣୀ
nanikikahaniya,ନାନିକିକାହାନିଆ |
ma,କଣ
maakhathkakhana,ମଖତ୍କାଖାନା |
biyatch,biyatch
misstemperamental,ଭୁଲ ଭୁଲ
temperament,ସ୍ୱଭାବ
temperamental,ସ୍ୱଭାବିକ
shopaholic,shopaholic
shoptillyoudrop,shoptillyoudrop
shoppinginmyblood,ସପିଙ୍ଗମିବ୍ଲଡ୍ |
selfieee,ସେଲଫି
kissyface,କିସ୍ଫେସ୍
missprincess,ମିସ୍ ପ୍ରିନ୍ସେସ୍
daddysprincess,ବାପାମାଆ
daddyslilgirl,daddyslilgirl
pinkalicious,ଗୋଲାପୀ
fuschia,ଫୁସିଆ |
wewearpink,wewearpink
hotpink,ହଟପଙ୍କ
paranoia,ପାରାନୋଆ |
obsessed,ଅବସାଦଗ୍ରସ୍ତ |
selfonsessed,ଆତ୍ମନିର୍ଭରଶୀଳ |
stopbeingobsessedwithme,stopbeingobsessedwithme
enthu,enthu
enthusiast,ଉତ୍ସାହୀ
mybitches,mybitches
mygirls,mygirls
bitches,ବିଚ୍
lovemakeup,ଲଭ୍ ମେକ୍ଅପ୍ |
lipstick,ଲିପଷ୍ଟିକ୍ |
mascara,ମାସ୍କାରା |
kohl,କୋହଲ୍
happening,ଘଟୁଛି |
hotandhappening,hotandhappening
imhot,imhot
canthelp,କ୍ୟାଣ୍ଟେଲ୍
najukkali,ନାଜୁକ୍କାଲି |
delicate,ସୂକ୍ଷ୍ମ |
brokemynail,brokemynail
nail,ନଖ
hurt,ଆଘାତ
atti,କାର୍ଯ୍ଯବିବରଣୀ
bitchplease,ବିଚ୍
compliment,ପ୍ରଶଂସା
baesaysyouarecute,baesaysyouarecute
taufa,ହସ
noplansyet,ନକଡାଉନ୍ |
noplans,noplans
partyawaits,partyawaits
hny,hny
happynewyear,ନବବର୍ଷର ଶୁଭେଚ୍ଛା
newyear,ନୁତନ ବର୍ଷ
2016,2016
noresolution,noresolution
newme,ନୂଆ
bullshit,ଷଣ୍
newyearnewme,newyearnewme
whatplans,whatplans
oyesun,ତୁମେ ଶୁଣୁଛ
oyehappynewyear,oyehappynewyear
kidar,କିଡର୍
partykidarhai,partykidarhai
partykahahai,ସ୍ତର ହେଉଛି |
dangal,ଡଙ୍ଗଲ୍ |
thatkindofpower,ସେହି ଶକ୍ତି
hollyhunter,ହୋଲିହଣ୍ଟର୍ |
oldage,ପୁରୁଣା
alfred,alfred
alfredpennyworth,alfredpennyworth
jeremy,ଜେରେମି
irons,ଆଇରନ୍
mortal,ମର୍ତ୍ତ୍ୟ
godvsman,godvsman
psychotic,ମାନସିକ
youarepsychotic,ୟେରେପସିକୋଟିକ୍ |
loislane,LoisLane
