bobble,ધક્કો મારવો
lovelysinghreporting,લવલીસિંગ રિપોર્ટિંગ
lovelysingh,લવલીસિંગ
dilmeinaatahoonsamajhmeinnahi,dilmeinaatahoonsamajhhinninnahi
devilaapkepeeche,પાછળ
aapdevilkepeeche,aapdevilkepeeche
final,અંતિમ
finalcommitment,અંતિમ સમિતિ
ekbaar,એકવાર
myselfbajrangibhaijaan,મારીબજરંગીભાઇજાન
bajrangibhaijaan,બાજરગીભાઇ
bajrangi,બજરંગી
kitneyaadmithe,કેટલા
daku,પકડો
dacoit,ડાકોટ
howmanymen,હોમેનમેન
jobolgayisobolgayi,ડોજાલ્ગાસોબોલગાઇ
whatever,ગમે તે
chakki,મિલ
jail,જેલ
jailkichakki,જીલેટ
peesinandpeesing,peesinandpeesing
monotonous,એકવિધ
contant,રોકડ
toil,કઠોર પરિશ્રમ
kutto,કૂતરો
kuttoksamnematnachna,કટ્રોટ્રોમેચ
veeru,વીરુ
don'tdance,નાચશો નહીં
hath,છે
thakur,ઠાકુર
phansikaphanda,અટકી
hathnahiphansikaphandahai,હાથ નહીં
phansi,નીચે
noose,નૂઝ
sannata,મૌન
sannatakyuhai,સનાતકયુહી
whysosilent,શા માટે શાંત
namak,મીઠું
sardarmaineaapkanamakkhaya,સરદારમૈનાપકનમકાઠીયા
namakkhaya,અને ઘરો
salt,મીઠું
angrez,અંગ્રેજી
jailor,જેલર
angrezokezamane,બ્રિટિશ
nam,પુરુષ
name,નામ
tumharanaam,તમારું નામ
tumharanaamkyahai,તમારું નામ શું છે
what'syourname,તમારું નામ શું છે
suar,પરસેવો
suarkebachho,પિગ
swine,સ્વાઇન
pig,ડુક્કર
piglet,પિગલેટ
sonofswines,Sonofswines
firework,ફટાકડા
babayyouarefirework,babayyouarefirework
pataka,ધ્વજ
100percent,100 ટકા
total,કુલ
fully,સંપૂર્ણપણે
fab,ફેબ
fabulous,કલ્પિત
amazing,સુંદર
let'smaketodaytotallybeautiful,letmaketodaytotallybe સુંદર
beautifulday,સુંદર દિવસ
gfoodday,દુરુપયોગ
dog,કૂતરો
riseandshine,ઉદય અને શાઇન
sunshine,તડકો
princess,રાજકુમારી
material,સામગ્રી
princessmaterial,રાજકુમારી
royalty,રોયલ્ટી
royal,શાહી
pet,પાલતુ
whataday,વોટડે
lovelyday,લવલી ડે
whatalovelyday,whatalovelyday
cycling,સાયકલિંગ
sweeter,મીઠી
candy,કેન્ડી
sweeterthancandy,સ્વીટરથેંકંડી
sweetmeat,મીઠી મીટ
butterfly,બટરફ્લાય
sketboard,સ્કેટબોર્ડ
pug,સગડ
hard,સખત
prettytosee,ચિકિત્સા
hardtocatch,હાર્ડટોચ
keepcalm,keepcalm
staycute,સ્ટેક્યુટ
ballerina,નૃત્યનર્તિકા
ballet,બેલે
tutu,ટૂટુ
danceismylife,ડાન્સસ્મિલાઇફ
crescent,અર્ધચંદ્રાકાર
ranvir,રણવીર
ranvirsingh,રણવીર સિંઘ
slumber,નિંદ્રા
happybirthday,જન્મદિવસ ની શુભકામના
selfiequeen,સેલ્ફીક્વીન
click,ક્લિક કરો
snap,ત્વરિત
pout,પાઉટ
radha,રાધા
soty,મધપૂડો
studentoftheyear,વિદ્યાર્થી
radhalikestoparty,રાધાલીકેસ્ટોપાર્ટી
chaljhoota,Clajhuta
jhooth,એક જૂઠું
sorriee,સોરી
kneeldown,ઘૂંટણિયે
maaf,માફ કરશો
forgive,માફ કરો
flower bouquet,ફૂલ કલગી
quiet,શાંત
chuphoja,ચૂફોજા
chupkar,ગુપ્ત
boltibandh,બોલ્ટિબંધ
partytobantihai,મરી ગયો છે
peacebro,પીસબ્રો
peaceful,શાંતિપૂર્ણ
peaceloving,શાંતિપૂર્ણ
sadhu,સંન્યાસી
yogi,યોગી
lootgaya,ખરેખર
mainlootgaya,મેઈનલોટગાયા
barbad,વ્યર્થ
gyp,જીપ
kangal,કોઇલ
ekdum,બધાં
jhakaas,Haકાસ
ekdumjhakaas,એક ઝબૂકવું
perfect,સંપૂર્ણ
toogood,ખુબ જ સરસ
babajikathullu,બાબાજીકાથુલુ
zero,શૂન્ય
blank,ખાલી
khali,ઠીક છે
ghanta,કલાકો
partaaay,partaaay
partyy,પાર્ટી
partytime,પાર્ટી ટાઇમ
martini,માર્ટીની
abayegamajaa,તેઓ અભિભૂત નથી
content,સામગ્રી
mainkyakaru,માનકારુ
whatshouldIdo,શું છે
pipe,પાઇપ
frown,ભવાં ચડાવવા
meh,મેહ
youlove,તમે પ્રેમ
dowhatyoulove,તમને જે ગમે તે કરો
loveyourjob,loveyourjob
enjoyyourwork,આનંદyourwork
cn'thandleme,કn'tથહેન્ડલેમ
cannotcandleme,cannotcandleme
handle,હેન્ડલ
giveup,આપી
nevergiveup,કયારેય હતાશ થશો નહીં
neversaydie,neversaydie
hill,ટેકરી
bindi,બિંદી
achievement,સિદ્ધિ
achieve,હાંસલ
shineon,પર ચમકવું
bling,bling
diamond,હીરા
sparkle,સ્પાર્કલ
independent,સ્વતંત્ર
girlpower,girlpower
miles,માઇલ
milestogo,હજુ ઘણું બધું આગળ જવાનું છે
cape,કેપ
milestocover,માઇલસ્ટોકવર
distance,અંતર
beawesome,સુંદર
superawesome,સુપર અદ્ભુત
iamawesome,iamawesome
freeandhappy,freeandhappy
bornfree,બર્થફ્રી
liberated,મુક્ત
taketimeoff,ટેકટાઇમ
metime,metime
leisure,લેઝર
mytime,મારો સમય
weird,વિચિત્ર
original,મૂળ
beweird,આરોપ મૂક્યો
notfake,નોટફેક
maverick,માવેરિક
iconoclast,આઇકોનોક્લાસ્ટ
idosyncrasies,idosyncrasies
succeed,સફળ
belief,માન્યતા
wecan,આપણે કરી શકીએ
tosucceed,સફળ થવા માટે
success,સફળતા
dreamjob,dreamjob
believeinyourself,તમારામા વિશ્વાસ રાખો
seetheworld,સીથવર્લ્ડ
differently,અલગ રીતે
difference,તફાવત
wanderlust,ભટકવું
aroundtheworld,વિશ્વભરમાં
map,નકશો
worldtour,વિશ્વપ્રવાસ
secret,ગુપ્ત
secrettosuccess,રહસ્યમય
don'ttellyoursecrets,nottellyoursecrets
keepyoursecretssafe,keepyoursecretssafe
another,બીજો
bulb,બલ્બ
onesuccess,મુદ્દાઓ
leads,દોરી જાય છે
anothersuccess,અનાવશ્યકતા
alive,જીવંત
yourdream,તમારા સ્વપ્ન
keepyourdreamalive,keepyourdreamalive
things,વસ્તુઓ
greatthings,મહાનતા
happen,થાય છે
happenbychoice,થાય છે
rightchoice,રાઇટચોઇસ
minds,દિમાગ
idaes,આઈડીઓ
discuss,ચર્ચા કરો
discussion,ચર્ચા
brightideas,brightideas
exchangeofideas,વિનિમય
exchangeideas,એક્સચેન્ડીયાસ
justdoit,જ જોઈએ
unforgettable,અનફર્ગેટેબલ
unforgettablethings,અનફર્ગેટેબલ વસ્તુઓ
don'tkilltime,ડોકિલટાઇમ
makeitwork,makeitwork
dogs,શ્વાન
bark,છાલ
dogsbark,ડોગ્સબાર્ક
dogsbarkbutvanmoveson,ડોગ્સબાર્કબુટ્વનમોવેસન
move,ચાલ
moves,ચાલ
vanmoves,વેનમોવ્સ
criticize,ટીકા કરો
criticism,ટીકા
bhaipaisenahihai,ભાઈ પૈસો નથી
penniless,પેનીલેસ
nomoney,પેસા નથી
pocket,ખિસ્સા
pocketkhali,પોકેટખાલી
monthend,monthend
moh,મોહ
sabmohmayahai,સબહેમ
hallucination,ભ્રાંતિ
illusion,ભ્રાંતિ
swami,સ્વામી
saint,સંત
gyan,જ્yanાન
worldly,દુન્યવી
aunty,કાકી
auntyji,આન્ટીજી
namasteaunty,નમસ્તેઓન્ટી
namasteauntyji,નમસ્તેઓંટીજી
padha,તેઓ છે
padhade,વાંચો
yar,કાલે
yaaar,ડ્યૂડ
bhaipadhade,ભપડડે
sutta,વરુ
sutte,suck
suttamar,સુટામર
cigar,સિગાર
goachale,ગોચલે
trip,સફર
bachelortrip,બેચલortર્ટિપ
vacay,ખાલી
baech,તે હોઈ
guytrip,ગિટ્રિપ
frolic,ફ્રોલિક
bor,લાઇવ
bhook,ભુક
bhooklagi,ભૂગોળ
bhooklagihai,જમીન છે
hunger,ભૂખ
tummy,પેટ
dekh,જુઓ
bhaiidhardekh,ભાઈ
lookhere,અહીં જુઓ
hithere,હિટ
heythere,હાયથેર
piyega,પીશે
beermug,બેર્મગ
dekhbhai,દેખભાઈ
golinahimarenge,ગોલિનાહિમરંગે
marenge,મરી જશે
kehkelenge,kehkelenge
lenge,લાંબા
ghumna,ફરવા
notbf,notbf
bf,બી.એફ.
boyfriendnahihota,બોયફ્રેન્ડનીહિહોતા
dekhbehan,જુઓ
phoneutha,ફોનુથા
receive,પ્રાપ્ત કરો
paisemere,મારા પૈસા
expense,ખર્ચ
apni,અમારું
kareenakapoor,કરીનકપૂર
bebo,બેબો
jabwemet,જબવેમેટ
dekhbe,જોશે
bakchodi,ગિબેરિશ
moodkharab,ફેશન
dekhbehen,જુઓ
likekaro,સંતુલન
sharekaro,તેની કંપની
chillmaro,ચિલમેરો
mehnat,મજૂર
mehnatkar,મહેનતુ
jal,પાણી
jalmat,jalmat
jealous,ઈર્ષ્યા
ishk,લવ
sehet,સેહેટ
sehat,તંદુરસ્ત
seahtachha,સમુદ્ર
sehatkliyeachha,સેહતક્લિયાછે
pagli,પેગલી
dekhpagli,દેખપગલી
aise,આરામદાયક
nadekh,જુઓ
cupid,કામદેવતા
arrow,તીર
aisenadekh,આવો નજારો
tumse,તમારી પાસેથી
tumsenahopayega,તુમસેન હૂપાયેગા
wander,ભટકવું
lust,વાસના
trolleybag,ટ્રોલીબેગ
trolley,ટ્રોલી
bon,સારું
voyage,સફર
bonvoyage,સ્વાગત છે
ours,આપણું
ourworld,આપણી દુનિયા
globetrotter,ગ્લોબેટ્રોટર
backpack,backpack
luggage,સામાન
getaway,દુર જા
greatesacape,ગ્રેટેસકેપ
letsgetlost,ચાલો
triptogether,ત્રિપુટી
suitcase,સુટકેસ
packyourbags,પેકયૂરબેગ્સ
trave,ઘાસ
travelbuddy,મુસાફરી
travelpartner,મુસાફરીનો ભાગ
partner,જીવનસાથી
travellingpartner,મુસાફરી પાર્ટનર
binocular,દૂરબીન
pisa,પીસા
paris,પેરિસ
explore,અન્વેષણ કરો
explorer,સંશોધક
worldexplorer,વિશ્વનિર્ધારક
tripping,ટ્રિપિંગ
trippin,ત્રિપિન
happyexploring,સુખી એક્સપ્લોરિંગ
happytravelling,હેપીટ્રેવેલિંગ
earn,કમાવો
winit,વિનિટ
earnit,કમાણી
trophy,ટ્રોફી
wealthishealth,સંપત્તિ
moneyispower,પૈસાની શક્તિ
dollar,ડોલર
rupee,રૂપિયા
tiffanytwisted,ટિફની વળી
moneymakesmehigh,મનીમેકસ્મેહિ
dope,ડોપ
nasha,અમારા
paisedanasha,પૈસીનાશા
intoxication,નશો
moneybag,મનીબેગ
anidea,અજ્ntાની
makeyourich,મેક અપ સીએચ
rich,શ્રીમંત
save,સાચવો
moneywillsaveyou,મનીવિલ્સાવેયુ
moneysaves,મુનીસેવ્સ
savemoney,નાણાં બચાવવા
timeismoney,સમય કિમતી છે
growthgraph,વૃદ્ધિ આંકડો
aiming,લક્ષ્ય રાખ્યું છે
bullseye,બુલસી
tough,અઘરું
bahuttoughhai,ઘણું
toughpaper,કડક પેપર
complicated,જટિલ
samjhade,સમજો
makemeunderstand,મેકમેજસ્ટેન્ડ
kitaab,એક પુસ્તક
faree,ફરી
bana,મને
cheat,ચીટ
cheatpaper,ચીટપેપર
chit,ચીટ
fareyy,faroe
farrey,farrey
bhagwanbharose,ભગવાન બ્રોસ
passkarwadena,ઓફર કરવા માટે
bas5min,વેગ સાથે
5min,5 મિ
5minute,5 મિનિટ
bas5minute,bas5minute
grace,ગ્રેસ
tutopmarega,tutopmarega
yaartutopmarega,યારત્તોપમરેગા
kitab,પુસ્તક
highest,સૌથી વધુ
firstaya,ફર્સ્ટાયા
rank,ક્રમ
marks,ગુણ
result,પરિણામ
pucca,પાકું
paka,પાક
badresult,badresult
lowmarks,લોમાર્કસ
exam,પરીક્ષા
batadiyo,મને કહો
request,વિનંતી
allthebest,બધા શ્રેષ્ઠ
alldbest,alldbest
adb,adb
atb,એટીબી
goodwishes,સારી શુભેચ્છાઓ
scorpio,વૃશ્ચિક
dominant,પ્રબળ
scorpion,વીંછી
vrishchik,વૃશ્ચિક
scorpiogirl,વૃશ્ચિક રાશિ
cancer,કેન્સર
cancerian,કેન્સરિયન
practical,વ્યવહારુ
sensitive,સંવેદનશીલ
karkat,કરકટ
kark,ગરદન
crab,કરચલો
cancerianwoman,કેન્સરિયન સ્ત્રી
virgo,કુમારિકા
creative,સર્જનાત્મક
successful,સફળ
clever,હોંશિયાર
kanya,તેના
virgogirl,કુમારિકા
taurus,વૃષભ
stubborn,જિદ્દી
sensual,વિષયાસક્ત
vrishabha,વૃષભ
bull,આખલો
taurean,ટૌરીયન
taureanwoman,શૌર્ય સ્ત્રી
sagittarius,ધનુરાશિ
energetic,શક્તિશાળી
traveller,પ્રવાસી
tarveler,પ્રવાસી
optimistic,આશાવાદી
dhanu,ધનુરાશિ
archer,તીરંદાજ
saggi,નિબંધો
sagittariangirl,sagittariangirl
