bobble,ಬಬಲ್
fukfuk,ತುಪ್ಪುಳಿನಂತಿರುವ ತುಪ್ಪುಳಿನಂತಿರುವ
fukfukfuk,ತುಪ್ಪುಳಿನಂತಿರುವ ತುಪ್ಪುಳಿನಂತಿರುವ ತುಪ್ಪುಳಿನಂತಿರುವ
swirl,ಸುತ್ತು
thero,ಥೀರೋ
therothero,ಥೆರಥೆರೋ
shaktimaan,ಶಕ್ತಿಮಾನ್
sorryshaktimaan,sorryshaktimaan
Gangadhar,ಗಂಗಾಧರ್
shaktimaanhai,ಶಕ್ತಿಮಾನ್
Pahh-Waar,ಪಹ್-ಎಲ್ಲಿ
Pahwar,ಪಹ್ವಾರ್
kayamrahe,ಕ್ಯಾಮೆರಾ
kayam,ಗಾಯ
andherakayamrahe,ಡಾರ್ಕ್-ಹೆಡೆಡ್
Pandit,ಪಂಡಿತ್
Vidhyadhar,ವಿದ್ವಾಂಸ
Mayadhar,ಮಾಯಾಧರ್
Omkarnath,ಓಂಕರ್ನಾಥ್
Shastri,ಶಾಸ್ತ್ರಿ
realname,ನಿಜವಾದ ಹೆಸರು
Shaktiman,ಶಕ್ತಿಯುತ
ValarMorghulis,Valarmorakulica
Allmenmustdie,Allmenmustdie
AryaStark,ಆರಿಸ್ಟರ್
MassieWilliams,ಮಾಸ್ಸಿವಿಲಿಯಮ್ಸ್
Winterishere,ಚಳಿಗಾಲ
WhiteWalker,ವೈಟ್‌ವಾಕರ್
lannister,ಲಾನಿಸ್ಟರ್
debt,ಸಾಲ
Tyrion,ಟೈರಿಯನ್
TyrionLannister,ಟೈರಿಯನ್ ಲಾನಿಸ್ಟರ್
payshisdebt,payscisdedebt
pays,ಪಾವತಿಸುತ್ತದೆ
payment,ಪಾವತಿ
worst,ಕೆಟ್ಟದು
worstones,ಬ್ಯಾಸ್ಟೋನ್ಸ್
SophieTurner,ಸೋಫಿ ಟರ್ನರ್
pure,ಶುದ್ಧ
purestdeath,ಶುದ್ಧವಾದ
deathbyfire,ಡೆತ್‌ಫೈರ್
Melisandre,Melisandre
DaenerysTargaryen,ಡೇನೆರಿಸ್ ಟಾರ್ಗರಿಯನ್
dragon,ಡ್ರ್ಯಾಗನ್
motherofdragon,ಮೊಥೆರೋಫ್ಡ್ರಾಗನ್
motherofdragons,ಮೊಥೆರೋಫ್ಡ್ರಾಗನ್ಗಳು
dragons,ಡ್ರ್ಯಾಗನ್ಗಳು
slaves,ಗುಲಾಮರು
dragonsarenotslaves,ಡ್ರ್ಯಾಗನ್‌ಸರೆನೋಟ್ಸ್ಲೇವ್‌ಗಳು
JonSnow,ಜೋನ್ಸ್ನೋ
night'swatch,ರಾತ್ರಿ ವಾಚ್
Thingsido,ಥಿಂಗ್ಸಿಡೊ
forlove,ವಾಗ್ದಾನ
JamieLannister,ಜೈಮ್ ಲಾನಿಸ್ಟರ್
Hodor,ಹೋಡೋರ್
Wylis,ವೈಲಿಸ್
loyalservant,ನಿಷ್ಠಾವಂತ
CerseiLannister,ಸೆರ್ಸಿ ಲಾನಿಸ್ಟರ್
Ichooseviolence,ಇಚೂಸ್ ವೈಲೆನ್ಸ್
violent,ಹಿಂಸಾತ್ಮಕ
violence,ಹಿಂಸೆ
IamPool,ಐಯಾಮ್‌ಪೂಲ್
Deadpool,ಡೆಡ್ಪೂಲ್
gazillion,ಗ್ಯಾಜಿಲಿಯನ್
$$$,$$$
onegazilliondollar,ಒನ್‌ಗಜಿಲ್ಲಿಯೊಂಡೊಲ್ಲಾರ್
bullets,ಗುಂಡುಗಳು
kill,ಕೊಲ್ಲು
ihave4bullets,ihave4 ಬುಲೆಟ್‌ಗಳು
12peipletokill,12 ಪಿಪ್ಲೆಟೊಕಿಲ್
rollin',ರೋಲಿನ್ '
hatin',ಹ್ಯಾಟಿನ್ '
hatin,ಹ್ಯಾಟಿನ್
hating,ದ್ವೇಷಿಸುವುದು
rolling,ರೋಲಿಂಗ್
theyseemerolling,ಥೀಸೀಮರೋಲಿಂಗ್
theyhating,ಅವರು
smellycat,ಸ್ಮೆಲ್ಲಿಕ್ಯಾಟ್
whatraetheyfeedingyou,whatraetheyfeedingyou
feed,ಫೀಡ್
feeding,ಆಹಾರ
might,ಇರಬಹುದು
mighty,ಪ್ರಬಲ
whoismighty,ವೈಸ್ಮೈಟಿ
a$$,a $$
ass,ಕತ್ತೆ
kissmyass,ಕಿಸ್ಮಿಯಾಸ್
cut,ಕತ್ತರಿಸಿ
chimi,ಗೀಳು
changas,ಚಂಗಸ್
it'stimetocutchimichangas,it'stimetocutchimichangas
chica,ಚಿಕಾ
chicahhh,ಚಿಕಾಹ್ಹ್
chicachicahhh,ಚಿಕ್ ಚಿಕ್
Sem1,ಸೆಮ್ 1
semester,ಸೆಮಿಸ್ಟರ್
nextsem,nextsem
marksheet,ಮಾರ್ಕ್‌ಶೀಟ್
lite,ಲೈಟ್
BST,ಬಿಎಸ್ಟಿ
aramse,ಅರಾಮ್ಸೆ
chalenge,ನಡೆಯುತ್ತದೆ
Av,ಆಫ್
lagegi,ನೋಡೋಣ
6ya7,ಉರುಳಿಸಿ
ghot,ಸಂಭವಿಸುತ್ತದೆ
ghothaisala,ಘೋತಿಶಾಲ
knotted,ಗಂಟು ಹಾಕಲಾಗಿದೆ
T1,ಟಿ 1
T2,ಟಿ 2
phodenge,ಸಿಡಿಯುತ್ತದೆ
phoenix,ಫೀನಿಕ್ಸ್
meinhi,ಮೆಹಿ
phoenxmainho,ಫಾಕ್ಸ್ಮನ್ಹೋ
Pearl,ಮುತ್ತು
Pearlball,ಪರ್ಲ್ಬಾಲ್
koimili,koimili
discomeinjaye,ಡಿಸ್ಕೋಮಿಂಜಯ್
litele,ಲೈಟ್
spell,ಕಾಗುಣಿತ
spelling,ಕಾಗುಣಿತ
Crimemaster,ಅಪರಾಧ ಮಾಸ್ಟರ್
ShaktiKapoor,ಶಕ್ತಿಪುರ
aankhein,ಕಣ್ಣುಗಳು
goliyaa,ಗುಂಡಿನ ಚಕಮಕಿ
goliyakhelunga,ಗೋಲಿಯಾಖೆಲೋಂಗಾ
mainhoon,ಮೈನ್‌ಹೂನ್
idharhai,ನಡೆಯುತ್ತದೆ
teragamekardunga,ಕಾರ್ಡಿನಲ್
humareplan,ಸ್ಮೋಕ್‌ಪ್ಲಾನ್
plankmatabik,ಯೋಜನಾಶಾಸ್ತ್ರ
galti,ತಪ್ಪು
mistake,ತಪ್ಪು
galtisemistake,galti se ತಪ್ಪು
AndazApnaApna,Ulate ಹಿಸಿ
apnaapna,ಪರಿಚಿತತೆ
Aila,ಐಲ
Ailaaaa,ಐಲಾಆ
Ayahu,ತಂದೆ
kuchleke,ಮುರಿದುಹೋಗಿದೆ
leke,ನಿಮಗಾಗಿ
lekejaunga,ಅತ್ಯುತ್ತಮ
CrimemeasterGogo,ಕ್ರೈಮ್‌ಮಾಸ್ಟರ್ ಗೊಗೊ
purush,ಗಂಡು
mahapurush,ಮಹಾನ್ ವ್ಯಕ್ತಿ
aappurushhinahi,aappurushhinahi
mahapurushho,ಮಹಾನ್ ಪುರುಷರು
OoiMaa,OoiMaa
Ooi,ಹೌದು
Ui,ಯುಐ
UiMaa,ಬೀಚ್ ಪ್ಯಾಂಟ್
windowshopping,ವಿಂಡೋಶಾಪಿಂಗ್
harwish,ಕಠಿಣ
purihogi,ಪುರಿ ಹೊಗಿ
100%original,100% ಮೂಲ
product,ಉತ್ಪನ್ನ
products,ಉತ್ಪನ್ನಗಳು
fashionhasanewaddress,ಫ್ಯಾಷನಾಸನೆವಾಡ್ರೆಸ್
newaddress,ಹೊಸ ವಿಳಾಸ
newwebsite,ಹೊಸ ವೆಬ್‌ಸೈಟ್
onlineshopping,ಆನ್ಲೈನ್ ಶಾಪಿಂಗ್
easyreplacement,ಸುಲಭ ಸ್ಥಳ
replacement,ಬದಲಿ
replace,ಬದಲಿ
parcel,ಪಾರ್ಸೆಲ್
easily,ಸುಲಭವಾಗಿ
access,ಪ್ರವೇಶ
accessible,ಪ್ರವೇಶಿಸಬಹುದು
nakkad,Nakkat
ushhar,ಉಷರ್
udhaarwaledisco,ಬೊರೊಡೆಸ್ಕೊ
nakkadwaledisco,ನಕ್ಕಡ್ವಾಲೆ ಡಿಸ್ಕೋ
jaebhalka,ಆನ್‌ಲೈನ್‌ನಲ್ಲಿ
dilhalka,ಮರಣದಂಡನೆ
jaeb,ಹೋಗುತ್ತದೆ
economic,ಆರ್ಥಿಕ
countlessoptions,ಲೆಕ್ಕವಿಲ್ಲದಷ್ಟು ಆಯ್ಕೆಗಳು
option,ಆಯ್ಕೆ
shoppingoption,ಶಾಪಿಂಗ್ ಆಯ್ಕೆ
chose,ಆಯ್ಕೆ
khareedo,ಖರೀದಿಸಿ
dekhomagarpyarse,ಪ್ರೀತಿ ನೋಡಿ
dekhopyarse,ನಿಮ್ಮನ್ನು ನೋಡಿ
khareedocardse,ಕಾರ್ಡ್‌ಗಳನ್ನು ಖರೀದಿಸಿ
outofthebox,ಬಾಕ್ಸ್ ಹೊರಗೆ
revealed,ಬಹಿರಂಗಪಡಿಸಿದೆ
notfunny,ನೋಟ್ಫನ್ನಿ
badgirls,ಬ್ಯಾಡ್ಗರ್ಲ್ಸ್
badbitches,ಬ್ಯಾಡ್‌ಬಿಚ್‌ಗಳು
poorguys,ಕಳಪೆ
youpoorguys,youpoorguys
pussypawer,ಪುಸಿಪಾವರ್
pussy,ಪುಸಿ
pawer,ಶಕ್ತಿ
kit,ಕಿಟ್
kitfircats,ಕಿಟ್‌ಫಿರ್ಕಾಟ್‌ಗಳು
weneed,ನಮಗೆ ಅವಶ್ಯಕವಿದೆ
weneedtotalk,ನಾವು ಮಾತನಾಡಬೇಕು
purr,purr
catsound,ಕ್ಯಾಟ್ಸೌಂಡ್
PAWerful,ಶಕ್ತಿಯುತ
paw,ಪಂಜ
iampawerful,iampawerful
purrrpurr,purrrpurr
catsounds,ಕ್ಯಾಟ್ಸೌಂಡ್ಸ್
Whasuup,ವಾಸುಪ್
moonpie,ಮೂನ್ಪಿ
mantis,ಮಂಟಿಸ್
prayingmantis,ಪ್ರಾರ್ಥನೆ ಮಂಟೀಸ್
preyingmantis,preyingmantis
wineglass,ವೈನ್ ಗ್ಲಾಸ್
yousuck,yousuck
knockknock,ಟಕ್ಕ್ ಟಕ್ಕ್
knockknockknock,ನಾಕ್ ನಾಕ್ ನಾಕ್
knockthedoor,ನಾಕ್‌ಥೆದೂರ್
goodmorning,ಶುಭೋದಯ
ordinary,ಸಾಮಾನ್ಯ
peeps,ಇಣುಕಿ ನೋಡುತ್ತದೆ
goodmorningpeople,ಗುಡ್ ಮಾರ್ನಿಂಗ್ ಜನರು
scissor,ಕತ್ತರಿ
lizard,ಹಲ್ಲಿ
spock,ಸ್ಪೋಕ್
vengeful,ಪ್ರತೀಕಾರ
iamavengefulperson,iamavengefulperson
software,ಸಾಫ್ಟ್ವೇರ್
turnon,ತಿರುವು
youturn,ನೀವು ಹಿಂತಿರುಗಿ
softwaretohardware,ಸಾಫ್ಟ್‌ವೇರ್ ಟೊಹಾರ್ಡ್‌ವೇರ್
richierich,richierich
cars,ಕಾರುಗಳು
brat,ಬ್ರಾಟ್
richbrat,ರಿಚ್ಬ್ರೊ
myparentsraerich,myparentsraerich
iamaniceguy,iamaniceguy
niceguy,ಒಳ್ಳೆಯ ಹುಡುಗ
goodguy,ಒಳ್ಳೆಯ ಹುಡುಗ
newhomo,ನ್ಯೂಹೋಮೋ
homosexual,ಸಲಿಂಗಕಾಮಿ
lgbtq,lgbtq
imthenewhomo,imthenewhomo
intown,ನಗರದಲ್ಲಿ
town,ಪಟ್ಟಣ
queer,ಕ್ವೀರ್
haveyoumetmymother,haveyoumetmymother
jew,ಆಭರಣ
jewishhell,ಆಭರಣ
wrong,ತಪ್ಪು
idknow,idknow
ifiwerewrong,ifiwerewrong
iamafailure,iamafailure
ireallydontcare,ireallydontcare
care,ಆರೈಕೆ
Pathan,ಪಠಾಣ್
packsapunch,ಪ್ಯಾಕ್‌ಸಪಂಚ್
knights,ನೈಟ್ಸ್
cheersfortheknights,ಚೀರ್ಸ್ಫೋರ್ಟೆಕ್ನೈಟ್ಸ್
korbo,ಮಾಡುತ್ತೇನೆ
lorbo,ನಾನು ಹೋರಾಡುತ್ತೇನೆ
jeetbo,ಜೀಟ್ಬೋ
Jeethbo,ಜೀತ್ಬೊ
KorboLorboJeethbo,ಟ್ಯಾಕ್ಸಿಡರ್ಮಿ
Kallis,ಕಾಲಿಸ್
KingKallis,KingKallis
Go4more,ಗೋ 4 ಇನ್ನಷ್ಟು
GoKnightRiders,ಗೋಕ್ನೈಟ್ ರೈಡರ್ಸ್
JuhiChawla,ಜುಹಿಚಾವ್ಲಾ
Gautam,ಗೌತಮ್
gambhir,ಗಂಭೀರ್
GautamGambhir,ಗೌತಮ್ ಗಂಭೀರ್
AwesomeGautam,ಅದ್ಭುತ ಗೌತಮ್
RockingRobin,ರಾಕಿಂಗ್ ರೋಬಿನ್
Robin,ರಾಬಿನ್
YusufPathan,ಯೂಸುಫ್ ಪಾಥನ್
PathanPower,ಓದುವ ಶಕ್ತಿ
Russel,ರಸ್ಸೆಲ್
MuscleRussel,ಮಸಲ್ ರಸ್ಸೆಲ್
Morne,ಮಾರ್ನ್
MIghtyMorne,ಮಿಗ್ಟಿಮಾರ್ನ್
ShahRukhKhan,Sahrukhkan
Dontgossip,ಡೋಂಟ್ಗೊಸಿಪ್
lethimdrive,ಲೆಥಿಮ್ಡ್ರೈವ್
gossip,ಗಾಸಿಪ್
Impatient,ಅಸಹನೆ
patientinhospital,ರೋಗಿಯ ಆಸ್ಪತ್ರೆ
brokenlimbs,ಬ್ರೇಕ್ಲಿಂಬ್ಸ್
seatbelts,ಸೀಟ್‌ಬೆಲ್ಟ್‌ಗಳು
fastenbelt,ಫಾಸ್ಟೆನ್ಬೆಲ್ಟ್
fastenseatbelt,fastenseatbelt
blinddate,ಬ್ಲೈಂಡ್ಡೇಟ್
blind,ಬ್ಲೈಂಡ್
speedlimit,ವೇಗದ ಮಿತಿಯನ್ನು
40kmph,40 ಕಿ.ಮೀ.
notsofast,ನೋಟ್ಫಾಸ್ಟ್
darlingnotsofast,ಡಾರ್ಲಿಂಗ್ನೋಟ್ಫಾಸ್ಟ್
goslow,ಗೊಸ್ಲೋ
highway,ಹೆದ್ದಾರಿ
runway,ವಿಮಾನ ಏರುದಾರಿ
notrunway,ನೋಟ್ರನ್ವೇ
peeppeep,peeppeep
horn,ಕೊಂಬು
peep,ಇಣುಕು
dontsleep,ನಿದ್ರೆ
afterwhiskey,ನಂತರದ ವಿಸ್ಕಿ
dontdrinkanddrive,ಕುಡಿದು ವಾಹನ ಚಲಾಯಿಸಬೇಡಿ
drivingrisky,ಡ್ರೈವಿಂಗ್ರಿಸ್ಕಿ
menatwork,ಜನರು ಕೆಲಸದಲ್ಲಿದ್ದಾರೆ
construction,ನಿರ್ಮಾಣ
underconstruction,ಅಂಡರ್ ಕನ್ಸ್ಟ್ರಕ್ಷನ್
roadunderconstruction,ರಸ್ತೆ ನಿರ್ಮಾಣ
nana patekar funny,ನಾನಾ ಪಟೆಕರ್ ತಮಾಷೆಯ ಚಿತ್ರಗಳು
thok de,ಹಿಟ್
ab tak chappan,ಇಲ್ಲಿಯವರೆಗೆ ಐವತ್ತಾರು
give me my change,ನನ್ನ ಬದಲಾವಣೆಯನ್ನು ನನಗೆ ನೀಡಿ
nana patekar angry,ನಾನಾ ಪಟೇಕರ್ ಆಂಗ್ರಿ
nana patekar pissed,nana patekar pissed
kaisa kanoon,ಯಾವ ಕಾನೂನು
nana patekar,ನಾನಾ ಪಾಟೆಕರ್
chai pila de,ಚಪಿರಾ
mere ko do,ನನಗೆ ಕೊಡು
hinjada scene,ಹಿಜ್ರಾ ದೃಶ್ಯ
nana patekar dancing,ನಾನಾ ಪಟೇಕರ್ - ನಿಮ್ಮೊಂದಿಗೆ ನೃತ್ಯ ಮಾಡಿ
konsa teer,ಆದ್ದರಿಂದ ಟೀರ್
bika hai,ಮಾರಾಟ ಮಾಡಿದೆ
adha kanda,ಅರ್ಧ ಕಂದ
welcome dialog,ಸ್ವಾಗತ ಸಂವಾದ
nana patekar dialogue,ನಾನಾ ಪಾಟೆಕರ್ ಸಂಭಾಷಣೆ
control uday,ದಿನವನ್ನು ನಿಯಂತ್ರಿಸಿ
welcome funny,ಸ್ವಾಗತ ತಮಾಷೆ
machchar aadmi ko,ಸೊಳ್ಳೆ ಮನುಷ್ಯ
nana patekar hinjada,ನಾನಾ ಪಾಟೆಕರ್ ಹಿಂಜಡಾ
hinjada bana deta hai,hinjada ban deta hai
achcha hai,ಒಳ್ಳೆಯದು
tendulkar bunn ne ka,ನೀವು ಬನ್ನಿ
kaif nahi,ನಾವು ಹೇಗೆ ನಿಷೇಧಿಸುತ್ತೇವೆ
nana patekar movie scene,ನಾನಾ ಪಟೇಕರ್ ಚಲನಚಿತ್ರ ದೃಶ್ಯ
nana holding bat,ನಾನಾ ಹಿಡುವಳಿ ಬ್ಯಾಟ್
rdb,rdb
aamir khan,ಅಮೀರ್ ಖಾನ್
jawani,ಯುವಕರು
youth,ಯುವ ಜನ
bharat mata ki jai,ಭಾರತ್ ಮಾತಾ ಕಿ ಜೈ
indian sportsman,ಭಾರತೀಯ ಕ್ರೀಡಾಪಟು
female sportsman,ಮಹಿಳಾ ಕ್ರೀಡಾಪಟು
akshay kumar airlift,ಅಕ್ಷಯ್ ಕುಮಾರ್ ಏರ್ಲಿಫ್ಟ್
patriotic scene,ದೇಶಭಕ್ತಿ ದೃಶ್ಯ
airlift,ಏರ್ಲಿಫ್ಟ್
sania mirza,ಸ್ಯಾನಿಯಾ ಮಿರ್ಜಾ
proud indian,ಹೆಮ್ಮೆಯ ಭಾರತೀಯ
madhavan,ಮಾಧವನ್
jai jawaan,ಜೇ ಜವಾನ್
army man,ಸೈನ್ಯದ ಮನುಷ್ಯ
swades,ಸ್ವೇಡ್ಸ್
rani lakshmi bai,ರಾಣಿ ಲಕ್ಷ್ಮಿ ಬಾಯಿ
jai hind,ನನಗೆ ಹಿಂಡ್ ಇದೆ
jhansi ki rani,Han ಾನ್ಸಿ ರಾಣಿ
brave woman,ಧೈರ್ಯಶಾಲಿ ಮಹಿಳೆ
mary kom,ಮೇರಿ ಬರುತ್ತಿದ್ದಾಳೆ
jai bharat,ಜೈ ಭಾರತ್
sunny deol dialog,ಬಿಸಿಲು ಡಿಯೋಲ್ ಸಂವಾದ
sunny deol,ಬಿಸಿಲು ಡಿಯೋಲ್
sunny deol dialogue,ಬಿಸಿಲು ಡಿಯೋಲ್ ಸಂಭಾಷಣೆ
hindustan zindabad,ಹಿಂದೂಸ್ತಾನ್ ಜಿಂದಾಬಾದ್
gadar,ಸೇತುವೆ
mahatama gandhi,ಮಹಾತ್ಮ ಗಾಂಧಿ
republic day,ಗಣರಾಜ್ಯೋತ್ಸವ
marching,ಮೆರವಣಿಗೆ
saina nehwal,ಸೈನಾ ನೆಹ್ವಾಲ್
68th republic day,68 ನೇ ಗಣರಾಜ್ಯೋತ್ಸವ
vande mataram,ವಂದೇ ಮಾತರಂ
indian proud,ಭಾರತೀಯ ಹೆಮ್ಮೆ
pagal hai,ಹುಚ್ಚು
welcome dialogue,ಸ್ವಾಗತ ಸಂವಾದ
if you know what i mean,ನಾನು ಏನು ಹೇಳುತ್ತೇನೆಂದು ನಿಮಗೆ ತಿಳಿದಿದ್ದರೆ
i have no idea what i am doing,ನಾನು ಏನು ಮಾಡುತ್ತಿದ್ದೇನೆ ಎಂದು ನನಗೆ ತಿಳಿದಿಲ್ಲ
shark,ಶಾರ್ಕ್
going nuts,ಬೀಜಗಳು ಹೋಗುತ್ತವೆ
matlab kuch bhi,ಏನು ಬೇಕಾದರೂ ಅರ್ಥ
brace yourself,ತಯಾರಾಗು
get ready,ತಯಾರಾಗು
can you not,ನಿನಗೆ ಆಗುವುದಿಲ್ಲವೆ
i am sure you can do it,ನೀವು ಇದನ್ನು ಮಾಡಬಹುದು ಎಂದು ನನಗೆ ಖಾತ್ರಿಯಿದೆ
go for it,ಅದಕ್ಕಾಗಿ ಹೋಗಿ
didn't study for the test bt aced it,ಪರೀಕ್ಷೆಗೆ ಅಧ್ಯಯನ ಮಾಡಲಿಲ್ಲ ಬಿಟಿ ಆಸಿಡ್
my cup of tea,ನನ್ನ ಕಪ್ ಚಹಾ
i am such a nerd,ನಾನು ಅಂತಹ ದಡ್ಡ
out of mind,ಮನಸ್ಸಿನಿಂದ
this is spartaa..,ಇದು ಸ್ಪಾರ್ಟಾ ..
sparta,ಸ್ಪಾರ್ಟಾ
keep calm and carry on,ಶಾಂತವಾಗಿರು ಮತ್ತು ಮುಂದುವರೆಸು
go easy,ಸುಲಭವಾಗಿ ಹೋಗಿ
what's going on here?,ಇಲ್ಲಿ ಏನು ನಡೆಯುತ್ತಿದೆ?
kya chal rha hai,ವಾಟ್ಸ್ ಅಪ್
i will find you and kill you,ನಾನು ನಿನ್ನನ್ನು ಕಂಡು ಕೊಲ್ಲುತ್ತೇನೆ
destroy you,ನಿಮ್ಮನ್ನು ನಾಶಮಾಡು
beware,ಹುಷಾರಾಗಿರು
you are friendzoned,ನೀವು ಸ್ನೇಹಿತರಾಗಿದ್ದೀರಿ
not my type,ನನ್ನ ಪ್ರಕಾರವಲ್ಲ
friends forever,ಸ್ನೇಹಿತರು ಶಾಶ್ವತವಾಗಿ
not intrested,ಆಸಕ್ತಿಯಿಲ್ಲ
i don't want any excuses,ನನಗೆ ಯಾವುದೇ ನೆಪ ಬೇಡ
no excuses,ಯಾವುದೇ ಕ್ಷಮಿಸಿಲ್ಲ
bossy,ಮುಖ್ಯಸ್ಥ
mm... girl preach it,ಎಂಎಂ ... ಹುಡುಗಿ ಅದನ್ನು ಬೋಧಿಸಿ
preachings,ಉಪದೇಶಗಳು
too preachy,ತುಂಬಾ ಉಪದೇಶ
you used to,ನೀವು ಬಳಸುತ್ತಿದ್ದೀರಿ
done that before,ಮೊದಲು ಅದನ್ನು ಮಾಡಲಾಗಿದೆ
dont't be lame,ಕುಂಟನಾಗಬೇಡ
Aliens,ಏಲಿಯೆನ್ಸ್
out of the world,ಪ್ರಪಂಚದ ಹೊರಗೆ
freaks,ಪ್ರೀಕ್ಸ್
wierd,ವೈರ್ಡ್
wierdo,wierdo
latthi khaega,ಕೋಲುಗಳನ್ನು ತಿನ್ನುತ್ತದೆ
sarcastic,ವ್ಯಂಗ್ಯ
raja ka beta,ಕಿಂಗ್ ಟು ಬೀಟಾ
the one,ಒಂದು
bas ho gya,ಅಷ್ಟೆ
i am done,ನಾನು ಮುಗಿಸಿದ್ದೇನೆ
thappad khaega,ಸ್ಲ್ಯಾಪ್ ಮಾಡುತ್ತದೆ
not approved,ಅನುಮೋದಿಸಲಾಗಿಲ್ಲ
call me,ಕರೆ ಮಾಡು
seeker,ಅನ್ವೇಷಕ
vvip,vvip
main raja hu,ಕಿಂಗ್ ಹು ನುಡಿಸುತ್ತಿದ್ದಾರೆ
spoiled,ಹಾಳಾಗಿದೆ
kings life,ರಾಜರ ಜೀವನ
are nacho,ನ್ಯಾಚೊ
lets dance,ಕುಣಿಯೋಣ
joyfull,ಸಂತೋಷದಾಯಕ
long drive pe chal,ಲಾಂಗ್ ಡ್ರೈವ್ ಪೆ ಚಲ್
long drive,ಲಾಂಗ್ ಡ್ರೈವ್
king size,ರಾಜ ಗಾತ್ರ
special rides,ವಿಶೇಷ ಸವಾರಿಗಳು
lathi,ದೋಷಗಳು
cane,ಕಬ್ಬು
angry man,ಕೋಪಗೊಂಡ ಮನುಷ್ಯ
dhamki,ಬೆದರಿಕೆ
dhamkana,ಬೆದರಿಕೆ ಹಾಕಲು
hadkana,ಅದನ್ನು ಮರೆತುಬಿಡಿ
pampered,ಮುದ್ದು
bhao khana,ಭಾವನೆ
iklauta,ಮಾತ್ರ
spoiled brat,ಹಾಳಾದ ಮಗು
wait for me,ನನಗಾಗಿ ಕಾಯಿರಿ
don't go,ಹೋಗಬೇಡಿ
mat jao,ಹೋಗಬೇಡಿ
hurrey,ಹರ್ರೆ
super happy,ಸೂಪರ್ ಸಂತೋಷವಾಗಿದೆ
top of the world,ವಿಶ್ವದ ಅಗ್ರ
good mood,ಉತ್ತಮ ಮನಸ್ಥಿತಿ
contempt,ತಿರಸ್ಕಾರ
dont mess,ಗೊಂದಲಗೊಳ್ಳಬೇಡಿ
need to talk,ಮಾತನಾಡಬೇಕು
keep in touch,ಸಂಪರ್ಕದಲ್ಲಿ ಇರು
itraana,Irrana
i am the king,ನಾನು ರಾಜ
the vip,ವಿಐಪಿ
elephant ride,ಆನೆ ಸವಾರಿ
rajkumar,ರಾಜ್‌ಕುಮಾರ್
stop it,ನಿಲ್ಲಿಸು
stop that,ಅದನ್ನು ನಿಲ್ಲಿಸು
raja,ರಾಜಾ
ghamandi,ಹೈಬ್ರೋ
maze karo,ಆನಂದಿಸಿ
naacho,ನೃತ್ಯ
lets go,ಹೋಗೋಣ
chandlier,ಗೊಂಚಲು
phoebe,ಫೋಬೆ
joey,ಜೋಯಿ
ross,ಗುಲಾಬಿ
monica,ಮೋನಿಕಾ
rachael,ರಾಚೆಲ್
chesse,ಚೆಸ್ಸೆ
anxious,ಆತಂಕ
person,ವ್ಯಕ್ತಿ
somebody,ಯಾರೋ
humour,ಹಾಸ್ಯ
comfort,ಆರಾಮ
chhota,ಸಣ್ಣ
bheem,ಭೀಮ್
chutki,ಒಂದು ಪಿಂಚ್
dholakpur,ಧೋಲಕ್ಪುರ
raju,ರಾಜು
palace,ಅರಮನೆ
choota,Cuta
chhota bheem,Ota ೋಟಾ ಭೀಮ್
dholu,ಡ್ರಮ್
bholu,ಭೋಲು
chota bheem,Ota ೋಟಾ ಭೀಮ್
crown,ಕಿರೀಟ
gaon,ಹಾಡಿ
belan,ಒಳ್ಳೆಯದು
ladoos,ಸೈಡ್
kalia,ಕಲಿಯಾ
kaalia,ಎಲೆಕೋಸು
ladoo ke bhaiya,ಲಾಡೂ ಸಹೋದರ
baa,ಅವರು
pakde,ಪಕ್ಡೆ
hain,ಆರ್
vibhuti ji,ಶ್ರೀ ವಿಭೂತಿ
nalle,ಟೆಡ್ಡಿ ಬೇರ್
kanpur,ಕಾನ್ಪುರ್
ghuinya ke kisaan,ಹಾಕರ್ ರೈತರು
tiwari,ತಿವಾರಿ
tiwariji,ತಿವಾರಿಜಿ
anitaji,ಅನಿತಾಜಿ
bhabhiji,ಅತ್ತಿಗೆ
daroga,ಇನ್ಸ್‌ಪೆಕ್ಟರ್
nyochavar,ತ್ಯಾಗ
kachu,ಕಾತ್ಯು
angoori,ಅಂಗೂರಿ
bhabhi ji,ಅತ್ತಿಗೆ
haye,ಆಗಲು
daiyaa,ನೀಡಲಾಗಿದೆ
gori,ಸುಡುವಿಕೆ
fair,ನ್ಯಾಯೋಚಿತ
mem,mem
vibhu,ವಿಭು
angoori ji,ಅಂಗೂರಿ
tiwari ji,ತಿವಾರಿ ಜಿ
bittu,ಬಿಟ್ಟು
gutthi,ಕಿಂಕ್
taiyaar,ಸಿದ್ಧ
tonty,ಟೋಂಟಿ
thoko,ಥೋಕೊ
taali,ಡಾಲಿ
siddhu,ಸಿಧು
gayee,ಗಾನ್
kapil sharma,ಕಪಿಲ್ ಶರ್ಮಾ
shagun,ಶಗುನ್
bittu ki bua,ಬಿಟ್ಟುವಿನ ಚಿಕ್ಕಮ್ಮ
phool,ಹೂವುಗಳು
gulshan,ಗುಲ್ಶನ್
aap aaye hain,ನೀವು ಬಂದಿದ್ದೀರಿ
khile,ಅರಳುತ್ತವೆ
palak,ಕುರುಬ
oooooo,oooooo
