bobble,berbandul
monica,monica
rachael,rachael
chesse,chesse
anxious,gelisah
person,orang
somebody,seseorang
humour,humor
comfort,kenyamanan
chhota,Kecil
bheem,Bheem
chutki,Sedikit
dholakpur,Dholakpur
raju,raju
palace,istana
choota,Cuta
chhota bheem,Chhota bheem
dholu,Gendang
bholu,Bholu
chota bheem,Chhota bheem
crown,mahkota
gaon,Bernyanyi
belan,bagus
ladoos,sisi
kalia,kalia
kaalia,kubis
ladoo ke bhaiya,Saudara laki-laki Ladoo
baa,mereka
pakde,pakde
hain,Apakah
vibhuti ji,Tuan Vibhuti
nalle,boneka beruang
kanpur,kanpur
ghuinya ke kisaan,Petani jajanan
tiwari,tiwari
tiwariji,tiwariji
anitaji,anitaji
bhabhiji,Adik ipar
daroga,Inspektur
nyochavar,Pengorbanan
kachu,Katyu
angoori,Angoori
bhabhi ji,Adik ipar
haye,Menjadi
daiyaa,Diberikan
gori,terbakar
fair,adil
mem,mem
vibhu,Vibhu
angoori ji,Angoori
tiwari ji,tiwari ji
bittu,Pergi
gutthi,Kink
taiyaar,Siap
tonty,tonty
thoko,thoko
taali,Daly
siddhu,Sidhu
gayee,Hilang
kapil sharma,kapil sharma
shagun,shagun
bittu ki bua,Bibi Bittu
phool,Bunga-bunga
gulshan,gulshan
aap aaye hain,Kamu telah datang
khile,Bloom
palak,Gembala
oooooo,oooooo
babaji ka thullu,Babaji ki tullu
comedy nights,malam komedi
ittu,Ada
dadi,Bumi
'sa,'untuk
fielding,bidang
jeeto,Menang
haaro,dia tidak
banti hai,banti kamu punya
win or lose,menang atau kalah
broken televison,televisi rusak
andha,itu
romanchak,Film thriller
exciting,mengasyikkan
this match,pertandingan ini
bandh,Dam
wicket fall,gawang jatuh
girwa,girwa
manhoos,Nasib buruk
iss baar,Kali ini
this time,kali ini
jeetoge,Anda akan menang
we won,kami menang
jeet gaye,Telah menang
mai,lebih
curious,ingin tahu
jungle,Hutan
mangal,Kebaikan
forest,hutan
jungle mangal,Hutan mars
sabu,sabu
chaudhary,chaudhary
good girl,anak yang baik
acchi,Bagus
bacchi,bacchi
no school,tidak sekolah
bhagta,Lari
pyaara,pyaara
lovely friend,teman baik
badla,Balas dendam
apsara hu,Apsara i
i am princess,saya adalah putri
sab badhiya,Semua baik
all good,semuanya bagus
daro mat,Jangan takut
dont fear,jangan takut
i am here,saya disini
mauka mauka,Peluang kebetulan
opportunity,kesempatan
t20,t20
ka badla,Balas dendam
wicket se,goyang mereka
t 20,t 20
bleed blue,berdarah biru
virat,Luar biasa
virat kohli,Virat Kohli
world cup T20,piala dunia T20
we will win,kita akan menang
jeetaga,dengan jet
strom,strom
shaant,Tenang
shant,Diam
dobara,barang
mahendra singh dhoni,Mahendra Singh Dhoni
MS dhoni,MS dhoni
ghumake,Berguling
one two three four,satu dua tiga empat
char,arang
villian,penjahat
mukesh rishi,Mukesh Rishi
mai hoon bhulla,Saya lupa
maine,maine
vitamin,vitamin
sax,saksofon
khaya,Makan
shakti kapoor,Shakti Kapoor
chupu,pertunjukan
viagra,viagra
calendar,kalender
hote,Menjadi
pote,teman
khada,Berdiri
hatela,tekan
IBU,IBU
will you eat,Akankah kamu makan
chuttiya,Liburan
roll on floor,berguling-guling di lantai
obvious,jelas
obviously,jelas
obvio,jelas
no problem,tidak masalah
np,misalnya,
K,K
theek hai,Benar juga
dont know,tidak tahu
vapas,Kembali
BRB,BRB
be right back,segera kembali
ahem,ahem
talk to you later,bicara denganmu nanti
ttyl,nanti ngobrol lagi
only,hanya
what's up,ada apa
hii,ini
guffaw,tertawa terbahak-bahak
FYI,FYI
kind information,informasi yang baik
toh party,pesta toh
shuru,Masukan
dhamaka,Bang
disc,cakram
jockey,joki
let's go,Ayo pergi
supreme,tertinggi
unique,unik
prohibited,terlarang
pooper,orang yang menyiksa
bring,membawa
ek aur,Satu lagi
one more,satu lagi
maro,coklat
dum maaro,Sialan milikku
maaro dum,Saya sendiri
dhuan,Asap
dia,hari
chhod,Pergi
impotency,ketidakmampuan
powa,Jalan
complete,lengkap
entire,seluruh
excitement,kegembiraan
belly,perut
belly dancer,penari perut
bachpan,Masa kecil
junkie,pencandu
bacche,berry
mann,mann
truthful,jujur
sacchey,sacchey
sacche,kantong
tales,cerita
karli,karli
small,kecil
my homework,PR saya
little star,bintang kecil
drawing,gambar
painitng,lukisan
keh ke,jika tidak
le li,Leli
jhaant hai,Cepat
thaant hai,Lelah
chutzpah,chutzpah
sulphate,sulfat
soo,soo
i am waiting,aku menunggu
nobody,tak seorangpun
cares,kekuatiran
concern,perhatian
abe,abe
what I did,apa yang saya lakukan
tu bhai,kamu punya
brotherzoned,bersaudara
turn,belok
cannot,tidak bisa
hamesha,Selalu
aaja,aaja
maidan,Bayar
animals,binatang
will take bath,akan mandi
nahaunga,nahaunga
no water,tidak ada air
nahi hai,Bukan
anything,apa pun
katti,tumor
movie,film
film,film
mr.india,mr.india
sharukh,Sharukh
king khan,raja khan
gerua,Koboi
mohe,Run-in
kajol,kajol
phata,Retak
poster,poster
aisi,Seperti itu
khushi,Senang
bhula,Terlupakan
yeh jawani hai deewani,Pemuda ini gila
ho jayega,Akan dilakukan
phir se,Lagi
my love,cintaku
mera piya,Minum minuman saya
zara zara,zara zara
touch me,sentuh saya
kuch kuch,Sesuatu
happens,terjadi
love triangle,cinta segitiga
k2h2,Kaha
lul,keparat
pk,pk
jumma,Sangat banyak
de de,dari
na de,di dalam
dont give,jangan memberi
chamatkar,Luar biasa
karenge,Akan lakukan
emotional,emosional
atyachaar,Penyiksaan
torture,penyiksaan
my hero,Pahlawanku
mera hero,Pahlawan saya
main tero,tero utama
your hero,pahlawanmu
all is well,semuanya baik-baik saja
khamosh,Diam
khamoshi,Diam
shatrughan,Shatrughan
udta,Flyer
jaaye,Pergi
bad bad,buruk buruk
i am bad,saya buruk
fear,takut
darr,sayang
lagta,Sepertinya
yenna,Yenna
rascal,bajingan
salman bhai,Salman Bhai
mera naam,Nama saya
my name is,nama saya adalah
behen ji,Saudara perempuan
rishtey,Hubungan
relation,hubungan
hum tumhare,Kami milikmu
lagte hain,Sepertinya
hamara,Kami
robinhood,Robin Hood
dabang,Sombong
chulbul pandey,Chulbul Pandey
maji,air
my bae,bae saya
anyone,siapa saja
else,lain
galat,galat
condition,kondisi
tasveer,Gambar
drop dead,jatuh mati
gorgeous,menawan
let me,biarkan aku
allow,mengizinkan
meant,dimaksud
short,pendek
shy,pemalu
dont be,jangan menjadi
dangerously,secara berbahaya
for you,untukmu
girna,Jatuh
butterflies,kupu-kupu
breath,nafas
breath away,menghela nafas
narak,Neraka
get lost,Enyah
ever repeat,pernah diulang
no idea,tidak tahu
dear,terhormat
business,bisnis
move on,berpindah
awww,awww
itta,kekalahan
confession,pengakuan
my life,hidupku
my heart,hatiku
mera dil,Hatiku
lots of love,banyak cinta
war,perang
possesive,possesive
tumsa,kegelapan
nahi dekha,Tidak melihat
u r special,Kamu spesial
hasi,memulai
phasee,Menggantung
feelings,perasaan
anytime,kapan saja
available,tersedia
hoon na,Hmm tidak
major missing,hilang besar
heart break,patah hati
ladke,Anak laki-laki
chichoore,Dangkal
totta,benar
no time,tidak ada waktu
do note,perhatikan
maaro,Milik saya
its okay,tidak masalah
pakka,paket
too much,terlalu banyak
bahot,Banyak
booti,Boot
hawww,hawww
not possible,tidak memungkinkan
ho payega,Akan bisa
bhavnao,Perasaan
my fortune,keberuntungan saya
kismat,Keberuntungan
chahte,Mau
nachoon,nachoon
dont mind,tidak keberatan
keep trying,terus mencoba
kyun,Mengapa
but why,tapi kenapa
kisliye,Untuk apa
fed up,kesal
gazab,Luar biasa
leave me alone,tinggalkan aku sendiri
battery low,baterai lemah
discharge,melepaskan
zzzzzz,zzzzzz
dizzy,pusing
wopping,wopping
market,pasar
spend,menghabiskan
baad mein,Nanti
badhiya,Baiklah
phati,Robek
padi,padi
chalein,Ayo pergi
jhakass,Firasat
bindass,Bindas
maarte,artistik
khaega,Akan makan
how r u,apa kabar
idk,idk
courtesy,kesopanan
no thanks,tidak, terima kasih
haal,Ketentuan
heya,Dia adalah
think of,pikirkan
khudko,Dirinya sendiri
i hate you,aku membenci mu
dikha,Menunjukkan
improve,memperbaiki
tu nahi,tu nahi
sudhar,Tingkatkan
sudhregi,Akan membaik
absolutely nothing,sama sekali tidak ada
dekh bhai,Lihat saudara
zyada mat,Jangan memilih terlalu banyak
mat bol,Dia meninggal
dont speak,jangan bicara
right now,sekarang juga
this,ini
chittar,chittar
don't angry,jangan marah
bhaad,Sia-sia
jaaa,jaaa
not invited,tidak diundang
aukat,Lokasi
reh,rusa
tel,tel
leva,mengambil
karan,karan
lagra,toko
hao,Bagus
ayi,Apa saja
shapat,Sumpah
happened,terjadi
ka ho,masuk
siya ram,dia ram
sita,disita
chal na,Ayo
bhava,bhava
uplift,mengangkat
jaylalitha,Jayalalithaa
punjbai,Ratusan Puning
steady,menenangkan
po,oleh
aiyoo,Alas!
tamil,Tamil
gujrat,Gujarat
business man,pebisnis
kai,dan
zhala,zhala
bongs,bong
tomake,Untuk anda
bhalabasi,selimut
appolum,appolum
paranjille,paranjille
thaat,Itu
gidda,Giddens
paao,Dapatkan
vanakkam,vanakkam
homage,penghormatan
culture,budaya
sat,duduk
sri,sri
sat sri akal,itu masuk akal
hindu,Hindu
lord,Tuan
cheer up,semangatlah
chakk de,Dalam k
phatte,phatte
losing,kekalahan
head,kepala
programmed,diprogram
bot,bot
hot-o-bot,hot-o-bot
download,unduh
nuts,gila
robotics,robotika
sign in,masuk
log in,Gabung
my place,tempatku
spark,percikan
electric,listrik
between,antara
circuit,sirkuit
wire,kawat
ugta,Bangkit
kharch,Biaya
aaga,Agha
aagyi,Berapi-api
password,kata sandi
login,Gabung
aage,Sebelumnya
in future,di masa depan
karna,karna
ghus,Pendakian
pc,pc
ghoonsa,Tinju
ghus ja,Masuk
aalsi,Malas
aish,aish
tafri,Tafari
udalo,berhasil
atm,ATM
zamane,Era
our times,masa kita
sangat,sangat
asar,Ayo
bigadna,Memburuk
dekhi,Ayo lihat
grey,Abu-abu
friday,Jumat
chutti,Liburan
mondays,senin
weekdays,hari kerja
vegeta,Vegeta
saiyans,saiyan
dragon ball z,Dragon Ball Z
I'm the prince of all saiyans,Saya adalah pangeran dari semua saiyan
huh,Hah
trunks,celana pendek
the future is here,masa depan ada di sini
I'll cut you into little pieces,Saya akan memotong Anda menjadi potongan-potongan kecil
super saiyan,super saiyan
goku,goku
its over 9000,Lebih dari 9000
krillin,krillin
no one cares about me,tidak ada yang peduli padaku
saiyan,Saiyan
kame haame ha,kame haame ha
spirit bomb,bom roh
saiyan god,Dewa saiyan
kame hame ha,Ya di tempat kerja
double trouble,masalah ganda
frieza,kedinginan
you little monkey,kamu monyet kecil
school test,tes sekolah
nahiii,Nahi
daant,Gigi
aaj toh,aaj toh
interval,selang
fod,menjadi
come here,kemari
how's,bagaimana kabar
been,telah
kaisa,Kaisa
journey,perjalanan
afternoon,sore
congratulate,mengucapkan selamat
congo,congo
pranam,Salam
kaisi hai,Bagaimana
aur batao,Ceritakan lebih banyak
how are you doing,apa kabar
have a,punya a
have a good day,semoga harimu menyenangkan
badahiya,Penatua
shubh ratri,shubh ratri
gd mrng,Selamat pagi
gm,gm
buttercup,cangkir mentega
theory,teori
big bang theory,teori Big Bang
tv series,serial tv
binge,pesta makan
binge watch,pesta menonton
addiction,kecanduan
had,telah
nice to,bagus untuk
humble,merendahkan
supernatural,gaib
chick,anak ayam
flick,mengibaskan
moments,momen
i did it,saya melakukannya
myslef,diri
walter,walter
doesnt,tidak
does not,tidak
affect,mempengaruhi
barney,barney
stinton,stinton
legend,legenda
dary,hadiah
wait for it,menunggu untuk itu
how I met your mother,bagaimana aku bertemu ibumu
himym,himym
judging,menilai
sherlock,sherlock
holmes,holmes
sherlock holmes,Sherlock Holmes
charlie,charlie
and a half,dan setengah
do not,tidak
tempt,menggoda
passenger,penumpang
sestra,saudara perempuan
level,tingkat
monica clean,bersih
racheal,racheal
Daenerys Targaryen,Daenerys Targaryen
thrones,singgasana
we are,kita
series,seri
television,televisi
saving,penghematan
arya,arya
stark,telanjang
arya stark,arya stark
yigrette,ygritte
jon,jon
you know nothing,kamu tidak tahu apa-apa
smelly cat,kucing bau
my mother,ibuku
tested,diuji
pop,pop
pop talk,bicara pop
no one,tidak seorangpun
loves me,mencintaiku
i am sad,aku sedih
feeling bad,merasa tidak enak
be back,akan kembali
sticky,lengket
sticky toons,toons lengket
who is,siapa yang
who's your daddy,siapa ayahmu
trail,jejak
I can be,saya bisa menjadi
irritating,menjengkelkan
can piss you off,bisa membuatmu kesal
breakfast,sarapan
finish,selesai
speaking,berbicara
I am your,aku milikmu
glorious,mulia
dont',jangan '
vodafone,vodafone
zoozoo,bagus
voda,air
zoo zoo,kebun binatang
haaalp,haaalp
awestruck,terpesona
listen,mendengarkan
listen up,dengarkan
loudspeaker,pengeras suara
zoo,kebun binatang
anime,anime
dnd,dnd
do not disturb,jangan ganggu
zoooom,kebun binatang
loves you,mencintaimu
wake me up,bangunkan aku
coward,pengecut
you're,kamu
positive,positif
fucks,keparat
out of fucks,kehabisan keparat
solution,larutan
deal with it,menghadapinya
shit happens,sial terjadi
like a boss,seperti Bos
i know,aku tahu
almost,hampir
gave,memberi
gave a fuck,memberi fuck
F word,Kata F
bwahaha,bwahaha
heh heh,heh heh
impressed,terkesan
told,diceritakan
did,melakukan
dafaq,biaya
such,seperti itu
kolaveri,kolaveri
kolaveri di,kolase di
why this kolaveri di,mengapa di kolaveri ini
I hunt,Saya berburu
bakes,bakes
katnis,katniss
everdeen,selamanya
katnis everdeen,Katniss Everdeen
hunger games,game kelaparan
sharon,sharon
stone,batu
basic,dasar
instincts,insting
hollywood,hollywood
hollywood movies,film hollywood
be with you,bersama denganmu
star wars,perang bintang
talk to the,berbicara dengan
claw,cakar
terminator,terminator
terminator 2,terminator 2
hasta,hingga
vista,pemandangan
hasta la vista,sampai jumpa
kill bill,bunuh tagihan
promised,dijanjikan
would,akan
be nice,bersikap baik
davra,bulat
aabra ka daabra,aabra ka daabra
hogwards,Hogwarts
magical,gaib
harry potter,harry potter
you',kamu'
precious,berharga
lord of the rings,Lord of the Rings
godfather,ayah baptis
can not,tidak bisa
i will break you,aku akan menghancurkanmu
caribbean,karibia
pirates of caribbean,bajak laut Karibia
jahan,Dimana
goal,tujuan
de dana dan,hari de hari
de dana dan goal,de day dan goal
court,pengadilan
sirf,Adil
karoonga,Akan lakukan
kitni,Berapa banyak
pareshaani,Masalah
lega,campuran
bhagwaaan,Dewa
jaane ke liye,Untuk pergi
lash,bulu mata
gujarna,Untuk lulus
aar,aar
paar,pasangan
aar ya paar,spike ya pasangan
sab ko,Untuk semua
ungli,Jari
par,oleh
nacha,nacha
doonga,tidur
ye le,Ini malam
yellow card,kartu kuning
seedhe,Secara langsung
penalty,penalti
baaton,Hal-hal
nahin,Tidak semuanya
maante,maante
aaye,Tiba
dipper,timba
truck,truk
buri,Buntut kuning
wale,wale
mooh,Mulut
kaala,istilah
balle,peluru
balle balle,bola
karle,Jika Anda lakukan
marry,nikah
awaaz,awaaz
sound,suara
all iz well,semua baik-baik saja
after,setelah
whisky,wiski
drunk drive,drive dalam keadaan mabuk
hus,rumah
jaega,Akan pergi
okayy,oke
pleaze,pleaze
highly,sangat
inflammable,mudah terbakar
noodles,Mie
kung fu,Simbol Gua Kun
panda,panda
animated,animasi
kung fu panda,kung fu panda
now now now,sekarang sekarang sekarang
didnt,tidak
kung,kung
fu,Wakil
thats it,itu dia
animation,animasi
lets begin,Mari kita mulai
skadoosh,skadoosh
kungfu panda,kungfu panda
has,telah
yikes,Astaga
doo,doo
phineas,phineas
ferb,ferb
incredibly,luar biasa
observant,taat
impossible,mustahil
possible,bisa jadi
batwoman,wanita batman
flash,flash
flintstones,batu api
yaba,Yaba
daba,memberi
yaba daba doo,jadi berhati-hatilah
popeye,Popeye
spinach,bayam
i need my spinach,saya perlu bayam saya
sticky toon,lengket toon
jinkies,jinkies
scooby doo,scooby doo
johny,Johnny
meowww,meowww
cat sound,suara kucing
kame,Bangkitlah
toon,toon
the mask,topeng
mask,topeng
spiderman,manusia laba-laba
bb8,bb8
droid,droid
force awakens,kekuatan terbangun
rey,rey
yoda,yoda
master of the jedi,penguasa jedi
jedi,jedi
empire,Kekaisaran
watto,Watt
princess liea,tuan putri
luke skywalker,luke skywalker
master luke,master luke
darth vader,Darth Vader
dark side,sisi gelap
han solo,hanya punya
finn,Finn
trendy,bergaya modern
rhythm,irama
mc donalds,mcdonalds
happy meal,selamat makan
aloo tikki,menjahit aloo
mc burger,burger mc
veg burger,melawan warga
i m loving it,Saya menyukainya
i like it,saya suka itu
huge,besar sekali
one bite,satu gigitan
fries,kentang goreng
french fries,kentang goreng
tomato ketchup,saus tomat
complimentary,gratis
mcdonalds,mcdonalds
mc d,mc d
nom nom nom,nama nama nama
I love food,saya suka makanan
eat sleep repeat,makan tidur ulangi
i'm loving it,saya menyukainya
makes you happy,membuatmu senang
rejoice,bersuka cita
mc aloo tiki,mcaloo tikki
chicken burger,burger ayam
have a burger,makan burger
mc aloo tikki,mc aloo stitch
extra cheese,keju ekstra
burden,beban
need a nap,butuh tidur siang
drowsy,mengantuk
overload,kelebihan beban
projects,proyek
cant afford,tidak mampu
too expensive,terlalu mahal
exams,ujian
chill out,tenang
mass bunk,tempat tidur besar
easier studies,studi lebih mudah
drop out,keluar
stressed,stres
depression,depresi
tommorow,besok
worried,cemas
not ready,belum siap
no preparations,tidak ada persiapan
anxiety,kegelisahan
beak,paruh
duck shoes,sepatu bebek
all about me,semua tentang aku
self,diri
convo,obrolan
daily convos,konvoi harian
conersation,percakapan
just me,hanya aku
duck face,muka bebek
so boreddd,sangat bosan
nothing to do,tidak ada hubungannya
nothing much,tidak banyak
kurti,untuk membuat
can u hear me,Bisakah kamu mendengarku
hellloooo,hellloooo
where are you,dimana kamu
here i am,Saya disini
mai aa gaya,Mei telah tiba
black outfit,pakaian hitam
heroic,heroik
on my way,dalam perjalanan
will reach soon,akan segera mencapai
bicycle,sepeda
bicycle ride,naik sepeda
sneakers,sepatu kets
lady bird,nyonya burung
summer outfit,pakaian musim panas
kya haal hai,Apa kabar
how you doing,apa kabar
kya chal raha,Apa yang terjadi
kaise ho,Apa kabar
relaxed,santai
jeans top,jeans top
task accomplished,tugas selesai
work done,kerja selesai
work outfit,baju kerja
working lady,wanita pekerja
shirts and shirt,kemeja dan kemeja
smartness,kecerdasan
stilettoes,stiletto
monday blues,senin blues
weekend awaited,akhir pekan ditunggu
friday is best,jumat adalah yang terbaik
too much work,terlalu banyak bekerja
too busy,terlalu sibuk
office outfit,pakaian kantor
jeggings,jeggings
sacchi kahani,Kisah nyata
mahatma gandhi,Mahatma Gandhi
lazy lad,anak yang malas
in a rush,terburu-buru
red or blue,merah atau biru
need help,Butuh bantuan
choose one,Pilih satu
marketing,pemasaran
please come,silakan datang
aaiye,Ayo
guest honour,kehormatan tamu
dressed up,berdandan
pink dress,gaun merah muda
bahot kha liya,Makan banyak
over eating,lebih dari makan
pot belly,perut buncit
zinda hu,Saya hidup
i am alive,saya hidup
i have coffee,saya punya kopi
coffee is the saviour,kopi adalah penyelamatnya
cafe coffee day,hari kafe kopi
relaxed position,posisi santai
summers,musim panas
denims,denim
jerk,menyentakkan
mock,mengejek
mocking,mengejek
making fun,mengolok-olok
owl,burung hantu
april fool,April bodoh
happy april fool's day,selamat hari April Mop
happy april fools day,selamat hari April Mop
dumbo,bodoh
budhdhu,Idiot
no brain,tidak ada otak
chutia,rasa
Deja Chu,Tinggalkan Chu
deja vu,sudah terlihat
bewakoof,Tanpa otak
april fool day prank,April bodoh prank
pranking,mengerjai
prankster,orang iseng
unexpected,tak terduga
umeed,Harapannya
expectations,harapan
lots of fun,banyak bersenang-senang
Khotte De Puttar,Khotte De Puttar
gadha,Keledai
angry girl,gadis yang marah
punjabi cuss words,kata makian punjabi
punjabi gaali,Penyalahgunaan Punjabi
costume,kostum
t-shirt,kaos
Gujarati Green Chutney,Gujarati Green Chutney
Green Chatni,Green Chutney
Kakori kebab,Kebab Kakori
Shami kebab,Shami kebab
Kalmi kebab,Kebab kalmi
Tunde ke kabab,Tunday K Kebab
Sambhali kebab,Kebab Sambhali
Galawati,Galawati
Bihari kebab,Kebab Bihari
Boti kebab,Kue wortel
Seekh Kebab,Kebab Sikh
Reshmi kebab,Kebab sutra
Tikka kebab,Dab kebab
Tangdi kebab,tang dike baba
Kaleji kebab,Kebab asin
Hariali chicken kebab,Kebab ayam hariyali
mithi chatni,Saus manis
Pyarvyar,Cinta
holiwithcolour,holiwithcolour
Auto rickshaw,Becak otomatis
Electric Auto Rickshaw,Becak Auto Listrik
Roll Over Kebab Zirakpur,Roll Over Kebab Zirakpur
Kababs N Roll,Kabab N Roll
Chicken Kathi Kebab rolls,Ayam Kathi Kebab digulung
Geela,Unta
Romaal,Romansa
Funny Shayari,Shayari lucu
Kya Mazak Hai,Benar-benar lelucon
Pampers Pant Style Diapers,Memanjakan Popok Gaya Celana
SRIM Reusable cotton nappy,SRIM Reusable popok katun
Littly Cushioned Cloth Nappies,Popok Kain Littly Empuk
LANGOTS,Longotus
Huggies Wonder Pants,Huggies Wonder Pants
Mamy Poko Pants,Kami memiliki Celana Poko
hag ke hath dhota nai,Cuci tangan saya
Chori kiya maal wapis hota nai,Barang-barang curian dikembalikan
Open defecation,Buang air besar sembarangan
खुले में शौच यानी बीमारियों को निमंत्रण,Buang air besar berarti mengundang penyakit
Vidya Balan,Vidya Balan
Nirmal Bharat Abhiyan,Nirmal Bharat Abhiyan
jaha soch waha shauchalaya,Di mana ada toilet
Bad Boy,Anak nakal
Chori Chori,Diam-diam
Ajay Devgan,Ajay Devgan
Rani Mukerji,Rani Mukerji
