bobble,बडबड
buri,यलोटेल
wale,वेले
mooh,तोंड
kaala,मुदत
balle,गोळी
balle balle,बॉल बॉल
karle,आपण तर
marry,लग्न करा
awaaz,अवाझ
sound,आवाज
all iz well,सर्व iz चांगले
after,नंतर
whisky,व्हिस्की
drunk drive,नशेत ड्राइव्ह
hus,घर
jaega,जाईल
okayy,ठीक आहे
pleaze,pleaze
highly,अत्यंत
inflammable,ज्वलनशील
noodles,नूडल्स
kung fu,कुन ग्वा प्रतीक
panda,पांडा
animated,अ‍ॅनिमेटेड
kung fu panda,कुंग फू पांडा
now now now,आता आता
didnt,नाही
kung,कुंग
fu,कुलगुरू
thats it,बस एवढेच
animation,अ‍ॅनिमेशन
lets begin,चला सुरवात करूया
skadoosh,स्कॅडोश
kungfu panda,पांडा कुंग फू
has,आहे
yikes,अरेरे
doo,डू
phineas,फिनस
ferb,ferb
incredibly,विश्वास बसणार नाही इतका
observant,निरिक्षक
impossible,अशक्य
possible,शक्य
batwoman,पिल्ले मारणे
flash,फ्लॅश
flintstones,फ्लिंटस्टोन
yaba,यबा
daba,दिले
yaba daba doo,म्हणून सावध रहा
popeye,पोपये
spinach,पालक
i need my spinach,मला माझ्या पालकांची गरज आहे
sticky toon,चिकट टून
jinkies,जिन्कीज
scooby doo,स्कूबी डू
johny,जॉनी
meowww,meowww
cat sound,मांजरीचा आवाज
kame,गुलाब
toon,टून
the mask,मुखवटा
mask,मुखवटा
spiderman,स्पायडरमॅन
bb8,बीबी 8
droid,droid
force awakens,शक्ती जागृत होते
rey,रे
yoda,योडा
master of the jedi,जेडीचा मास्टर
jedi,जेडी
empire,साम्राज्य
watto,वॅट
princess liea,राजकन्या खोटे
luke skywalker,लूक स्कायवॉकर
master luke,मास्टर ल्यूक
darth vader,darth vader
dark side,काळी बाजू
han solo,फक्त आहे
finn,फिन
trendy,कालानुरुप
rhythm,ताल
mc donalds,एमसी डोनाल्ड्स
happy meal,आनंदी जेवण
aloo tikki,आलू टाके
mc burger,एमसी बर्गर
veg burger,लढाऊ नागरिक
i m loving it,मी प्रेम करतो
i like it,मला ते आवडते
huge,प्रचंड
one bite,एक चाव
fries,फ्राईज
french fries,फ्रेंच फ्राइज
tomato ketchup,टोमॅटो केचअप
complimentary,मानार्थ
mcdonalds,मॅकडोनल्ड्स
mc d,एमसी डी
nom nom nom,नाव नाव नाव
I love food,मला खाणं आवडते
eat sleep repeat,झोपेची पुनरावृत्ती खा
i'm loving it,मी प्रेम करतो
makes you happy,तुम्हाला आनंदित करते
rejoice,आनंद करा
mc aloo tiki,mcaloo टिक्की
chicken burger,चिकन बर्गर
have a burger,एक बर्गर आहे
mc aloo tikki,एमसी आलू टाके
extra cheese,अतिरिक्त चीज
burden,ओझे
need a nap,डुलकी हवी आहे
drowsy,तंद्री
overload,ओव्हरलोड
projects,प्रकल्प
cant afford,परवडत नाही
too expensive,खूपच महाग
exams,परीक्षा
chill out,बाहेर थंड
mass bunk,वस्तुमान बंक
easier studies,सोपे अभ्यास
drop out,सोडून द्या
stressed,ताण
depression,औदासिन्य
tommorow,टॉमरो
worried,काळजीत
not ready,तयार नाही
no preparations,तयारी नाही
anxiety,चिंता
beak,चोच
duck shoes,बदके शूज
all about me,सगळ माझ्याबद्दल
self,स्वत: चे
convo,कॉन्व्हो
daily convos,दररोज कॉन्फो
conersation,संभाषण
just me,फक्त मी
duck face,बदक चेहरा
so boreddd,खूप कंटाळा आला
nothing to do,काही करायला नाही
nothing much,खास काही नाही
kurti,तयार करण्यासाठी
can u hear me,तू मला ऐकू शकतोस का
hellloooo,Hellloooo
where are you,तू कुठे आहेस
here i am,मी इथे आहे
mai aa gaya,मे आला आहे
black outfit,काळा पोशाख
heroic,वीर
on my way,माझ्या मार्गावर
will reach soon,लवकरच पोहोचेल
bicycle,सायकल
bicycle ride,सायकल चालविणे
sneakers,स्नीकर्स
lady bird,महिला पक्षी
summer outfit,ग्रीष्मकालीन साहित्य
kya haal hai,आपण कसे आहात
how you doing,आपण कसे करत आहात
kya chal raha,काय चालू आहे
kaise ho,आपण कसे आहात
relaxed,निवांत
jeans top,जीन्स टॉप
task accomplished,कार्य साधले
work done,काम झाले
work outfit,कार्य साहित्य
working lady,काम करणारी बाई
shirts and shirt,शर्ट आणि शर्ट
smartness,हुशारपणा
stilettoes,स्टिलेटो
monday blues,सोमवार संथ
weekend awaited,शनिवार व रविवार प्रतीक्षा
friday is best,शुक्रवार उत्तम आहे
too much work,खूप काम
too busy,खूप व्यस्त
office outfit,कार्यालयीन साहित्य
jeggings,jeggings
sacchi kahani,खरी कहाणी
mahatma gandhi,महात्मा गांधी
lazy lad,आळशी मुलगा
in a rush,घाईत असणे
red or blue,लाल किंवा निळा
need help,मदत हवी आहे
choose one,एक निवडा
marketing,विपणन
please come,कृपया ये
aaiye,चला
guest honour,अतिथी सन्मान
dressed up,कपडे घातले
pink dress,गुलाबी पोशाख
bahot kha liya,खूप खाल्ले
over eating,जास्त खाणे
pot belly,भांडे पोट
zinda hu,मी जिवंत आहे
i am alive,मी जिवंत आहे
i have coffee,माझ्याकडे कॉफी आहे
coffee is the saviour,कॉफी रक्षणकर्ता आहे
cafe coffee day,कॅफे कॉफी डे
relaxed position,आरामशीर स्थिती
summers,उन्हाळा
denims,डेनिम्स
jerk,धक्का
mock,थट्टा
mocking,थट्टा
making fun,मजा करणे
owl,घुबड
april fool,एप्रिल फूल
happy april fool's day,एप्रिल फूल डेच्या शुभेच्छा
happy april fools day,एप्रिल फूल डे शुभेच्छा
dumbo,डंबो
budhdhu,मूर्ख
no brain,बीनडोक
chutia,चव
Deja Chu,चू सोडा
deja vu,आधीच पाहिलेले
bewakoof,निर्बुद्ध
april fool day prank,एप्रिल फूल डे खोडा
pranking,खोड्या
prankster,खोड्या
unexpected,अनपेक्षित
umeed,अपेक्षा
expectations,अपेक्षा
lots of fun,खूप मजा
Khotte De Puttar,खोट्टे दे पुत्तर
gadha,गाढव
angry girl,संतप्त मुलगी
punjabi cuss words,पंजाबी कुस शब्द
punjabi gaali,पंजाबी शिवीगाळ
costume,पोशाख
t-shirt,टी-शर्ट
Gujarati Green Chutney,गुजराती हिरवी चटणी
Green Chatni,हिरवी चटणी
Kakori kebab,काकोरी कबाब
Shami kebab,शमी कबाब
Kalmi kebab,कल्मी कबाब
Tunde ke kabab,टुंडय के कबाब
