bobble,ਬੌਬਲ
chhatibaharpetandar,ਛਤੀਬਹਾਰਪਤੇਰ
chhati,ਛਾਤੀ
lean,ਚਰਬੀ
abs,ABS
telnikalgaya,telnikalgaya
wornout,ਫਟ ਚੁੱਕਿਆ
afterworkout,ਬਾਅਦ ਦਾ ਕੰਮ
jofitwohit,jofitwohit
active,ਸਰਗਰਮ
befit,ਅਨੁਕੂਲ
befitasafiddle,ਾ ਲ ਫ
fitasafiddle,ਵਿਦਾਈ
eathealthy,ਖਰਾਬ
stayhealthy,ਸਿਹਤਮੰਦ
kalsediet,kalsediet
kakse,ਦੋ
kalsepukka,ਕੈਲਸਾਈਟ
allpumpedup,allpumpedup
pumpedup,ਪੰਪਡ
pumpup,ਪੰਪ
pump,ਪੰਪ
6packabs,6 ਪੈਕੈਬਸ
smokingkills,ਤੰਬਾਕੂਨੋਸ਼ੀ
slam,ਸਲੈਮ
dunk,ਡੰਕ
slamanddunk,ਸਲੈਮੈਂਡਨਕ
bahotkhaliya,ਬਖੋਟਖਾਲੀਆ
atetoomuch,atetoomuch
bodyshamming,ਸਰੀਰ ਸ਼ਰਮ
motakiskobola,ਮੋਟਰਸਾਈਕਲ ਤੋਪਾਂ
overweight,ਭਾਰ
leanmeat,ਚਰਬੀ ਮਾਸ
healthfood,ਸਿਹਤ
iloveyoga,iloveyoga
poweryoga,ਪਾਵਰਯੋਗਾ
meditate,ਅਭਿਆਸ ਕਰੋ
youneedadoctor,youneedadoctor
medicine,ਦਵਾਈ
phyisician,ਵੈਦ
moreyoga,ਮੋਯਯੋਗਾ
motilagrahihu,ਮੋਤੀਲਾਗੜੀ
paranthe,ਪਰਾਂਠਾ
salmankhai,ਸਲਮਾਨਖ
lovecycling,ਲਵਸਾਈਕਲਿੰਗ
weightloss,ਵਜ਼ਨ ਘਟਾਉਣਾ
10kgslost,10kgslost
lost10kgs,10 ਗੁਆ
kilos,ਕਿੱਲੋ
gymming,gymming
boxingbag,ਮੁੱਕੇਬਾਜ਼ੀ ਬੈਗ
gymshim,ਜਿੰਮ
khudpadhlena,ਪਰਿਵਾਰ ਨਾਲ
biology,ਜੀਵ ਵਿਗਿਆਨ
reproductivesystem,ਪ੍ਰਜਨਨ ਪ੍ਰਣਾਲੀ
readityourself,ਰੀਡਿਟੀਅਰਸੈਲਫ
PT,ਪੀ.ਟੀ.
zeroperiod,ਜ਼ੀਰੋਪੇਰਿਓਡ
period,ਪੀਰੀਅਡ
grapes,ਅੰਗੂਰ
pin,ਪਿੰਨ
pindropsilence,pindropsilence
pindrop,pindrop
getout,getout
outofclass,ਆਉਟਫਲਾਸ
angryteacher,ਨਾਰਾਜ਼
becreative,ਬੇਕਰਾਰ
taecher,ਅਧਿਆਪਕ
maths,ਗਣਿਤ
mathematics,ਗਣਿਤ
syllabus,ਸਿਲੇਬਸ
khudparlo,ਹਡਪਾਰਲੋ
ladyteacher,ਲੇਡੀਟੀਚਰ
fishmarket,ਫਿਸ਼ ਮਾਰਕਿਟ
isthisafishmarket,isthisafishmarket
bequiet,ਸੁਵਿਧਾ ਨਾਲ
PTmeeting,ਪੀਟੀਮੀਟਿੰਗ
parentteacher,ਮਾਪੇ ਅਧਿਆਪਕ
badteacher,ਬਦਕਾਰ
stoptalking,ਰੁਕਣਾ
backbencher,ਬੈਕਬੈਂਚਰ
chalk,ਚਾਕ
dharti,ਧਰਤੀ
bojh,ਬੋਝ
dhartipebojh,ਧਾਰਟੀਪੋਬਜ਼
nopower,ਨਾਓਪਾਵਰ
whip,ਕੋਰੜਾ
waste,ਫਜ਼ੂਲ
wasteoftime,ਸਮੇਂ ਦੀ ਬਰਬਾਦੀ
timepass,ਟਾਈਮਪਾਸ
killtime,ਹੱਤਿਆ
weekending,ਹਫਤੇ ਦੀ ਚੀਜ਼
nochance,ਸਕ੍ਰੈਚ
noway,ਹੋ ਨਹੀਂ ਸਕਦਾ
lookwhostalking,ਦੇਖੋ
whostalking,ਖੂਬਸੂਰਤ
luckbychance,ਕਿਸਮਤ
happygolucky,ਖੁਸ਼ਹਾਲੀ
closediscussion,ਬੰਦ
stopdiscussion,ਰੋਕ
welcomeme,ਜੀ ਆਇਆਂ ਨੂੰ
takeiteasy,takeiteasy
golmal,ਸ਼ੋਰ
mess,ਗੜਬੜ
messed,ਗੜਬੜ
messedup,ਘਾਲਾ ਮਾਲਾ ਕਰਨਾ
kahanbusy,ਕਾਹਨਬੂਸੀ
mainepyarkiya,ਮੈਂ ਪਿਆਰ ਕਰਦਾ ਹਾਂ
nosorrynothankyou,nosbodynothankyou
sabka,ਹਰ ਕੋਈ
aapsabkaswagathai,ਸਭ ਨੂੰ ਜੀ ਆਇਆਂ ਨੂੰ
shayar,ਕਵੀ
arz,ਦੀ ਸਪਲਾਈ
arzkiyahai,ਅਰਜਕੀਆ
poem,ਕਵਿਤਾ
bathroomsinger,ਇਸ਼ਨਾਨਘਰ
bathroomsinging,ਇਸ਼ਨਾਨਘਰ
ilovesinging,ilovesinging
yippe,Yippee
finally,ਅੰਤ ਵਿੱਚ
dhayn,ਧਿਆਨ
dhyando,ਧਿਆਨਡੋ
dhyaando,ਧਿਆਨ ਦਿਓ
bachha,ਬੇਬੀ
attention,ਧਿਆਨ
payattention,ਧਿਆਨ ਦਿਓ
whoshere,ਜੋ ਵੀ
whoishere,ਜੋ ਵੀ
lookwhoishere,ਜੋ ਵੀ ਦੇਖੋ
public,ਜਨਤਕ
logkyakahenge,logkyakahenge
kyakahenge,ਤੁਸੀਂ ਕੀ ਕਹੋਗੇ
story,ਕਹਾਣੀ
truestory,ਸੱਚੀ ਕਹਾਣੀ
taajakhabar,ਰਿਫਰੈਸ਼ਰ
tazakhabar,ਰਿਫਰੈਸ਼ਰ
khabar,ਭੋਜਨ
reporting,ਰਿਪੋਰਟਿੰਗ
legs,ਲੱਤਾਂ
lath,lath
legskafihai,legskafihai
tereliyelegskafihai,tereliyelegskafihai
tang,ਟਾਂਗ
bachgaya,bachgaya
bach,ਬੈਚ
saved,ਸੰਭਾਲੀ ਗਈ
itnasannata,ਬਹੁਤ ਸੰਤੁਸ਼ਟੀ
shocking,ਹੈਰਾਨ ਕਰਨ ਵਾਲਾ
shockingnews,ਹੈਰਾਨ ਕਰਨ ਵਾਲੀ
bathroomdancing,ਬਾਥਰੂਥਨਸਿੰਗ
sharelocation,ਸ਼ੇਅਰ ਦੀ ਸਥਿਤੀ
shareyourloaction,ਸਾਂਝਾ ਕਰੋ
located,ਸਥਿਤ
sendlocation,ਭੇਜੋ
karni,ਕਾਰਨੀ
bharni,ਭੰਡਾਰ
asyousow,asyousow
soshallyoureap,ਸੋਸ਼ਲਲੋਰਪ
sow,ਬੀਜਦੇ
reap,ਵੱਢਣਾ
jaisikarni,ਅਸਮਿਤ੍ਰਿਕ
waisibharni,ਇਸੇ ਤਰਾਂ ਦੇ
keepitclean,ਕੀਪਟਕਲੈਨ
earth,ਧਰਤੀ
aforestation,ਉਪਰੋਕਤ
swachhbharat,ਸਵੱਛ ਭਾਰਤ
plant,ਪੌਦਾ
plants,ਪੌਦੇ
trees,ਰੁੱਖ
plantttrees,ਪੌਦੇ
kitten,ਬਿੱਲੀ ਦਾ ਬੱਚਾ
awwie,ਅਜੀਬ
kitty,ਕਿਟੀ
awwww,awwww
aw,ਅਤੇ
virgin,ਕੁਆਰੀ
beerday,beerday
singler,ਗਾਇਕਾ
readytomingle,ਰੈਡੀਟੋਮਿੰਗਲ
mingle,ਮਿਲਾਉਣਾ
sallu,ਸੱਲੂ
sallubhai,ਸੱਲੂਭਾਈ
idol,ਮੂਰਤੀ
loveofmylife,ਮੇਰੀ ਜ਼ਿੰਦਗੀ ਦਾ ਪਿਆਰ
pizzalove,ਪਿਜ਼ਲੋਵ
loveforpizza,loveforpizza
Valentine'sDay,ਵੇਲੇਂਟਾਇਨ ਡੇ
14thFeb,14 ਵੀਂ ਫੀਬ
valentines,ਵੈਲੇਨਟਾਈਨ
happyvalentinesday,ਪ੍ਰੇਮ ਦਿਹਾੜਾ ਮੁਬਾਰਕ
billi,ਜਦ ਕਿ
pussycat,ਪੁੱਕਟ
hugday,ਜੱਫੀ
dating,ਡੇਟਿੰਗ
internet,ਇੰਟਰਨੈੱਟ
net,ਜਾਲ
www,www
datetheinternet,ਤਾਰੀਖ
allthesingleladies,allthesingleladies
singlegirl,ਸਿੰਗਲਗਰਲ
singleladies,ਇਕੱਲੇ
beingsingle,ਜੀਵ
whatanidea,whatanidea
sirji,ਸਰਜੀ
walkandtalk,ਵਾਕੈਂਡਟਲਕ
savepaper,ਸੇਵ ਪੇਪਰ
usemobile,ਯੂਜ਼ਰ ਮੋਬਾਈਲ
savetrees,ਸੇਵਟ੍ਰੀਜ਼
noullubanaoing,noullubanaoing
noidea,ਨੋਇਡਾ
getidea,ਜੀਟੀਡੀਆ
inn,ਸਰਾਂ
rocks,ਚਟਾਨ
innrocks,ਅਣਗਿਣਤ
honeybuuny,ਸ਼ਹਿਦ
musy,ਮਸੈ
corny,ਕੌਰਨੀ
youaemyhoneybunny,youaemyhoneybunny
forthepeople,ਅਗਾਂਹਵਧੂ
bythepeople,ਲੋਕਾਂ ਦੁਆਰਾ
canchangeyourlife,ਕੈਨਚੇਅਰਯੂਰਿਫ
3g,ਏਸੀ
3gpebiji,Go ਗੱਪਾਂ
3Gpebusy,3 ਜੀ ਪੀਬੀਸੀ
biji,ਬੀਜ
tinderlicious,ਛੂਤ ਵਾਲੀ
tinderliciousdude,tenderliciousdude
meetup,ਨੂੰ ਮਿਲਣ
letsmeetup,ਲੈਮੀਟਅਪ
swipe,ਸਵਾਈਪ
swiperight,swiperight
swiperightmaterial,swiperightmatory
swiperightguy,swiperightguy
looking,ਦੇਖ ਰਿਹਾ
superlike,ਬਹੁਤ ਵਧੀਆ
lyk,ਲਾਸ਼
dislike,ਨਾਪਸੰਦ
dislikes,ਨਾਪਸੰਦ
dislyk,dislyk
swiperightgirl,swiperightgirl
lookingforthat,ਤਲਾਸ਼
maginifyingglass,ਵੱਡਦਰਸ਼ੀ ਸ਼ੀਸ਼ਾ
leftswipe,ਖੱਬੇ ਪਾਸੇ
leftswipematerial,ਖੱਬੇਪੱਖੀ
swipeleftguy,swipeleftguy
swipeleft,ਸਵਾਈਪਲफ्ट
swipeleftgirl,ਸਵਾਈਪਲਿਫਟਗਰਲ
happybeerday,ਮੁਬਾਰਕ
lovebeer,ਲਵਬੀਅਰ
beerlove,ਬੀਅਰਲੋਵ
khatam,ਰਿੰਗ
finished,ਖਤਮ
jackpot,ਜੈਕਪਾਟ
beercrate,ਬੇਅਰਕ੍ਰੇਟ
beertray,ਬੀਅਰਟਰੇ
jackpotlaggayi,ਜੈਕਪਾਟਲਾਗੈਗੀ
talli,ਸਥਿਰ
sloshed,ਕੁੱਟਿਆ
passedout,ਨਁਸ ਗਿਆ
givememore,givememore
morebeer,morebeer
drinkkaking,drinkkaking
cheersman,ਚੀਅਰਸਮੈਨ
beerbath,ਬੇਰਬਥ
bathtub,ਬਾਥਟਬ
scrub,ਰਗੜੋ
alcoholichu,ਸ਼ਰਾਬ
alcoholic,ਸ਼ਰਾਬੀ
alcoholaddict,ਅਲਕੋਹਲਾਡਿਕਟ
addict,ਆਦੀ
mainalcoholichu,ਖਣਿਜ ਅਲਕੋਹਲ
tallihua,ਲੰਬੀਆ
bhaand,ਬਫੂਨ
bhand,ਬਫੂਨ
giftkahahai,ਕਿੱਥੇ ਦਾਤ ਹੈ
waitforit,ਉਡੀਕ
stahp,ਸਟੈਪ
stopit,ਰੋਕੋ
stopitplease,ਰੁਕੋ
momlovesmemore,ਮੰਮੀ
loves,ਪਿਆਰ ਕਰਦਾ ਹੈ
lovesme,loveme
lovesmemore,ਪਿਆਰਾ
loveyousis,loveyousis
behena,ਬੀਹੀ
loveyousister,ਪਿਆਰਾ
loveyoubro,loveyoubro
loveyoubrother,ਪਿਆਰਾ
it'smine,ਇਹ ਮੇਰਾ ਹੈ
merahai,ਛੁਟਕਾਰਾ
iwantitnow,ਇਵੈਂਟਿਟਨੋ
wantitnow,ਚਾਹੇਗਾ
secretgift,ਸੀਕਰੇਟ ਗਿਫਟ
it'sasecret,itasecret
heysister,ਵਾਰਿਸ
heysista,ਹੋਲਡਿੰਗ
heybrother,ਹੇਬੀਬਰਥ
heybroda,ਹੇਬਰੋਡਾ
remote,ਰਿਮੋਟ
giveittome,ਇਹ ਮੈਨੂੰ ਦਿਓ
givittomenow,givittomenow
dadlovesmemore,ਡੈਡਲੋਵਸਮੇਮੋਰ
stayawayfromme,ਰੁਕਣਾ
stayaway,ਦੂਰ ਰਹਿਣ
miranda,ਮਿਰਾਂਡਾ
fest,Fest
entry,ਪ੍ਰਵੇਸ਼
entrykarwade,Entrikarvad
mirandafest,ਮਿਰਾਂਡਾਫੇਸਟ
winters,ਸਰਦੀਆਂ
sudama,ਸੁਦਾਮਾ
sudamakichai,ਸੁਦਾਮਕੀ
theek,ਇਹ ਸਹੀ ਹੈ
theektheek,ਚਾਹ ਦੀ ਲਾਇਬ੍ਰੇਰੀ
bargain,ਸੌਦਾ
price,ਕੀਮਤ
theekpricelagao,theekpricelagao
10rs,10 ਸ
bargaining,ਸੌਦੇਬਾਜ਼ੀ
metrok10rslagtehai,metrok10rslagtehai
fare,ਕਿਰਾਇਆ
pg,ਪੀ.ਜੀ.
hostel,ਹੋਸਟਲ
pgwapis,pgwapis
nahiyaar,ਨਾਹੀਅਰ
pgwapisjanahai,pgwapisjanahai
ladiesnight,ਲੇਡੀਨਾਈਟ
girlsnight,ਕੁੜੀਆਂ ਦੀ ਰਾਤ
nightout,ਰਾਤ
uncle,ਚਾਚਾ
tomuncle,tomuncle
maggie,ਮੈਗੀ
tomunclekimaggie,tomunclekimaggie
maggiepoint,ਮੈਗੀਪੁਆਇੰਟ
aajkuchhtoofani,ਈਰਖਾ
tufani,ਤੂਫਾਨੀ
pepsi,ਪੇਪਸੀ
toofanikartehai,ਤੂਫਾਨ
classes,ਕਲਾਸਾਂ
classattend,ਕਲਾਸ
chacha,ਚਾਚਾ
chhole,ਹੈਜ਼ਾ
bhature,ਭਟੂਰੇ
chholebhature,ਚੋਲੇ ਭਟੂਰੇ
chachakchholebhature,chachakchholebhature
hudson,ਹਡਸਨ
letsgo,ਚਲਾਂ ਚਲਦੇ ਹਾਂ
letsgotohudson,ਆਓ ਜੀ
workonit,workonit
timetoleave,ਟਾਈਮਲੇਟਿਵ
tareef,ਵਡਿਆਈ
appreciate,ਕਦਰ ਕਰੋ
appreciation,ਕਦਰ
100%,100%
sau,ਜ
hundredpercent,ਸੌ ਸੌ
hundred,ਸੌ
onvacation,ਛੁੱਟੀ 'ਤੇ
vacationing,ਛੁੱਟੀਆਂ
nowifi,ਕੋਈ ਫਾਈ ਨਹੀਂ
brea,brea
lunchhour,ਦੁਪਹਿਰ ਦਾ ਖਾਣਾ
lunchtime,ਦੁਪਹਿਰ ਦੇ ਖਾਣੇ
discus,ਡਿਸਕ
discussthis,ਚਰਚਾ
letsdiscuss,ਆਓ ਵਿਚਾਰੀਏ
latetowork,ਲੇਟਟਵਰਕ
balancing,ਸੰਤੁਲਨ
balancingact,ਸੰਤੁਲਨ ਐਕਟ
beontime,beontime
dontbelate,dontbelate
teamlead,ਟੀਮ ਦੀ ਅਗਵਾਈ
alwaysright,ਹਮੇਸ਼ਾਂ ਸਹੀ
bossisalwaysright,Bossisalways
5minutes,5 ਮਿੰਟ
minutes,ਮਿੰਟ
5minutesmore,5 ਮਿੰਟ
janti,ਜਾਣੋ
sabjantihu,ਸਬ-ਸਿਟੀ
Iknowitall,ਆਈਕੈਨੀਟਲ
sabzi,ਸਬਜ਼ੀ
veggies,ਸ਼ਾਕਾਹਾਰੀ
sabzilenechal,ਸਬਜ਼ੀਲੇਨੇਚਲ
rishtedar,ਰਿਸ਼ਤੇਦਾਰ
relative,ਰਿਸ਼ਤੇਦਾਰ
baatkar,ਕੇ
speak,ਬੋਲੋ
pitai,ਪੁੱਛੋ
anede,ਸ਼ੱਕੀ
papakoaanede,papakoaanede
makhathkakhana,ਮਹਾਠਖਾਨਾ
kaha,ਨੇ ਕਿਹਾ
jharu,ਸਵੀਪ
safaikarnede,ਸਵੈਵੇਜਰ
mehman,ਮਹਿਮਾਨ
mehmaano,ਮਹਿਮਾਨ
guest,ਮਹਿਮਾਨ
guests,ਮਹਿਮਾਨ
mehmaanokliye,ਮਹਿਮਾਨ
snowwhite,ਬਰਫ ਦੀ ਸਫੇਦੀ
foreveryoung,ਹਮੇਸ਼ਾ ਲਈ ਜਵਾਨ
nevertooold,ਕਦੇ ਨਹੀਂ
youngatheart,youngatheart
ihaveadream,ਮੈਂ ਇੱਕ ਸੁਪਨਾ ਹੈ
rapunzel,ਰੈਪੰਜ਼ਲ
pocahontas,ਪੋਕਾਹੋਂਟਾਸ
path,ਮਾਰਗ
rightpath,ਸੱਜੇ ਪਾਸੇ
easiestpath,ਈਜ਼ੀਐਸਪਾਥ
merida,ਮੈਰੀਡਾ
fate,ਕਿਸਮਤ
changemyfate,ਚੇਂਜਮੀਫੇਟ
iwill,iwill
iwillchangemyfate,iwillchangemyfate
determination,ਦ੍ਰਿੜਤਾ
determined,ਦ੍ਰਿੜ
jasmine,ਚਮਕੀਲਾ
lookingforanewworld,ਲੁਕਿੰਗਫੋਰਨਾਈਵਰਲਡ
newworld,ਨਿwor ਵਰਲਡ
elsa,ਐਲਸਾ
letgo,ਲੈਗੋ
letitgo,ਉਡਾਣ
cinderella,ਸਿੰਡਰੇਲਾ
cindrella,ਸਿੰਡਰੇਲਾ
dreamisawish,ਸੁਪਨੇਬਾਜੀ
heartfeltwish,ਹਾਰਦਿਕ
belle,ਬੇਲੇ
beautyandthebeast,beautyandthebeast
asdventurous,ਯਾਤਰੀ
aurora,urਰੋਰਾ
sleepingbeauty,ਸ੍ਲੀਇਨ੍ਗ ਬੇਔਤ੍ਯ਼
prince,ਰਾਜਕੁਮਾਰ
waitingformyprince,ਵੇਟਿੰਗਫਾਰਮਪ੍ਰਿੰਸ
ariel,ਏਰੀਅਲ
littlemermaid,ਬਿੰਦੀ
little,ਥੋੜਾ
worlds,ਦੁਨੀਆ
partofyourworld,partofyourworld
seaworld,ਸਮੁੰਦਰੀ ਕੰ .ੇ
chalraha,ਚਲਰਾਹਾ
kyachalraha,ਕੇਚਲੈਰਹਾ
whatsgoinon,whatsgoinon
aapsabkaswagat,ਸਵਾਗਤ ਹੈ
swagathai,Svagatay
toocool,ਟੂਕੂਲ
iamtoocool,ਆਈਮੋਟੋਕੂਲ
toocooltochat,ਟੂਕੂਲਟੋਚੈਟ
ends,ਖਤਮ ਹੁੰਦਾ ਹੈ
chatends,ਚਾਪਲੂਸ
rightnow,ਹੁਣ ਸੱਜੇ
ourgroup,ਸਾਡਾ ਸਮੂਹ
bestgroup,bestgroup
kyuaddkiya,ਠੀਕ
ADD,ਸ਼ਾਮਲ ਕਰੋ
adtogroup,adtogroup
viber,viber
merapost,merapost
besthai,ਬੈਗ
ladai,ਲੜਾਈ
jhagda,ਝਗੜਾ
jhagra,ਝਗੜਾ
ladhai,ਲਾਧੈ
ladaimatkaro,ਲੇਡੀਮਾਰਕੋਟ
pleasereply,ਕਿਰਪਾ ਕਰਕੇ ਜਵਾਬ ਭੇਜੋ
koito,ਕਿਹੜਾ
replytokaro,ਰਿਪਲੇਟਕਾਰੋ
replykaro,ਜਵਾਬਕਰੋ
cya,ਦੇ
leavingnow,ਛੱਡਣਾ
hogya,ਹੈ, ਜੋ ਕਿ
hogaya,ਹੋ ਗਿਆ
hogayatera,ਹੋਗਾਇਟਰਾ
abuse,ਦੁਰਵਿਵਹਾਰ
slang,ਸਲੈਗਿੰਗ
galigaloch,ਦੁਰਵਿਵਹਾਰ
galimatdo,ਸੰਭਵ
doggy,ਕੁੱਤਾ
woof,ਵੂਫ
grandpop,ਦਾਦਾ
granddad,ਦਾਦਾ
grandpa,ਦਾਦਾ
chahachu,ਚਾਹਾਚੁ
cha-cha-cha,ਚਾ-ਚਾ-ਚਾ-ਚਾ
cha-cha,ਚਾ-ਚਾ
bua,ਬੂਆ
dua,ਦੋ
aunt,ਮਾਸੀ
auntie,ਮਾਸੀ
blessing,ਅਸ਼ੀਰਵਾਦ
blessings,ਆਸ਼ੀਰਵਾਦ
sahara,ਸਹਾਰਾ
sahaara,ਸਹਾਰਾ
isshtyle,isshtyle
bhabikastyle,ਵਰਚੁਅਲ ਸਟਾਈਲ ਵਿਚ
sisso,ਕਿ
didi,ਛੋਟਾ ਭਰਾ
behenknakhre,behenknakhre
papakapaisa,ਪਪਾਕਪਾਸਾ
nani,ਕੀ
grandmom,ਦਾਦੀ
grandma,ਦਾਦੀ
kahani,ਕਹਾਣੀ
kahaniya,ਕਹਾਣੀਆਂ
storytelling,ਕਹਾਣੀ
nanikikahaniya,ਨਾਨਿਕਿਕਹਾਨੀਆ
ma,ਕੀ
maakhathkakhana,ਮਖਟਖਾਨਾ
biyatch,ਬਾਇਅਚ
misstemperamental,ਯਾਦਗਾਰੀ
temperament,ਸੁਭਾਅ
temperamental,ਸੁਭਾਅ ਵਾਲਾ
shopaholic,ਦੁਕਾਨਦਾਰ
shoptillyoudrop,ਦੁਕਾਨ
shoppinginmyblood,ਸ਼ਾਪਿੰਗ
selfieee,ਸੈਲਫੀ
kissyface,ਚੁੰਮਣ
missprincess,ਗਲਤ ਜਾਣਕਾਰੀ
daddysprincess,ਡੈਡੀਪ੍ਰਿਸਪੈਂਸ
daddyslilgirl,ਡੈਡੀਸਿਲਲਗਰਲ
pinkalicious,ਗੁਲਾਬੀ
fuschia,fuschia
wewearpink,ਵੇਅਰਪਿੰਕ
hotpink,ਹਾਟਪਿੰਕ
paranoia,ਘਬਰਾਹਟ
obsessed,ਪਰੇਸ਼ਾਨ
selfonsessed,ਖੁਦਮੁਖਤਿਆਰੀ
stopbeingobsessedwithme,ਰੁਕੋ
enthu,enthu
enthusiast,ਉਤਸ਼ਾਹੀ
mybitches,mybitches
mygirls,mygirls
bitches,ਕੁੱਕੜ
lovemakeup,lovemakeup
lipstick,ਲਿਪਸਟਿਕ
mascara,ਮਸਕਾਰਾ
kohl,ਕੋਹਲ
happening,ਹੋ ਰਿਹਾ
hotandhappening,hotandhappening
imhot,imhot
canthelp,canthelp
najukkali,ਨਾਜੁਕਲੀ
delicate,ਨਾਜ਼ੁਕ
brokemynail,brokemynail
nail,ਮੇਖ
hurt,ਦੁਖੀ
atti,ਕਾਰਵਾਈ
bitchplease,ਬਿਚਪਲੀਜ਼
compliment,ਤਾਰੀਫ
baesaysyouarecute,baesaysyouarecute
taufa,ਹੱਸੋ
noplansyet,ਦਸਤਕ
noplans,noplans
partyawaits,ਪਾਰਟੀਵਾਇਟਸ
hny,hny
happynewyear,ਨਵਾ ਸਾਲ ਮੁਬਾਰਕ
newyear,ਨਵਾਂ ਸਾਲ
2016,2016
noresolution,ਨੋਰਸੋਲਿ .ਸ਼ਨ
newme,newme
bullshit,ਬੁੱਚੜ
newyearnewme,newyearnewme
whatplans,ਕੀ ਯੋਜਨਾਵਾਂ
oyesun,ਤੁਸੀਂ ਸੁਣਦੇ ਹੋ
oyehappynewyear,oyehappynewyear
kidar,ਕਿਡੋਰ
partykidarhai,partykidarhai
partykahahai,ਪਰਤ ਹੈ
dangal,ਦੰਗਲ
thatkindofpower,ਜੋ ਕਿ
hollyhunter,ਹੋਲੀਹੰਟਰ
oldage,ਬੁਢਾਪਾ
alfred,ਐਲਫਰੇਡ
alfredpennyworth,ਅਲਫਰੇਡਪੈਨੀਵਰਥ
jeremy,ਜੇਰੇਮੀ
irons,ਲੋਹੇ
mortal,ਪ੍ਰਾਣੀ
godvsman,Godvsman
psychotic,ਮਨੋਵਿਗਿਆਨਕ
youarepsychotic,youarepsychotic
loislane,LoisLane
amyadams,amyadams
staydown,ਰੁਕਾਵਟ
clarkkent,ਕਲਾਰਕੈਂਟ
henrycavill,ਹੇਨਰੀਕੈਵਿਲ
withyou,ਤੁਹਾਡੇ ਨਾਲ
ithought,ਮੈਂ ਸੋਚਿਆ
ithougtshewaswithyou,ਇਥੌਗਟਸੇਵਾਸਵਿਥਯੌ
brucewayne,ਬਰੂਸਵੇਨ
benaffleck,ਬੇਨਾਫਲੇਕ
wonder,ਹੈਰਾਨ
dianaprince,ਡਾਇਨਾ ਰਾਜਕੁਮਾਰ
galgadot,ਗੈਲਗੈਡੋਟ
metawomanlikeme,metawomanlikeme
bringingpeopletogether,ਲਿਆਉਣ ਵਾਲੇ
lexluthor,lexluthor
jesseeisenberg,jesseeisenberg
isshewithyou,ਜਾਰੀ ਕਰੋ
slarkkent,gulps
doyoubleed,doyoubleed
noboss,noboss
narahegaboss,ਨਰਹੇਗਬੌਸ
nabajegibossuri,ਨਾਬਜੇਗੀਬਾਸੂਰੀ
bossuri,ਬੋਸੂਰੀ
bossgiri,ਬੌਸਗਿਰੀ
nahichalegi,nahichalegi
rishte,ਰਿਸ਼ਤੇ
rishtemeinboss,ਰਿਸ਼ਤੇ ਵਿਚ
dkboss,dkboss
dkbose,dkbose
karaoke,ਕਰਾਓਕੇ
9kar,ਬਾਜ਼
bondedlabour,ਬੰਡੇਬਲਬਰ
aram,ਅਰਾਮ
aramkarnede,aramkarne ਵਿਚ
stevejobs,ਸਟੀਵਜੌਬਜ਼
didnojobs,didnojobs
nojobs,nojobs
seniorhoo,ਸੀਨੀਅਰਹੋ
boxinggloves,ਮੁੱਕੇਬਾਜ਼ੀ ਦੇ ਦਸਤਾਨੇ
naukri,ਨੌਕਰੀ
naukrimilikya,ਨੌਕਰੀਆਂ
appointment,ਮੁਲਾਕਾਤ
nahikarni,ਗੈਰ-ਨਿਰਜੀਵ
resign,ਅਸਤੀਫਾ
baniya,ਬਾਣੀਆ
baniye,ਬਣਾਇਆ
baniyekidamaaag,ਬਾਨਿਕਿਦਮਗ
miyan,ਮੀਆਂ
maiyanbhai,ਲੂਣ ਖਰੀਦੋ
miyanbhaikidaring,ਮੀਆਂਬਿਕਰੀਡਰਿੰਗ
brawns,ਝਗੜੇ
sabsebada,ਸਭ ਤੋਂ ਵੱਡਾ
starkafan,starkafan
jabrafan,ਟੁਕੜੇ
paro,ਬੇਰੁਜ਼ਗਾਰੀ
devdas,ਦੇਵਦਾਸ
chhoddo,ਇਸ ਨੂੰ ਛੱਡ ਦਿਓ
chhordo,ਅੰਤ ਦੋ
mainhoonna,ਮੇਨਹੂਣਾ
major,ਪ੍ਰਮੁੱਖ
majorramprasadsharma,ਮੇਜਰਰਾਮਪ੍ਰਸਾਦਸ਼ਰਮਾ
aryan,ਆਰਿਅਨ
rajaryanmalhotra,ਰਾਜਯਾਰਨਮਲਹੋਤਰਾ
chura,ਚੂਰਾ
humko,ਸਾਡੇ ਲਈ
humhise,humhise
don,ਡੌਨ
pakadna,ਫੜਨ ਲਈ
namumkin,ਅਸੰਭਵ
donkopakadna,donkopakada
lejayenge,ਲਵੇਗਾ
rahul,rahul
senorita,ਸਨੋਰੀਟਾ
dard,dard
dardedisco,dardedisco
dard-e-disco,ਦਰਦ-ਏ-ਡਿਸਕੋ
omprakashmakhija,ਓਮਪ੍ਰਕਾਸ਼ਮਾਖੀਜਾ
omkapoor,ਓਮਕਪੂਰ
chakde,ਚੱਕਦੇ
kabirkhan,ਕਬੀਰਖਾਨ
baazigar,ਬਾਜੀਗਰ
haar,ਉਸ ਨੂੰ
jeeth,ਜੀਤ
ajaysharma,ਅਜੈਸ਼ਰਮਾ
vickymalhotra,ਵਿੱਕੀ ਮਲਹੋਤਰਾ
wishill,ਇੱਛਾ
wishyouwellnot,ਾ ਲ ਫ
iwish,ਮੈਂ ਚਾਹੁੰਦਾ ਹਾਂ
