colva,കോൾവ
entire,മുഴുവൻ
excitement,ആവേശം
belly,വയറ്
belly dancer,ബെല്ലി ഡാൻസർ
bachpan,കുട്ടിക്കാലം
junkie,ജങ്കി
bacche,സരസഫലങ്ങൾ
mann,മാൻ
truthful,സത്യസന്ധൻ
sacchey,സച്ഛെയ്
sacche,പോക്കറ്റുകൾ
tales,കഥകൾ
karli,കാർലി
small,ചെറുത്
my homework,എന്റെ ഗൃഹപാഠം
little star,കുഞ്ഞുനക്ഷത്രം
drawing,ഡ്രോയിംഗ്
painitng,പെയിന്റിംഗ്
keh ke,അല്ലെങ്കിൽ
le li,ലെലി
jhaant hai,പെട്ടെന്നുള്ളതാണ്
thaant hai,ക്ഷീണിതനാണ്
chutzpah,ചട്സ്പ
sulphate,സൾഫേറ്റ്
soo,സൂ
i am waiting,ഞാൻ കാത്തിരിക്കുന്നു
nobody,ആരും
cares,കരുതുന്നു
concern,ആശങ്ക
abe,abe
what I did,ഞാന് എന്ത് ചെയ്തു
tu bhai,നിങ്ങൾക്ക് ഉണ്ട്
brotherzoned,സഹോദരൻ
turn,വളവ്
cannot,ഒന്നും കഴിയില്ല
hamesha,എല്ലായ്പ്പോഴും
aaja,aaja
maidan,പണമടയ്‌ക്കുക
animals,മൃഗങ്ങൾ
will take bath,കുളിക്കും
nahaunga,നഹൌന്ഗ
no water,വെള്ളമില്ല
nahi hai,അല്ല
anything,എന്തും
katti,മുഴ
movie,സിനിമ
film,ഫിലിം
mr.india,mr.india
sharukh,ഷാരൂഖ്
king khan,ഖാൻ രാജാവ്
gerua,ക bo ബോയ്
mohe,റൺ-ഇൻ
kajol,കാജോൾ
phata,തകർന്നു
poster,പോസ്റ്റർ
aisi,അത്തരം
khushi,സന്തോഷം
bhula,മറന്നു
yeh jawani hai deewani,ഈ യുവാവിന് ഭ്രാന്താണ്
ho jayega,ചെയ്യും
phir se,വീണ്ടും
my love,എന്റെ പ്രണയം
mera piya,എന്റെ കുടിച്ചു
zara zara,zara zara
touch me,എന്നെ തൊടുക
kuch kuch,എന്തോ
happens,സംഭവിക്കുന്നു
love triangle,പ്രണയ ത്രികോണം
k2h2,കഹ
lul,കഴുത
pk,pk
jumma,വളരെയധികം
de de,ന്റെ
na de,ന്റെ
dont give,നൽകരുത്
chamatkar,മികച്ചത്
karenge,ചെയ്യും
emotional,വികാരപരമായ
atyachaar,പീഡനം
torture,പീഡിപ്പിക്കാനും
my hero,എന്റെ നായകൻ
mera hero,എന്റെ നായകൻ
main tero,പ്രധാന ടെറോ
your hero,നിങ്ങളുടെ നായകൻ
all is well,എല്ലാം നന്നായി പോകുന്നു
khamosh,നിശബ്ദത
khamoshi,നിശബ്ദത
shatrughan,ശത്രുഘൺ
udta,ഫ്ലയർ
jaaye,പോകൂ
bad bad,മോശം മോശം
i am bad,ഞാന് ചീത്തയാണ്
fear,ഭയം
darr,ഡാർ
lagta,തോന്നുന്നു
yenna,yenna
rascal,റാസ്‌ക്കൽ
salman bhai,സൽമാൻ ഭായ്
mera naam,എന്റെ പേര്
my name is,എന്റെ പേര്
behen ji,സഹോദരി
rishtey,ബന്ധങ്ങൾ
relation,ബന്ധം
hum tumhare,ഞങ്ങൾ നിങ്ങളുടെ
lagte hain,തോന്നുന്നു
hamara,ഞങ്ങളുടെ
robinhood,റോബിൻ ഹുഡ്
dabang,അമിതഭാരം
chulbul pandey,ചുൽബുൾ പാണ്ഡെ
maji,വെള്ളം
my bae,എന്റെ ബായ്
anyone,ആർക്കും
else,അല്ലെങ്കിൽ
galat,പിശക്
condition,അവസ്ഥ
tasveer,ചിത്രം
drop dead,ഡ്രോപ്പ് ഡെഡ്
gorgeous,ശുഭ്രവസ്ത്രം
let me,എന്നെ അനിവദിക്കു
allow,അനുവദിക്കുക
meant,ഉദ്ദേശിച്ചത്
short,ഹ്രസ്വമാണ്
shy,ലജ്ജിക്കുന്നു
dont be,ആകരുത്
dangerously,അപകടകരമാണ്
for you,നിനക്കായ്
girna,വീഴാൻ
butterflies,ചിത്രശലഭങ്ങൾ
breath,ശ്വാസം
breath away,ശ്വാസം അകലെ
narak,നരകം
get lost,പോയ് തുലയൂ
ever repeat,എപ്പോഴെങ്കിലും ആവർത്തിക്കുക
no idea,അറിയില്ല
dear,പ്രിയ
business,ബിസിനസ്സ്
move on,നീങ്ങുക
awww,awww
itta,തോൽവി
confession,കുമ്പസാരം
my life,എന്റെ ജീവിതം
my heart,എന്റെ ഹൃദയം
mera dil,എന്റെ ഹൃദയം
lots of love,ഒത്തിരി സ്നേഹം
war,യുദ്ധം
possesive,പൊഷെസിവെ
tumsa,ഇരുട്ട്
nahi dekha,കണ്ടില്ല
u r special,u r പ്രത്യേക
hasi,ആരംഭിക്കുക
phasee,തൂങ്ങുന്നു
feelings,വികാരങ്ങൾ
anytime,ഏതുസമയത്തും
available,ലഭ്യമാണ്
hoon na,ഉം
major missing,പ്രധാന കാണാനില്ല
heart break,ഹാർട്ട് ബ്രേക്ക്
ladke,ആൺകുട്ടികൾ
chichoore,ആഴം
totta,സത്യം
no time,സമയമില്ല
do note,ശ്രദ്ധിക്കുക
maaro,എന്റേത്
its okay,ഇത് ഓകെയാണ്
pakka,പാക്കേജ്
too much,വളരെയധികം
bahot,പലരും
booti,ബൂട്ട്
hawww,hawww
not possible,സാധ്യമല്ല
ho payega,കഴിയും
bhavnao,വികാരങ്ങൾ
my fortune,എന്റെ ഭാഗ്യം
kismat,ഭാഗ്യം
chahte,വേണം
nachoon,nachoon
dont mind,കാര്യമാക്കേണ്ടതില്ല
keep trying,ശ്രമിച്ചുകൊണ്ടിരിക്കുക
kyun,എന്തുകൊണ്ട്
but why,പക്ഷെ എന്തിന്
kisliye,എന്തിന്
fed up,നിരാശ ബാധിച്ച
gazab,ആകർഷണീയമായ
leave me alone,എന്നെ ഒറ്റക്കിരിക്കാൻ അനുവദിക്കൂ
battery low,ബാറ്ററി കുറവാണ്
discharge,ഡിസ്ചാർജ്
zzzzzz,zzzzzz
dizzy,തലകറക്കം
wopping,വോപ്പിംഗ്
market,വിപണി
spend,ചെലവഴിക്കുക
baad mein,പിന്നീട്
badhiya,നല്ലത്
phati,കീറി
padi,അരി
chalein,നമുക്ക് പോകാം
jhakass,ഹഞ്ച്
bindass,ബിന്ദാസ്
maarte,കലാപരമായ
khaega,കഴിക്കും
how r u,എങ്ങനെയിരിക്കുന്നു
idk,idk
courtesy,കടപ്പാട്
no thanks,വേണ്ട, നന്ദി
haal,അവസ്ഥ
heya,അവൾ
think of,ചിന്തിക്കുക
khudko,സ്വയം
i hate you,ഞാൻ നിങ്ങളെ വെറുക്കുന്നു
dikha,കാണിക്കുന്നു
improve,മെച്ചപ്പെടുത്തുക
tu nahi,തു നഹി
sudhar,മെച്ചപ്പെടുത്തുക
sudhregi,മെച്ചപ്പെടുത്തും
absolutely nothing,തികച്ചും ഒന്നുമില്ല
dekh bhai,സഹോദരനെ കാണുക
zyada mat,അധികം വോട്ടുചെയ്യരുത്
mat bol,അദ്ദേഹം മരിച്ചു
dont speak,സംസാരിക്കരുത്
right now,ഇപ്പോൾ
this,ഈ
chittar,chittar
don't angry,കോപിക്കരുത്
bhaad,വെറുതെ
jaaa,ജഅഅ
not invited,ക്ഷണിച്ചിട്ടില്ല
aukat,സ്ഥാനം
reh,മാൻ
tel,ടെൽ
leva,എടുക്കുന്നു
karan,കരൺ
lagra,സ്റ്റോർ
hao,കൊള്ളാം
ayi,ഏതെങ്കിലും
shapat,ശപഥം
happened,സംഭവിച്ചു
ka ho,അകത്ത്
siya ram,അവൻ റാം
sita,കണ്ടുകെട്ടി
chal na,നീക്കമില്ല
bhava,ഭവ
uplift,ഉയർത്തുക
jaylalitha,ജയലളിത
punjbai,നൂറുകണക്കിന് ശിക്ഷ
steady,സ്ഥിരതയുള്ള
po,എഴുതിയത്
aiyoo,അയ്യോ!
tamil,തമിഴ്
gujrat,ഗുജറാത്ത്
business man,ബിസിനസ്സ് മാൻ
kai,ഒപ്പം
zhala,zhala
bongs,bongs
tomake,നിങ്ങൾക്ക്
bhalabasi,ഒരു പുതപ്പ്
appolum,appolum
paranjille,paranjille
thaat,അത്
gidda,ഗിദ്ദെംസ്
paao,നേടുക
vanakkam,വനകം
homage,ആദരാഞ്ജലി
culture,സംസ്കാരം
sat,ഇരുന്നു
sri,ശ്രീ
sat sri akal,അത് അർത്ഥമാക്കുന്നു
hindu,ഹിന്ദു
lord,യജമാനൻ
cheer up,ഉന്മേഷവാനാകുക
chakk de,കെ
phatte,phatte
losing,നഷ്ടപ്പെടുന്നു
head,തല
programmed,പ്രോഗ്രാം ചെയ്തു
bot,ബോട്ട്
hot-o-bot,ഹോട്ട്-ഒ-ബോട്ട്
download,ഡൗൺലോഡ്
nuts,പരിപ്പ്
robotics,റോബോട്ടിക്സ്
sign in,സൈൻ ഇൻ
log in,ലോഗിൻ
my place,എന്റെ സ്ഥലം
spark,തീപ്പൊരി
electric,വൈദ്യുത
between,ഇടയിൽ
circuit,സർക്യൂട്ട്
wire,വയർ
ugta,ഉയരുന്നു
kharch,ചെലവുകൾ
aaga,അഘ
aagyi,അഗ്നിജ്വാല
password,password
login,ലോഗിൻ
aage,മുമ്പ്
in future,ഭാവിയിൽ
karna,കാരണം
ghus,മലകയറ്റം
pc,പിസി
ghoonsa,മുഷ്ടി
ghus ja,അകത്തേക്ക് പോകുക
aalsi,അലസൻ
aish,ഗീസ്
tafri,തഫാരി
udalo,വിജയിച്ചു
atm,atm
zamane,കാലഘട്ടം
our times,നമ്മുടെ കാലം
sangat,വളരെ
asar,വരൂ
bigadna,വഷളാകുക
dekhi,നമുക്ക് നോക്കാം
grey,ചാരനിറം
friday,വെള്ളിയാഴ്ച
chutti,അവധി
mondays,തിങ്കളാഴ്ചകൾ
weekdays,ആഴ്ച ദിനങ്ങൾ
vegeta,സസ്യഭക്ഷണം
saiyans,സിയാനുകൾ
dragon ball z,ഡ്രാഗൺ ബോൾ z
I'm the prince of all saiyans,ഞാൻ എല്ലാ സായന്മാരുടെയും രാജകുമാരനാണ്
huh,ഹൂ
trunks,കടപുഴകി
the future is here,ഭാവി ഇവിടെയുണ്ട്
I'll cut you into little pieces,ഞാൻ നിങ്ങളെ ചെറിയ കഷണങ്ങളായി മുറിക്കും
super saiyan,സൂപ്പർ സയാൻ
goku,goku
its over 9000,അതിന്റെ 9000 ലധികം
krillin,ക്രില്ലിൻ
no one cares about me,ആരും എന്നെ ശ്രദ്ധിക്കുന്നില്ല
saiyan,സയാൻ
kame haame ha,kame haame ha
spirit bomb,സ്പിരിറ്റ് ബോംബ്
saiyan god,സിയാൻ ദേവൻ
kame hame ha,അതെ ജോലിസ്ഥലത്ത്
double trouble,ഇരട്ട കുഴപ്പം
frieza,തണുപ്പ്
you little monkey,ചെറിയ കുരങ്ങേ
school test,സ്കൂൾ പരീക്ഷ
nahiii,നഹി
daant,പല്ല്
aaj toh,aaj toh
interval,ഇടവേള
fod,ആകുക
come here,ഇവിടെ വരു
how's,എങ്ങനെയുണ്ട്
been,ആകുമായിരുന്നു
kaisa,അമേരിക്കന് comapny
journey,യാത്രയെ
afternoon,ഉച്ചകഴിഞ്ഞ്
congratulate,അഭിനന്ദിക്കുക
congo,കോംഗോ
pranam,ആശംസകൾ
kaisi hai,എങ്ങനെ
aur batao,കൂടുതൽ പറയുക
how are you doing,എങ്ങിനെ ഇരിക്കുന്നു
have a,ഒരു
have a good day,ഒരു നല്ല ദിനം ആശംസിക്കുന്നു
badahiya,മൂപ്പൻ
shubh ratri,ശുഭ് രാത്രി
gd mrng,സുപ്രഭാതം
gm,gm
buttercup,ബട്ടർ‌കപ്പ്
theory,സിദ്ധാന്തം
big bang theory,മഹാസ്ഫോടന സിദ്ധാന്തം
tv series,TV പരമ്പര
binge,അമിത
binge watch,അമിത വാച്ച്
addiction,ആസക്തി
had,ഉണ്ടായിരുന്നു
nice to,നല്ലത്
humble,വിനീതൻ
supernatural,അമാനുഷികത
chick,കോഴി
flick,ഫ്ലിക്ക്
moments,നിമിഷങ്ങൾ
i did it,ഞാൻ അത് ചെയ്തു
myslef,ഞാൻ തന്നെ
walter,വാൾട്ടർ
doesnt,ഇല്ല
does not,ഇല്ല
affect,ബാധിക്കുക
barney,ബാർണി
stinton,സ്റ്റിന്റൺ
legend,ഇതിഹാസം
dary,സമ്മാനങ്ങൾ
wait for it,അതിനായി കാത്തിരിക്കുക
how I met your mother,എങ്ങനെയാ ഞാൻ നിന്റെ അമ്മയെ കണ്ടത്
himym,ഹിം
judging,വിഭജിക്കുന്നു
sherlock,ഷെർലോക്ക്
holmes,ഹോംസ്
sherlock holmes,ഷെർലക് ഹോംസ്
charlie,ചാർലി
and a half,ഒന്നര
do not,അരുത്
tempt,പരീക്ഷിക്കുക
passenger,യാത്രക്കാരൻ
sestra,സഹോദരി
level,ലെവൽ
monica clean,മോണിക്ക ക്ലീൻ
racheal,റാച്ചൽ
Daenerys Targaryen,ഡൈനറിസ് ടാർഗാരിയൻ
thrones,സിംഹാസനങ്ങൾ
we are,ഞങ്ങൾ ആകുന്നു
series,സീരീസ്
television,ടെലിവിഷൻ
saving,സംരക്ഷിക്കുന്നത്
arya,ആര്യ
stark,തീർത്തും
arya stark,ആര്യ സ്റ്റാർക്ക്
yigrette,ygritte
jon,ജോൺ
you know nothing,നിനക്ക് ഒന്നും അറിയില്ല
smelly cat,മണമുള്ള പൂച്ച
my mother,എന്റെ അമ്മ
tested,പരീക്ഷിച്ചു
pop,പോപ്പ്
pop talk,പോപ്പ് സംവാദം
no one,ആരുമില്ല
loves me,എന്നെ സ്നേഹിക്കുന്നു
i am sad,ഞാൻ ദുഃഖിതനാണ്
feeling bad,വിഷമം തോന്നുന്നു
be back,മടങ്ങിവരിക
sticky,പശിമയുള്ള
sticky toons,സ്റ്റിക്കി ടോണുകൾ
who is,ആരാണു
who's your daddy,ആരാണ് നിങ്ങളുടെ ഡാഡി
trail,നടപ്പാത
I can be,എനിക്ക് ആകാം
irritating,പ്രകോപിപ്പിക്കുന്ന
can piss you off,നിങ്ങളെ വിഷമിപ്പിക്കാൻ കഴിയും
breakfast,പ്രഭാതഭക്ഷണം
finish,പൂർത്തിയാക്കുക
speaking,സംസാരിക്കുന്നു
